"Plot Title: Ridge_ground"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20298810, SEN S/N: 20298810)","RH, % (LGR S/N: 20298810, SEN S/N: 20298810)","DewPt, °C (LGR S/N: 20298810, SEN S/N: 20298810)"
1559,04/06/24 11:30:00 AM,7.670,65.759,1.822
1560,04/06/24 11:45:00 AM,7.066,60.329,0.112
1561,04/06/24 12:00:00 PM,8.618,59.504,1.397
1562,04/06/24 12:15:00 PM,8.095,56.122,0.125
1563,04/06/24 12:30:00 PM,8.419,56.438,0.504
1564,04/06/24 12:45:00 PM,8.693,55.412,0.516
1565,04/06/24 01:00:00 PM,9.336,52.995,0.519
1566,04/06/24 01:15:00 PM,9.312,53.322,0.579
1567,04/06/24 01:30:00 PM,9.435,54.239,0.924
1568,04/06/24 01:45:00 PM,10.247,50.522,0.720
1569,04/06/24 02:00:00 PM,10.124,51.749,0.931
1570,04/06/24 02:15:00 PM,9.977,50.516,0.468
1571,04/06/24 02:30:00 PM,10.001,49.971,0.345
1572,04/06/24 02:45:00 PM,10.124,50.597,0.626
1573,04/06/24 03:00:00 PM,10.907,50.552,1.340
1574,04/06/24 03:15:00 PM,11.565,47.296,1.037
1575,04/06/24 03:30:00 PM,11.662,46.009,0.749
1576,04/06/24 03:45:00 PM,10.565,47.383,0.144
1577,04/06/24 04:00:00 PM,11.151,45.045,-0.008
1578,04/06/24 04:15:00 PM,10.590,47.109,0.088
1579,04/06/24 04:30:00 PM,13.546,43.365,1.650
1580,04/06/24 04:45:00 PM,11.565,45.811,0.601
1581,04/06/24 05:00:00 PM,12.606,42.719,0.590
1582,04/06/24 05:15:00 PM,12.025,45.309,0.871
1583,04/06/24 05:30:00 PM,10.932,46.536,0.235
1584,04/06/24 05:45:00 PM,11.370,45.941,0.462
1585,04/06/24 06:00:00 PM,11.977,46.483,1.178
1586,04/06/24 06:15:00 PM,11.759,44.653,0.428
1587,04/06/24 06:30:00 PM,11.516,45.059,0.330
1588,04/06/24 06:45:00 PM,11.029,46.239,0.237
1589,04/06/24 07:00:00 PM,10.761,46.792,0.153
1590,04/06/24 07:15:00 PM,10.810,45.840,-0.082
1591,04/06/24 07:30:00 PM,10.492,46.418,-0.203
1592,04/06/24 07:45:00 PM,10.394,46.313,-0.323
1593,04/06/24 08:00:00 PM,9.879,48.000,-0.313
1594,04/06/24 08:15:00 PM,9.435,49.681,-0.258
1595,04/06/24 08:30:00 PM,9.509,49.204,-0.319
1596,04/06/24 08:45:00 PM,8.717,52.214,-0.256
1597,04/06/24 09:00:00 PM,8.519,52.275,-0.425
1598,04/06/24 09:15:00 PM,7.619,55.546,-0.458
1599,04/06/24 09:30:00 PM,7.519,55.708,-0.513
1600,04/06/24 09:45:00 PM,6.687,60.208,-0.273
1601,04/06/24 10:00:00 PM,6.889,59.135,-0.318
1602,04/06/24 10:15:00 PM,6.661,59.623,-0.426
1603,04/06/24 10:30:00 PM,6.636,59.880,-0.393
1604,04/06/24 10:45:00 PM,6.331,60.613,-0.522
1605,04/06/24 11:00:00 PM,6.153,61.450,-0.512
1606,04/06/24 11:15:00 PM,5.437,64.021,-0.660
1607,04/06/24 11:30:00 PM,5.616,63.825,-0.529
1608,04/06/24 11:45:00 PM,5.385,64.183,-0.677
1609,04/07/24 12:00:00 AM,4.973,66.007,-0.709
1610,04/07/24 12:15:00 AM,4.610,67.347,-0.798
1611,04/07/24 12:30:00 AM,4.792,67.072,-0.676
1612,04/07/24 12:45:00 AM,4.532,67.416,-0.859
1613,04/07/24 01:00:00 AM,4.115,68.176,-1.116
1614,04/07/24 01:15:00 AM,4.454,69.104,-0.618
1615,04/07/24 01:30:00 AM,4.272,69.375,-0.743
1616,04/07/24 01:45:00 AM,4.662,67.693,-0.682
1617,04/07/24 02:00:00 AM,4.350,68.834,-0.768
1618,04/07/24 02:15:00 AM,3.985,68.792,-1.128
1619,04/07/24 02:30:00 AM,3.880,69.687,-1.064
1620,04/07/24 02:45:00 AM,3.301,71.913,-1.225
1621,04/07/24 03:00:00 AM,2.744,74.383,-1.340
1622,04/07/24 03:15:00 AM,2.557,74.991,-1.420
1623,04/07/24 03:30:00 AM,2.744,75.381,-1.174
1624,04/07/24 03:45:00 AM,2.503,75.706,-1.354
1625,04/07/24 04:00:00 AM,2.209,76.954,-1.438
1626,04/07/24 04:15:00 AM,2.209,76.767,-1.468
1627,04/07/24 04:30:00 AM,2.128,76.963,-1.515
1628,04/07/24 04:45:00 AM,1.561,79.090,-1.732
1629,04/07/24 05:00:00 AM,1.480,80.123,-1.653
1630,04/07/24 05:15:00 AM,1.615,80.153,-1.515
1631,04/07/24 05:30:00 AM,1.371,79.574,-1.843
1632,04/07/24 05:45:00 AM,1.317,81.026,-1.675
1633,04/07/24 06:00:00 AM,0.962,80.997,-2.028
1634,04/07/24 06:15:00 AM,0.989,82.301,-1.807
1635,04/07/24 06:30:00 AM,0.550,83.205,-2.107
1636,04/07/24 06:45:00 AM,0.522,83.712,-2.061
1637,04/07/24 07:00:00 AM,0.550,84.512,-1.919
1638,04/07/24 07:15:00 AM,0.742,85.044,-1.654
1639,04/07/24 07:30:00 AM,-0.367,86.169,-2.592
1640,04/07/24 07:45:00 AM,0.246,86.522,-1.938
1641,04/07/24 08:00:00 AM,0.495,86.482,-1.698
1642,04/07/24 08:15:00 AM,1.588,84.967,-0.830
1643,04/07/24 08:30:00 AM,2.530,81.775,-0.372
1644,04/07/24 08:45:00 AM,3.696,79.699,0.452
1645,04/07/24 09:00:00 AM,4.636,79.776,1.384
1646,04/07/24 09:15:00 AM,5.924,77.972,2.351
1647,04/07/24 09:30:00 AM,7.343,74.516,3.147
1648,04/07/24 09:45:00 AM,8.593,70.936,3.710
1649,04/07/24 10:00:00 AM,9.361,63.386,2.947
1650,04/07/24 10:15:00 AM,10.565,61.055,3.585
1651,04/07/24 10:30:00 AM,11.856,54.236,3.183
1652,04/07/24 10:45:00 AM,12.098,50.288,2.370
1653,04/07/24 11:00:00 AM,12.920,48.214,2.547
1654,04/07/24 11:15:00 AM,13.161,46.073,2.139
1655,04/07/24 11:30:00 AM,14.146,46.321,3.116
1656,04/07/24 11:45:00 AM,13.642,45.415,2.380
1657,04/07/24 12:00:00 PM,14.697,41.856,2.200
1658,04/07/24 12:15:00 PM,14.984,41.603,2.374
1659,04/07/24 12:30:00 PM,14.840,41.936,2.356
1660,04/07/24 12:45:00 PM,15.366,38.096,1.482
1661,04/07/24 01:00:00 PM,15.533,37.985,1.591
1662,04/07/24 01:15:00 PM,16.034,34.864,0.830
1663,04/07/24 01:30:00 PM,16.939,34.919,1.652
1664,04/07/24 01:45:00 PM,16.463,34.482,1.053
1665,04/07/24 02:00:00 PM,18.295,33.508,2.259
1666,04/07/24 02:15:00 PM,17.986,30.245,0.529
1667,04/07/24 02:30:00 PM,18.842,31.247,1.738
1668,04/07/24 02:45:00 PM,19.151,31.240,2.004
1669,04/07/24 03:00:00 PM,18.010,29.317,0.107
1670,04/07/24 03:15:00 PM,19.318,29.425,1.290
1671,04/07/24 03:30:00 PM,20.317,28.872,1.879
1672,04/07/24 03:45:00 PM,21.604,28.741,2.921
1673,04/07/24 04:00:00 PM,19.579,29.146,1.379
1674,04/07/24 04:15:00 PM,20.484,27.340,1.235
1675,04/07/24 04:30:00 PM,19.841,29.468,1.763
1676,04/07/24 04:45:00 PM,20.841,25.477,0.520
1677,04/07/24 05:00:00 PM,21.056,26.845,1.459
1678,04/07/24 05:15:00 PM,20.388,27.972,1.483
1679,04/07/24 05:30:00 PM,20.507,26.904,1.023
1680,04/07/24 05:45:00 PM,21.223,25.199,0.685
1681,04/07/24 06:00:00 PM,20.222,25.905,0.234
1682,04/07/24 06:15:00 PM,21.533,25.866,1.327
1683,04/07/24 06:30:00 PM,20.889,26.191,0.960
1684,04/07/24 06:45:00 PM,19.698,27.246,0.513
1685,04/07/24 07:00:00 PM,19.674,26.841,0.278
1686,04/07/24 07:15:00 PM,20.031,26.194,0.232
1687,04/07/24 07:30:00 PM,19.627,26.097,-0.166
1688,04/07/24 07:45:00 PM,19.127,25.588,-0.872
1689,04/07/24 08:00:00 PM,18.438,29.286,0.462
1690,04/07/24 08:15:00 PM,17.867,30.367,0.483
1691,04/07/24 08:30:00 PM,17.201,31.632,0.482
1692,04/07/24 08:45:00 PM,16.939,32.661,0.706
1693,04/07/24 09:00:00 PM,16.915,33.249,0.937
1694,04/07/24 09:15:00 PM,16.773,33.105,0.751
1695,04/07/24 09:30:00 PM,16.820,32.748,0.639
1696,04/07/24 09:45:00 PM,16.725,32.904,0.623
1697,04/07/24 10:00:00 PM,16.153,33.571,0.404
1698,04/07/24 10:15:00 PM,15.748,34.771,0.540
1699,04/07/24 10:30:00 PM,15.509,35.008,0.424
1700,04/07/24 10:45:00 PM,14.625,37.505,0.602
1701,04/07/24 11:00:00 PM,14.649,37.796,0.731
1702,04/07/24 11:15:00 PM,14.745,37.485,0.701
1703,04/07/24 11:30:00 PM,14.768,37.745,0.819
1704,04/07/24 11:45:00 PM,14.457,38.578,0.846
1705,04/08/24 12:00:00 AM,14.984,38.249,1.197
1706,04/08/24 12:15:00 AM,14.074,39.751,0.919
1707,04/08/24 12:30:00 AM,14.888,38.752,1.294
1708,04/08/24 12:45:00 AM,15.127,38.071,1.260
1709,04/08/24 01:00:00 AM,14.768,39.188,1.343
1710,04/08/24 01:15:00 AM,14.840,39.387,1.479
1711,04/08/24 01:30:00 AM,15.175,38.783,1.562
1712,04/08/24 01:45:00 AM,15.652,37.869,1.654
1713,04/08/24 02:00:00 AM,15.127,38.777,1.517
1714,04/08/24 02:15:00 AM,14.553,40.250,1.523
1715,04/08/24 02:30:00 AM,14.529,41.075,1.785
1716,04/08/24 02:45:00 AM,14.864,39.837,1.659
1717,04/08/24 03:00:00 AM,14.218,41.706,1.717
1718,04/08/24 03:15:00 AM,14.409,41.823,1.929
1719,04/08/24 03:30:00 AM,15.031,41.131,2.257
1720,04/08/24 03:45:00 AM,15.270,40.712,2.329
1721,04/08/24 04:00:00 AM,15.055,41.452,2.388
1722,04/08/24 04:15:00 AM,16.010,39.898,2.710
1723,04/08/24 04:30:00 AM,15.891,40.205,2.711
1724,04/08/24 04:45:00 AM,15.509,41.439,2.793
1725,04/08/24 05:00:00 AM,15.819,40.932,2.900
1726,04/08/24 05:15:00 AM,15.915,40.783,2.934
1727,04/08/24 05:30:00 AM,15.557,41.763,2.946
1728,04/08/24 05:45:00 AM,16.082,41.121,3.201
1729,04/08/24 06:00:00 AM,15.867,41.767,3.228
1730,04/08/24 06:15:00 AM,16.272,41.462,3.490
1731,04/08/24 06:30:00 AM,16.368,41.632,3.634
1732,04/08/24 06:45:00 AM,16.320,41.818,3.654
1733,04/08/24 07:00:00 AM,16.392,41.922,3.754
1734,04/08/24 07:15:00 AM,16.201,42.695,3.840
1735,04/08/24 07:30:00 AM,15.986,45.484,4.542
1736,04/08/24 07:45:00 AM,16.320,47.284,5.397
1737,04/08/24 08:00:00 AM,16.558,46.970,5.521
1738,04/08/24 08:15:00 AM,16.749,46.523,5.559
1739,04/08/24 08:30:00 AM,17.034,46.086,5.686
1740,04/08/24 08:45:00 AM,17.391,45.657,5.878
1741,04/08/24 09:00:00 AM,17.582,45.522,6.009
1742,04/08/24 09:15:00 AM,18.224,44.427,6.244
1743,04/08/24 09:30:00 AM,17.986,44.558,6.070
1744,04/08/24 09:45:00 AM,18.866,43.547,6.538
1745,04/08/24 10:00:00 AM,19.698,43.197,7.175
1746,04/08/24 10:15:00 AM,19.436,43.806,7.142
1747,04/08/24 10:30:00 AM,20.388,43.854,8.021
1748,04/08/24 10:45:00 AM,20.722,42.447,7.845
1749,04/08/24 11:00:00 AM,20.341,44.009,8.030
1750,04/08/24 11:15:00 AM,19.603,45.929,7.982
1751,04/08/24 11:30:00 AM,20.126,46.756,8.720
1752,04/08/24 11:45:00 AM,20.698,46.509,9.165
1753,04/08/24 12:00:00 PM,21.008,46.357,9.400
1754,04/08/24 12:15:00 PM,22.011,47.055,10.537
1755,04/08/24 12:30:00 PM,20.770,48.516,9.852
1756,04/08/24 12:45:00 PM,21.056,48.806,10.202
1757,04/08/24 01:00:00 PM,21.987,46.062,10.199
1758,04/08/24 01:15:00 PM,20.889,47.740,9.724
1759,04/08/24 01:30:00 PM,22.561,47.634,11.223
1760,04/08/24 01:45:00 PM,22.369,44.441,10.015
1761,04/08/24 02:00:00 PM,23.280,43.289,10.449
1762,04/08/24 02:15:00 PM,23.569,41.471,10.067
1763,04/08/24 02:30:00 PM,22.848,43.433,10.108
1764,04/08/24 02:45:00 PM,23.136,44.112,10.600
1765,04/08/24 03:00:00 PM,21.342,48.115,10.255
1766,04/08/24 03:15:00 PM,20.722,50.808,10.488
1767,04/08/24 03:30:00 PM,20.293,53.061,10.728
1768,04/08/24 03:45:00 PM,20.031,53.955,10.730
1769,04/08/24 04:00:00 PM,19.841,53.090,10.316
1770,04/08/24 04:15:00 PM,19.746,52.424,10.043
1771,04/08/24 04:30:00 PM,19.888,52.444,10.181
1772,04/08/24 04:45:00 PM,19.841,51.502,9.872
1773,04/08/24 05:00:00 PM,20.412,49.321,9.765
1774,04/08/24 05:15:00 PM,21.461,45.071,9.398
1775,04/08/24 05:30:00 PM,21.413,43.589,8.861
1776,04/08/24 05:45:00 PM,22.058,42.211,8.970
1777,04/08/24 06:00:00 PM,21.700,43.880,9.219
1778,04/08/24 06:15:00 PM,20.984,46.226,9.337
1779,04/08/24 06:30:00 PM,21.103,46.082,9.399
1780,04/08/24 06:45:00 PM,21.581,45.949,9.792
1781,04/08/24 07:00:00 PM,20.841,48.114,9.795
1782,04/08/24 07:15:00 PM,20.746,48.797,9.915
1783,04/08/24 07:30:00 PM,20.531,49.494,9.926
1784,04/08/24 07:45:00 PM,20.174,50.327,9.842
1785,04/08/24 08:00:00 PM,19.603,51.750,9.722
1786,04/08/24 08:15:00 PM,19.746,51.302,9.727
1787,04/08/24 08:30:00 PM,19.555,52.024,9.755
1788,04/08/24 08:45:00 PM,19.579,52.152,9.813
1789,04/08/24 09:00:00 PM,19.270,53.134,9.798
1790,04/08/24 09:15:00 PM,19.151,53.520,9.793
1791,04/08/24 09:30:00 PM,18.961,54.018,9.750
1792,04/08/24 09:45:00 PM,18.985,54.145,9.806
1793,04/08/24 10:00:00 PM,18.557,54.945,9.620
1794,04/08/24 10:15:00 PM,18.343,56.355,9.787
1795,04/08/24 10:30:00 PM,18.224,57.008,9.842
1796,04/08/24 10:45:00 PM,18.033,57.284,9.733
1797,04/08/24 11:00:00 PM,18.129,57.451,9.865
1798,04/08/24 11:15:00 PM,17.891,58.417,9.881
1799,04/08/24 11:30:00 PM,17.701,58.811,9.799
1800,04/08/24 11:45:00 PM,17.867,58.170,9.798
1801,04/09/24 12:00:00 AM,17.701,58.508,9.725
1802,04/09/24 12:15:00 AM,17.748,58.334,9.727
1803,04/09/24 12:30:00 AM,17.653,58.349,9.641
1804,04/09/24 12:45:00 AM,17.677,58.020,9.582
1805,04/09/24 01:00:00 AM,17.510,58.357,9.509
1806,04/09/24 01:15:00 AM,17.368,58.940,9.517
1807,04/09/24 01:30:00 AM,17.486,58.747,9.582
1808,04/09/24 01:45:00 AM,17.439,58.891,9.572
1809,04/09/24 02:00:00 AM,17.415,59.068,9.593
1810,04/09/24 02:15:00 AM,17.463,58.774,9.566
1811,04/09/24 02:30:00 AM,17.058,59.765,9.425
1812,04/09/24 02:45:00 AM,17.177,59.724,9.527
1813,04/09/24 03:00:00 AM,17.058,60.337,9.561
1814,04/09/24 03:15:00 AM,17.034,60.303,9.530
1815,04/09/24 03:30:00 AM,16.892,60.790,9.510
1816,04/09/24 03:45:00 AM,17.034,60.903,9.672
1817,04/09/24 04:00:00 AM,16.796,61.463,9.577
1818,04/09/24 04:15:00 AM,16.677,61.861,9.557
1819,04/09/24 04:30:00 AM,16.654,62.334,9.643
1820,04/09/24 04:45:00 AM,16.606,62.415,9.616
1821,04/09/24 05:00:00 AM,16.344,63.411,9.593
1822,04/09/24 05:15:00 AM,15.438,66.256,9.350
1823,04/09/24 05:30:00 AM,15.867,65.159,9.524
1824,04/09/24 05:45:00 AM,15.843,65.390,9.551
1825,04/09/24 06:00:00 AM,16.225,64.485,9.717
1826,04/09/24 06:15:00 AM,16.463,64.201,9.882
1827,04/09/24 06:30:00 AM,16.463,63.964,9.829
1828,04/09/24 06:45:00 AM,16.796,62.685,9.858
1829,04/09/24 07:00:00 AM,16.368,63.800,9.702
1830,04/09/24 07:15:00 AM,16.534,63.413,9.774
1831,04/09/24 07:30:00 AM,16.225,63.361,9.468
1832,04/09/24 07:45:00 AM,16.606,63.159,9.785
1833,04/09/24 08:00:00 AM,16.487,63.642,9.780
1834,04/09/24 08:15:00 AM,16.725,62.882,9.835
1835,04/09/24 08:30:00 AM,16.677,62.933,9.802
1836,04/09/24 08:45:00 AM,16.129,65.205,9.784
1837,04/09/24 09:00:00 AM,15.915,65.520,9.648
1838,04/09/24 09:15:00 AM,16.844,62.634,9.892
1839,04/09/24 09:30:00 AM,16.749,63.598,10.019
1840,04/09/24 09:45:00 AM,16.963,63.338,10.164
1841,04/09/24 10:00:00 AM,17.201,62.097,10.107
1842,04/09/24 10:15:00 AM,17.320,61.997,10.197
1843,04/09/24 10:30:00 AM,17.249,62.850,10.325
1844,04/09/24 10:45:00 AM,17.011,65.712,10.735
1845,04/09/24 11:00:00 AM,16.939,68.483,11.255
1846,04/09/24 11:15:00 AM,15.676,77.409,11.763
1847,04/09/24 11:30:00 AM,15.318,81.415,12.115
1848,04/09/24 11:45:00 AM,15.127,83.535,12.282
1849,04/09/24 12:00:00 PM,15.055,84.769,12.413
1850,04/09/24 12:15:00 PM,15.079,85.505,12.556
1851,04/09/24 12:30:00 PM,15.199,85.344,12.647
1852,04/09/24 12:45:00 PM,15.127,86.998,12.840
1853,04/09/24 01:00:00 PM,15.772,85.856,13.295
1854,04/09/24 01:15:00 PM,16.034,85.429,13.485
1855,04/09/24 01:30:00 PM,16.368,84.527,13.666
1856,04/09/24 01:45:00 PM,16.606,82.746,13.603
1857,04/09/24 02:00:00 PM,16.654,82.839,13.666
1858,04/09/24 02:15:00 PM,16.296,83.335,13.398
1859,04/09/24 02:30:00 PM,15.796,85.320,13.232
1860,04/09/24 02:45:00 PM,15.461,89.003,13.483
1861,04/09/24 03:00:00 PM,15.414,89.018,13.438
1862,04/09/24 03:15:00 PM,14.888,90.718,13.174
1863,04/09/24 03:30:00 PM,14.721,91.492,13.123
1864,04/09/24 03:45:00 PM,14.697,91.879,13.156
1865,04/09/24 04:00:00 PM,14.601,92.666,13.176
1866,04/09/24 04:15:00 PM,14.481,91.930,12.949
1867,04/09/24 04:30:00 PM,14.529,91.889,12.991
1868,04/09/24 04:45:00 PM,14.768,89.047,12.803
1869,04/09/24 05:00:00 PM,15.414,89.364,13.491
1870,04/09/24 05:15:00 PM,15.223,87.985,13.089
1871,04/09/24 05:30:00 PM,15.103,85.700,12.610
1872,04/09/24 05:45:00 PM,15.079,85.208,12.508
1873,04/09/24 06:00:00 PM,15.127,84.080,12.372
1874,04/09/24 06:15:00 PM,15.127,83.317,12.246
1875,04/09/24 06:30:00 PM,15.151,82.503,12.134
1876,04/09/24 06:45:00 PM,15.223,81.421,12.022
1877,04/09/24 07:00:00 PM,15.223,81.036,11.956
1878,04/09/24 07:15:00 PM,15.318,79.230,11.737
1879,04/09/24 07:30:00 PM,15.294,77.777,11.457
1880,04/09/24 07:45:00 PM,15.247,76.479,11.176
1881,04/09/24 08:00:00 PM,15.127,76.398,11.045
1882,04/09/24 08:15:00 PM,15.031,76.322,10.938
1883,04/09/24 08:30:00 PM,14.768,77.834,10.954
1884,04/09/24 08:45:00 PM,14.745,77.689,10.905
1885,04/09/24 09:00:00 PM,14.697,77.512,10.827
1886,04/09/24 09:15:00 PM,14.721,76.706,10.705
1887,04/09/24 09:30:00 PM,14.721,76.482,10.665
1888,04/09/24 09:45:00 PM,14.553,76.951,10.587
1889,04/09/24 10:00:00 PM,14.385,77.753,10.567
1890,04/09/24 10:15:00 PM,14.457,77.266,10.550
1891,04/09/24 10:30:00 PM,14.385,77.195,10.467
1892,04/09/24 10:45:00 PM,14.098,78.609,10.437
1893,04/09/24 11:00:00 PM,14.266,77.950,10.485
1894,04/09/24 11:15:00 PM,14.314,77.821,10.509
1895,04/09/24 11:30:00 PM,14.337,77.576,10.488
1896,04/09/24 11:45:00 PM,14.290,77.983,10.514
1897,04/10/24 12:00:00 AM,14.314,77.794,10.504
1898,04/10/24 12:15:00 AM,14.290,78.094,10.534
1899,04/10/24 12:30:00 AM,13.930,79.403,10.411
1900,04/10/24 12:45:00 AM,14.242,78.584,10.573
1901,04/10/24 01:00:00 AM,13.930,79.678,10.459
1902,04/10/24 01:15:00 AM,14.170,79.344,10.635
1903,04/10/24 01:30:00 AM,13.978,79.772,10.521
1904,04/10/24 01:45:00 AM,13.690,80.589,10.379
1905,04/10/24 02:00:00 AM,14.122,79.996,10.701
1906,04/10/24 02:15:00 AM,14.074,80.316,10.709
1907,04/10/24 02:30:00 AM,13.930,81.190,10.716
1908,04/10/24 02:45:00 AM,13.546,81.843,10.449
1909,04/10/24 03:00:00 AM,13.666,82.225,10.630
1910,04/10/24 03:15:00 AM,13.522,82.356,10.510
1911,04/10/24 03:30:00 AM,13.257,83.544,10.445
1912,04/10/24 03:45:00 AM,13.497,83.111,10.611
1913,04/10/24 04:00:00 AM,13.497,83.084,10.606
1914,04/10/24 04:15:00 AM,13.209,84.019,10.474
1915,04/10/24 04:30:00 AM,12.678,86.630,10.363
1916,04/10/24 04:45:00 AM,12.751,88.609,10.737
1917,04/10/24 05:00:00 AM,12.847,91.517,11.263
1918,04/10/24 05:15:00 AM,12.775,91.759,11.226
1919,04/10/24 05:30:00 AM,12.775,92.797,11.375
1920,04/10/24 05:45:00 AM,12.799,94.299,11.612
1921,04/10/24 06:00:00 AM,12.630,94.614,11.487
1922,04/10/24 06:15:00 AM,12.558,94.954,11.462
1923,04/10/24 06:30:00 AM,12.582,95.267,11.529
1924,04/10/24 06:45:00 AM,12.485,95.573,11.475
1925,04/10/24 07:00:00 AM,12.389,95.675,11.392
1926,04/10/24 07:15:00 AM,12.461,95.898,11.495
1927,04/10/24 07:30:00 AM,12.558,95.949,11.598
1928,04/10/24 07:45:00 AM,12.485,96.007,11.534
1929,04/10/24 08:00:00 AM,12.582,96.083,11.641
1930,04/10/24 08:15:00 AM,12.775,96.084,11.834
1931,04/10/24 08:30:00 AM,12.871,96.008,11.920
1932,04/10/24 08:45:00 AM,12.992,95.887,12.024
1933,04/10/24 09:00:00 AM,13.161,95.829,12.185
1934,04/10/24 09:15:00 AM,13.353,95.778,12.371
1935,04/10/24 09:30:00 AM,13.546,95.522,12.528
1936,04/10/24 09:45:00 AM,13.738,95.675,12.741
1937,04/10/24 10:00:00 AM,14.337,95.577,13.327
1938,04/10/24 10:15:00 AM,13.786,96.047,12.841
1939,04/10/24 10:30:00 AM,14.002,96.002,13.051
1940,04/10/24 10:45:00 AM,14.409,95.879,13.441
1941,04/10/24 11:00:00 AM,14.553,95.377,13.515
1942,04/10/24 11:15:00 AM,14.792,94.768,13.668
1943,04/10/24 11:30:00 AM,16.034,93.424,14.714
1944,04/10/24 11:45:00 AM,16.177,91.514,14.574
1945,04/10/24 12:00:00 PM,17.368,90.749,15.642
1946,04/10/24 12:15:00 PM,19.651,84.618,16.913
1947,04/10/24 12:30:00 PM,18.366,77.632,14.423
1948,04/10/24 12:45:00 PM,20.246,75.452,15.840
1949,04/10/24 01:00:00 PM,18.889,75.295,14.494
1950,04/10/24 01:15:00 PM,20.150,73.677,15.401
1951,04/10/24 01:30:00 PM,20.650,74.324,16.012
1952,04/10/24 01:45:00 PM,20.650,74.122,15.972
1953,04/10/24 02:00:00 PM,20.984,67.450,14.910
1954,04/10/24 02:15:00 PM,21.604,66.251,15.238
1955,04/10/24 02:30:00 PM,21.915,64.086,15.041
1956,04/10/24 02:45:00 PM,23.184,60.835,15.465
1957,04/10/24 03:00:00 PM,23.136,59.694,15.136
1958,04/10/24 03:15:00 PM,22.968,60.556,15.193
1959,04/10/24 03:30:00 PM,22.345,59.448,14.329
1960,04/10/24 03:45:00 PM,22.441,59.279,14.377
1961,04/10/24 04:00:00 PM,22.417,57.707,13.953
1962,04/10/24 04:15:00 PM,21.915,58.645,13.722
1963,04/10/24 04:30:00 PM,21.199,61.974,13.865
1964,04/10/24 04:45:00 PM,20.531,64.451,13.809
1965,04/10/24 05:00:00 PM,18.985,73.275,14.194
1966,04/10/24 05:15:00 PM,19.080,74.215,14.470
1967,04/10/24 05:30:00 PM,19.651,77.388,15.629
1968,04/10/24 05:45:00 PM,19.793,75.333,15.378
1969,04/10/24 06:00:00 PM,19.746,75.725,15.407
1970,04/10/24 06:15:00 PM,19.603,74.721,15.075
1971,04/10/24 06:30:00 PM,19.746,76.468,15.548
1972,04/10/24 06:45:00 PM,19.555,74.711,15.027
1973,04/10/24 07:00:00 PM,19.389,75.738,15.063
1974,04/10/24 07:15:00 PM,19.222,75.590,14.873
1975,04/10/24 07:30:00 PM,18.866,77.113,14.813
1976,04/10/24 07:45:00 PM,18.628,77.545,14.662
1977,04/10/24 08:00:00 PM,18.628,77.007,14.562
1978,04/10/24 08:15:00 PM,18.343,77.769,14.425
1979,04/10/24 08:30:00 PM,18.010,79.415,14.399
1980,04/10/24 08:45:00 PM,18.033,79.084,14.363
1981,04/10/24 09:00:00 PM,17.986,79.242,14.345
1982,04/10/24 09:15:00 PM,17.772,80.538,14.366
1983,04/10/24 09:30:00 PM,17.843,80.331,14.399
1984,04/10/24 09:45:00 PM,17.891,79.110,14.228
1985,04/10/24 10:00:00 PM,17.938,78.867,14.231
1986,04/10/24 10:15:00 PM,17.748,79.919,14.233
1987,04/10/24 10:30:00 PM,16.344,86.585,13.977
1988,04/10/24 10:45:00 PM,17.034,83.475,14.147
1989,04/10/24 11:00:00 PM,17.130,82.588,14.091
1990,04/10/24 11:15:00 PM,17.510,80.537,14.110
1991,04/10/24 11:30:00 PM,17.653,79.395,14.047
1992,04/10/24 11:45:00 PM,17.249,80.536,13.853
1993,04/11/24 12:00:00 AM,18.033,76.771,13.940
1994,04/11/24 12:15:00 AM,18.152,75.032,13.728
1995,04/11/24 12:30:00 AM,18.557,72.760,13.679
1996,04/11/24 12:45:00 AM,18.794,71.185,13.593
1997,04/11/24 01:00:00 AM,18.604,70.975,13.367
1998,04/11/24 01:15:00 AM,18.652,70.635,13.344
1999,04/11/24 01:30:00 AM,18.961,69.029,13.309
2000,04/11/24 01:45:00 AM,18.866,68.777,13.165
2001,04/11/24 02:00:00 AM,19.032,67.985,13.157
2002,04/11/24 02:15:00 AM,19.199,67.073,13.120
2003,04/11/24 02:30:00 AM,19.151,67.153,13.092
2004,04/11/24 02:45:00 AM,19.389,66.367,13.148
2005,04/11/24 03:00:00 AM,19.555,65.595,13.137
2006,04/11/24 03:15:00 AM,19.555,65.298,13.071
2007,04/11/24 03:30:00 AM,19.793,64.504,13.119
2008,04/11/24 03:45:00 AM,19.793,64.176,13.044
2009,04/11/24 04:00:00 AM,19.936,63.421,13.007
2010,04/11/24 04:15:00 AM,19.984,62.679,12.880
2011,04/11/24 04:30:00 AM,19.722,63.535,12.830
2012,04/11/24 04:45:00 AM,19.984,61.956,12.710
2013,04/11/24 05:00:00 AM,20.222,60.938,12.693
2014,04/11/24 05:15:00 AM,19.888,62.091,12.652
2015,04/11/24 05:30:00 AM,19.888,62.332,12.709
2016,04/11/24 05:45:00 AM,19.627,63.280,12.681
2017,04/11/24 06:00:00 AM,19.651,63.493,12.753
2018,04/11/24 06:15:00 AM,19.603,64.084,12.842
