"Plot Title: SL_G"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20061391, SEN S/N: 20061391, LBL: Temp)","RH, % (LGR S/N: 20061391, SEN S/N: 20061391, LBL: RH)","DewPt, °C (LGR S/N: 20061391, SEN S/N: 20061391)","Max: Temperature, °C (LGR S/N: 20061391)","Min: Temperature, °C (LGR S/N: 20061391)"
858,05/15/24 11:15:00 AM,18.271,92.038,16.736,18.271,18.271
859,05/15/24 11:30:00 AM,18.675,89.838,16.799,18.675,18.675
860,05/15/24 11:45:00 AM,18.604,89.040,16.603,18.604,18.604
861,05/15/24 12:00:00 PM,18.557,90.266,16.748,18.557,18.557
862,05/15/24 12:15:00 PM,18.937,87.847,16.742,18.937,18.937
863,05/15/24 12:30:00 PM,19.080,88.884,17.049,19.080,19.080
864,05/15/24 12:45:00 PM,19.793,85.422,17.189,19.793,19.793
865,05/15/24 01:00:00 PM,19.888,81.221,16.558,19.888,19.888
866,05/15/24 01:15:00 PM,20.031,81.756,16.793,20.031,20.031
867,05/15/24 01:30:00 PM,20.531,80.461,17.052,20.531,20.531
868,05/15/24 01:45:00 PM,20.698,78.913,16.932,20.698,20.698
869,05/15/24 02:00:00 PM,20.650,78.903,16.884,20.650,20.650
870,05/15/24 02:15:00 PM,20.603,82.944,17.562,20.603,20.603
871,05/15/24 02:30:00 PM,19.627,89.340,17.664,19.627,19.627
872,05/15/24 02:45:00 PM,21.199,79.614,17.550,21.199,21.199
873,05/15/24 03:00:00 PM,21.891,74.743,17.297,21.891,21.891
874,05/15/24 03:15:00 PM,21.748,76.618,17.523,21.748,21.748
875,05/15/24 03:30:00 PM,21.676,70.294,16.183,21.676,21.676
876,05/15/24 03:45:00 PM,19.484,86.941,17.136,19.484,19.484
877,05/15/24 04:00:00 PM,18.509,91.805,16.937,18.509,18.509
878,05/15/24 04:15:00 PM,18.533,93.958,17.285,18.533,18.533
879,05/15/24 04:30:00 PM,18.842,93.773,17.565,18.842,18.842
880,05/15/24 04:45:00 PM,19.199,93.281,17.847,19.199,19.199
881,05/15/24 05:00:00 PM,19.175,93.062,17.791,19.175,19.175
882,05/15/24 05:15:00 PM,19.341,93.794,18.067,19.341,19.341
883,05/15/24 05:30:00 PM,20.103,88.124,17.940,20.103,20.103
884,05/15/24 05:45:00 PM,20.412,84.929,17.716,20.412,20.412
885,05/15/24 06:00:00 PM,20.246,83.533,17.313,20.246,20.246
886,05/15/24 06:15:00 PM,19.460,91.667,17.863,19.460,19.460
887,05/15/24 06:30:00 PM,19.532,92.193,18.014,19.532,19.532
888,05/15/24 06:45:00 PM,19.793,90.110,17.951,19.793,19.793
889,05/15/24 07:00:00 PM,20.269,86.961,17.915,20.269,20.269
890,05/15/24 07:15:00 PM,19.436,92.169,17.916,19.436,19.436
891,05/15/24 07:30:00 PM,19.341,92.279,17.838,19.341,19.341
892,05/15/24 07:45:00 PM,19.032,93.530,17.719,19.032,19.032
893,05/15/24 08:00:00 PM,18.794,94.342,17.602,18.794,18.794
894,05/15/24 08:15:00 PM,18.533,95.011,17.440,18.533,18.533
895,05/15/24 08:30:00 PM,18.224,95.507,17.203,18.224,18.224
896,05/15/24 08:45:00 PM,17.891,95.237,16.831,17.891,17.891
897,05/15/24 09:00:00 PM,17.558,95.647,16.557,17.558,17.558
898,05/15/24 09:15:00 PM,17.296,95.891,16.330,17.296,17.296
899,05/15/24 09:30:00 PM,17.034,96.289,16.125,17.034,17.034
900,05/15/24 09:45:00 PM,16.892,96.562,16.021,16.892,16.892
901,05/15/24 10:00:00 PM,16.796,96.847,15.966,16.796,16.796
902,05/15/24 10:15:00 PM,16.606,97.106,15.811,16.606,16.606
903,05/15/24 10:30:00 PM,16.368,97.197,15.585,16.368,16.368
904,05/15/24 10:45:00 PM,16.177,97.352,15.416,16.177,16.177
905,05/15/24 11:00:00 PM,15.986,97.429,15.235,15.986,15.986
906,05/15/24 11:15:00 PM,15.915,97.590,15.186,15.915,15.915
907,05/15/24 11:30:00 PM,15.891,97.686,15.175,15.891,15.891
908,05/15/24 11:45:00 PM,15.891,97.839,15.196,15.891,15.891
909,05/16/24 12:00:00 AM,15.915,97.923,15.232,15.915,15.915
910,05/16/24 12:15:00 AM,15.843,97.903,15.157,15.843,15.843
911,05/16/24 12:30:00 AM,15.605,97.916,14.920,15.605,15.605
912,05/16/24 12:45:00 AM,15.461,97.928,14.778,15.461,15.461
913,05/16/24 01:00:00 AM,15.390,98.011,14.717,15.390,15.390
914,05/16/24 01:15:00 AM,15.485,98.139,14.830,15.485,15.485
915,05/16/24 01:30:00 AM,15.605,98.222,14.962,15.605,15.605
916,05/16/24 01:45:00 AM,15.676,98.293,15.043,15.676,15.676
917,05/16/24 02:00:00 AM,15.748,98.312,15.117,15.748,15.748
918,05/16/24 02:15:00 AM,15.843,98.338,15.217,15.843,15.843
919,05/16/24 02:30:00 AM,15.891,98.402,15.273,15.891,15.891
920,05/16/24 02:45:00 AM,15.915,98.409,15.298,15.915,15.915
921,05/16/24 03:00:00 AM,15.939,98.466,15.330,15.939,15.939
922,05/16/24 03:15:00 AM,15.986,98.479,15.380,15.986,15.986
923,05/16/24 03:30:00 AM,16.010,98.486,15.404,16.010,16.010
924,05/16/24 03:45:00 AM,16.034,98.543,15.436,16.034,16.034
925,05/16/24 04:00:00 AM,16.082,98.633,15.496,16.082,16.082
926,05/16/24 04:15:00 AM,16.082,98.684,15.503,16.082,16.082
927,05/16/24 04:30:00 AM,16.106,98.741,15.535,16.106,16.106
928,05/16/24 04:45:00 AM,16.129,98.773,15.563,16.129,16.129
929,05/16/24 05:00:00 AM,16.129,98.824,15.570,16.129,16.129
930,05/16/24 05:15:00 AM,16.129,98.875,15.577,16.129,16.129
931,05/16/24 05:30:00 AM,16.153,98.933,15.609,16.153,16.153
932,05/16/24 05:45:00 AM,16.129,98.952,15.588,16.129,16.129
933,05/16/24 06:00:00 AM,16.129,98.977,15.591,16.129,16.129
934,05/16/24 06:15:00 AM,16.177,99.041,15.648,16.177,16.177
935,05/16/24 06:30:00 AM,16.177,99.041,15.648,16.177,16.177
936,05/16/24 06:45:00 AM,16.201,99.099,15.679,16.201,16.201
937,05/16/24 07:00:00 AM,16.249,99.112,15.729,16.249,16.249
938,05/16/24 07:15:00 AM,16.320,99.131,15.803,16.320,16.320
939,05/16/24 07:30:00 AM,16.368,99.094,15.846,16.368,16.368
940,05/16/24 07:45:00 AM,16.511,99.133,15.995,16.511,16.511
941,05/16/24 08:00:00 AM,16.582,99.152,16.069,16.582,16.582
942,05/16/24 08:15:00 AM,16.701,99.134,16.187,16.701,16.701
943,05/16/24 08:30:00 AM,16.868,99.154,16.357,16.868,16.868
944,05/16/24 08:45:00 AM,17.130,99.123,16.615,17.130,17.130
945,05/16/24 09:00:00 AM,17.320,99.021,16.793,17.320,17.320
946,05/16/24 09:15:00 AM,17.653,98.881,17.108,17.653,17.653
947,05/16/24 09:30:00 AM,18.247,95.304,17.197,18.247,18.247
948,05/16/24 09:45:00 AM,18.604,92.653,17.161,18.604,18.604
949,05/16/24 10:00:00 AM,18.794,92.701,17.357,18.794,18.794
950,05/16/24 10:15:00 AM,19.222,89.810,17.337,19.222,19.222
951,05/16/24 10:30:00 AM,19.413,89.262,17.439,19.413,19.413
952,05/16/24 10:45:00 AM,19.555,87.504,17.298,19.555,19.555
953,05/16/24 11:00:00 AM,20.198,86.230,17.723,20.198,20.198
954,05/16/24 11:15:00 AM,20.079,86.642,17.674,20.079,20.079
955,05/16/24 11:30:00 AM,20.388,83.926,17.521,20.388,20.388
956,05/16/24 11:45:00 AM,20.746,84.894,18.038,20.746,20.746
957,05/16/24 12:00:00 PM,20.365,87.421,18.084,20.365,20.365
958,05/16/24 12:15:00 PM,21.485,76.392,17.224,21.485,21.485
959,05/16/24 12:30:00 PM,20.936,82.878,17.878,20.936,20.936
960,05/16/24 12:45:00 PM,20.650,85.674,18.076,20.650,20.650
961,05/16/24 01:00:00 PM,21.652,78.202,17.730,21.652,21.652
962,05/16/24 01:15:00 PM,21.103,80.809,17.674,21.103,21.103
963,05/16/24 01:30:00 PM,21.318,80.291,17.790,21.318,21.318
964,05/16/24 01:45:00 PM,22.633,77.689,18.588,22.633,22.633
965,05/16/24 02:00:00 PM,23.088,72.821,18.068,23.088,23.088
966,05/16/24 02:15:00 PM,22.633,78.291,18.703,22.633,22.633
967,05/16/24 02:30:00 PM,23.569,68.299,17.570,23.569,23.569
968,05/16/24 02:45:00 PM,23.593,67.737,17.468,23.593,23.593
969,05/16/24 03:00:00 PM,23.064,75.729,18.628,23.064,23.064
970,05/16/24 03:15:00 PM,23.617,69.231,17.819,23.617,23.617
971,05/16/24 03:30:00 PM,23.208,74.712,18.567,23.208,23.208
972,05/16/24 03:45:00 PM,24.195,67.874,18.075,24.195,24.195
973,05/16/24 04:00:00 PM,24.484,62.573,17.119,24.484,24.484
974,05/16/24 04:15:00 PM,23.930,72.836,18.883,23.930,23.930
975,05/16/24 04:30:00 PM,22.250,80.830,18.800,22.250,22.250
976,05/16/24 04:45:00 PM,22.393,82.273,19.201,22.393,22.393
977,05/16/24 05:00:00 PM,22.800,81.882,19.530,22.800,22.800
978,05/16/24 05:15:00 PM,22.944,79.927,19.313,22.944,22.944
979,05/16/24 05:30:00 PM,21.819,84.693,19.061,21.819,21.819
980,05/16/24 05:45:00 PM,21.652,85.017,18.952,21.652,21.652
981,05/16/24 06:00:00 PM,21.963,82.319,18.787,21.963,21.963
982,05/16/24 06:15:00 PM,22.034,82.476,18.885,22.034,22.034
983,05/16/24 06:30:00 PM,21.509,87.085,19.160,21.509,21.509
984,05/16/24 06:45:00 PM,21.223,87.238,18.902,21.223,21.223
985,05/16/24 07:00:00 PM,20.793,88.342,18.659,20.793,20.793
986,05/16/24 07:15:00 PM,20.412,89.340,18.442,20.412,20.412
987,05/16/24 07:30:00 PM,20.031,90.114,18.188,20.031,20.031
988,05/16/24 07:45:00 PM,19.793,91.402,18.153,19.793,19.793
989,05/16/24 08:00:00 PM,19.460,92.362,17.969,19.460,19.460
990,05/16/24 08:15:00 PM,19.199,93.068,17.815,19.199,19.199
991,05/16/24 08:30:00 PM,18.913,94.055,17.679,18.913,18.913
992,05/16/24 08:45:00 PM,18.604,94.504,17.436,18.604,18.604
993,05/16/24 09:00:00 PM,18.319,94.903,17.210,18.319,18.319
994,05/16/24 09:15:00 PM,18.081,95.261,17.025,18.081,18.081
995,05/16/24 09:30:00 PM,17.867,95.466,16.840,17.867,17.867
996,05/16/24 09:45:00 PM,17.677,95.730,16.688,17.677,17.677
997,05/16/24 10:00:00 PM,17.558,95.907,16.595,17.558,17.558
998,05/16/24 10:15:00 PM,17.368,95.961,16.412,17.368,17.368
999,05/16/24 10:30:00 PM,17.225,96.184,16.301,17.225,17.225
1000,05/16/24 10:45:00 PM,17.058,96.347,16.157,17.058,17.058
1001,05/16/24 11:00:00 PM,16.892,96.407,15.999,16.892,16.892
1002,05/16/24 11:15:00 PM,16.677,96.505,15.798,16.677,16.677
1003,05/16/24 11:30:00 PM,16.487,96.610,15.622,16.487,16.487
1004,05/16/24 11:45:00 PM,16.344,96.779,15.503,16.344,16.344
1005,05/17/24 12:00:00 AM,16.272,96.940,15.454,16.272,16.272
1006,05/17/24 12:15:00 AM,16.272,97.017,15.465,16.272,16.272
1007,05/17/24 12:30:00 AM,16.320,97.107,15.525,16.320,16.320
1008,05/17/24 12:45:00 AM,16.320,97.159,15.532,16.320,16.320
1009,05/17/24 01:00:00 AM,16.320,97.184,15.536,16.320,16.320
1010,05/17/24 01:15:00 AM,16.344,97.242,15.568,16.344,16.344
1011,05/17/24 01:30:00 AM,16.320,97.287,15.550,16.320,16.320
1012,05/17/24 01:45:00 AM,16.320,97.339,15.557,16.320,16.320
1013,05/17/24 02:00:00 AM,16.225,97.313,15.458,16.225,16.225
1014,05/17/24 02:15:00 AM,16.058,97.371,15.299,16.058,16.058
1015,05/17/24 02:30:00 AM,15.867,97.423,15.115,15.867,15.867
1016,05/17/24 02:45:00 AM,15.724,97.461,14.977,15.724,15.724
1017,05/17/24 03:00:00 AM,15.533,97.487,14.789,15.533,15.533
1018,05/17/24 03:15:00 AM,15.414,97.557,14.679,15.414,15.414
1019,05/17/24 03:30:00 AM,15.294,97.576,14.562,15.294,15.294
1020,05/17/24 03:45:00 AM,15.270,97.621,14.544,15.270,15.270
1021,05/17/24 04:00:00 AM,15.223,97.710,14.508,15.223,15.223
1022,05/17/24 04:15:00 AM,15.175,97.800,14.473,15.175,15.175
1023,05/17/24 04:30:00 AM,15.103,97.831,14.405,15.103,15.103
1024,05/17/24 04:45:00 AM,15.127,97.838,14.430,15.127,15.127
1025,05/17/24 05:00:00 AM,15.079,97.825,14.380,15.079,15.079
1026,05/17/24 05:15:00 AM,15.079,97.825,14.380,15.079,15.079
1027,05/17/24 05:30:00 AM,15.079,97.927,14.394,15.079,15.079
1028,05/17/24 05:45:00 AM,15.151,97.997,14.476,15.151,15.151
1029,05/17/24 06:00:00 AM,15.151,97.997,14.476,15.151,15.151
1030,05/17/24 06:15:00 AM,15.127,97.991,14.451,15.127,15.127
1031,05/17/24 06:30:00 AM,15.127,97.991,14.451,15.127,15.127
1032,05/17/24 06:45:00 AM,15.151,98.048,14.483,15.151,15.151
1033,05/17/24 07:00:00 AM,15.175,98.106,14.514,15.175,15.175
1034,05/17/24 07:15:00 AM,15.247,98.100,14.585,15.247,15.247
1035,05/17/24 07:30:00 AM,15.318,98.094,14.657,15.318,15.318
1036,05/17/24 07:45:00 AM,15.366,98.107,14.706,15.366,15.366
1037,05/17/24 08:00:00 AM,15.461,98.056,14.795,15.461,15.461
1038,05/17/24 08:15:00 AM,15.581,98.012,14.909,15.581,15.581
1039,05/17/24 08:30:00 AM,15.676,97.986,15.001,15.676,15.676
1040,05/17/24 08:45:00 AM,15.724,98.050,15.058,15.724,15.724
1041,05/17/24 09:00:00 AM,15.748,98.108,15.090,15.748,15.748
1042,05/17/24 09:15:00 AM,15.748,98.261,15.110,15.748,15.748
1043,05/17/24 09:30:00 AM,15.796,98.376,15.174,15.796,15.796
1044,05/17/24 09:45:00 AM,15.867,98.523,15.266,15.867,15.867
1045,05/17/24 10:00:00 AM,15.939,98.619,15.351,15.939,15.939
1046,05/17/24 10:15:00 AM,16.177,98.684,15.599,16.177,16.177
1047,05/17/24 10:30:00 AM,16.463,98.762,15.897,16.463,16.463
1048,05/17/24 10:45:00 AM,16.701,98.827,16.145,16.701,16.701
1049,05/17/24 11:00:00 AM,16.939,98.892,16.393,16.939,16.939
1050,05/17/24 11:15:00 AM,17.391,98.963,16.856,17.391,17.391
1051,05/17/24 11:30:00 AM,17.819,98.977,17.288,17.819,17.819
1052,05/17/24 11:45:00 AM,18.176,99.023,17.653,18.176,18.176
1053,05/17/24 12:00:00 PM,18.461,99.049,17.943,18.461,18.461
1054,05/17/24 12:15:00 PM,18.747,99.074,18.233,18.747,18.747
1055,05/17/24 12:30:00 PM,18.985,99.087,18.474,18.985,18.985
1056,05/17/24 12:45:00 PM,19.080,99.061,18.566,19.080,19.080
1057,05/17/24 01:00:00 PM,18.937,98.920,18.403,18.937,18.937
1058,05/17/24 01:15:00 PM,18.985,98.881,18.445,18.985,18.985
1059,05/17/24 01:30:00 PM,19.080,98.906,18.544,19.080,19.080
1060,05/17/24 01:45:00 PM,19.175,98.855,18.632,19.175,19.175
1061,05/17/24 02:00:00 PM,19.460,98.543,18.875,19.460,19.460
1062,05/17/24 02:15:00 PM,19.651,98.101,19.004,19.651,19.651
1063,05/17/24 02:30:00 PM,19.746,98.100,19.099,19.746,19.746
1064,05/17/24 02:45:00 PM,19.698,98.192,19.064,19.698,19.698
1065,05/17/24 03:00:00 PM,19.817,98.119,19.173,19.817,19.817
1066,05/17/24 03:15:00 PM,20.007,97.388,19.260,20.007,20.007
1067,05/17/24 03:30:00 PM,20.055,95.510,19.034,20.055,20.055
1068,05/17/24 03:45:00 PM,20.031,95.082,18.947,20.031,20.031
1069,05/17/24 04:00:00 PM,19.817,95.554,18.803,19.817,19.817
1070,05/17/24 04:15:00 PM,19.841,96.270,18.931,19.841,19.841
1071,05/17/24 04:30:00 PM,19.770,97.064,18.975,19.770,19.770
1072,05/17/24 04:45:00 PM,19.555,97.581,18.834,19.555,19.555
1073,05/17/24 05:00:00 PM,19.222,98.116,18.576,19.222,19.222
1074,05/17/24 05:15:00 PM,19.270,98.285,18.648,19.270,19.270
1075,05/17/24 05:30:00 PM,19.318,98.505,18.727,19.318,19.318
1076,05/17/24 05:45:00 PM,19.460,98.439,18.861,19.460,19.460
1077,05/17/24 06:00:00 PM,19.365,98.414,18.762,19.365,19.365
1078,05/17/24 06:15:00 PM,19.175,98.622,18.600,19.175,19.175
1079,05/17/24 06:30:00 PM,19.080,98.700,18.515,19.080,19.080
1080,05/17/24 06:45:00 PM,19.008,98.836,18.463,19.008,19.008
1081,05/17/24 07:00:00 PM,19.032,98.945,18.502,19.032,19.032
1082,05/17/24 07:15:00 PM,18.889,99.010,18.368,18.889,18.889
1083,05/17/24 07:30:00 PM,18.723,99.068,18.208,18.723,18.723
1084,05/17/24 07:45:00 PM,18.176,98.868,17.631,18.176,18.176
1085,05/17/24 08:00:00 PM,18.033,98.932,17.497,18.033,18.033
1086,05/17/24 08:15:00 PM,17.986,98.997,17.458,17.986,17.986
1087,05/17/24 08:30:00 PM,17.724,99.054,17.203,17.724,17.724
1088,05/17/24 08:45:00 PM,17.701,99.150,17.193,17.701,17.701
1089,05/17/24 09:00:00 PM,17.463,99.188,16.959,17.463,17.463
1090,05/17/24 09:15:00 PM,17.391,99.220,16.892,17.391,17.391
1091,05/17/24 09:30:00 PM,17.320,99.303,16.831,17.320,17.320
1092,05/17/24 09:45:00 PM,17.296,99.347,16.813,17.296,17.296
1093,05/17/24 10:00:00 PM,17.296,99.398,16.820,17.296,17.296
1094,05/17/24 10:15:00 PM,17.272,99.443,16.803,17.272,17.272
1095,05/17/24 10:30:00 PM,17.225,99.456,16.757,17.225,17.225
1096,05/17/24 10:45:00 PM,17.177,99.468,16.710,17.177,17.177
1097,05/17/24 11:00:00 PM,17.177,99.519,16.717,17.177,17.177
1098,05/17/24 11:15:00 PM,17.177,99.519,16.717,17.177,17.177
1099,05/17/24 11:30:00 PM,17.153,99.564,16.700,17.153,17.153
1100,05/17/24 11:45:00 PM,17.153,99.564,16.700,17.153,17.153
1101,05/18/24 12:00:00 AM,17.153,99.615,16.706,17.153,17.153
1102,05/18/24 12:15:00 AM,17.177,99.621,16.731,17.177,17.177
1103,05/18/24 12:30:00 AM,17.153,99.640,16.710,17.153,17.153
1104,05/18/24 12:45:00 AM,17.153,99.666,16.713,17.153,17.153
1105,05/18/24 01:00:00 AM,17.130,99.659,16.689,17.130,17.130
1106,05/18/24 01:15:00 AM,17.130,99.710,16.696,17.130,17.130
1107,05/18/24 01:30:00 AM,17.082,99.723,16.649,17.082,17.082
1108,05/18/24 01:45:00 AM,17.082,99.748,16.653,17.082,17.082
1109,05/18/24 02:00:00 AM,17.058,99.742,16.628,17.058,17.058
1110,05/18/24 02:15:00 AM,17.034,99.761,16.607,17.034,17.034
1111,05/18/24 02:30:00 AM,17.058,99.793,16.635,17.058,17.058
1112,05/18/24 02:45:00 AM,17.034,99.786,16.610,17.034,17.034
1113,05/18/24 03:00:00 AM,17.011,99.805,16.589,17.011,17.011
1114,05/18/24 03:15:00 AM,17.011,99.805,16.589,17.011,17.011
1115,05/18/24 03:30:00 AM,17.034,99.837,16.617,17.034,17.034
1116,05/18/24 03:45:00 AM,17.034,99.837,16.617,17.034,17.034
1117,05/18/24 04:00:00 AM,16.987,99.850,16.571,16.987,16.987
1118,05/18/24 04:15:00 AM,16.987,99.875,16.574,16.987,16.987
1119,05/18/24 04:30:00 AM,16.987,99.875,16.574,16.987,16.987
1120,05/18/24 04:45:00 AM,17.034,99.888,16.624,17.034,17.034
1121,05/18/24 05:00:00 AM,17.034,99.888,16.624,17.034,17.034
1122,05/18/24 05:15:00 AM,17.034,99.914,16.627,17.034,17.034
1123,05/18/24 05:30:00 AM,17.011,99.933,16.606,17.011,17.011
1124,05/18/24 05:45:00 AM,17.034,99.939,16.631,17.034,17.034
1125,05/18/24 06:00:00 AM,16.987,99.926,16.581,16.987,16.987
1126,05/18/24 06:15:00 AM,16.987,99.977,16.588,16.987,16.987
1127,05/18/24 06:30:00 AM,16.963,99.970,16.563,16.963,16.963
1128,05/18/24 06:45:00 AM,16.987,99.977,16.588,16.987,16.987
1129,05/18/24 07:00:00 AM,16.963,99.970,16.563,16.963,16.963
1130,05/18/24 07:15:00 AM,16.987,99.977,16.588,16.987,16.987
1131,05/18/24 07:30:00 AM,17.034,99.990,16.638,17.034,17.034
1132,05/18/24 07:45:00 AM,17.034,99.990,16.638,17.034,17.034
1133,05/18/24 08:00:00 AM,17.034,99.990,16.638,17.034,17.034
1134,05/18/24 08:15:00 AM,17.106,100.000,16.712,17.106,17.106
1135,05/18/24 08:30:00 AM,17.177,100.000,16.787,17.177,17.177
1136,05/18/24 08:45:00 AM,17.249,100.000,16.858,17.249,17.249
1137,05/18/24 09:00:00 AM,17.463,100.000,17.071,17.463,17.463
1138,05/18/24 09:15:00 AM,17.582,100.000,17.195,17.582,17.582
1139,05/18/24 09:30:00 AM,17.701,100.000,17.312,17.701,17.701
1140,05/18/24 09:45:00 AM,17.843,100.000,17.454,17.843,17.843
1141,05/18/24 10:00:00 AM,17.986,100.000,17.599,17.986,17.986
1142,05/18/24 10:15:00 AM,18.105,100.000,17.720,18.105,18.105
1143,05/18/24 10:30:00 AM,18.176,100.000,17.790,18.176,18.176
1144,05/18/24 10:45:00 AM,18.057,100.000,17.670,18.057,18.057
1145,05/18/24 11:00:00 AM,17.986,99.997,17.595,17.986,17.986
1146,05/18/24 11:15:00 AM,17.962,99.990,17.571,17.962,17.962
1147,05/18/24 11:30:00 AM,18.200,100.000,17.812,18.200,18.200
1148,05/18/24 11:45:00 AM,18.675,99.981,18.287,18.675,18.675
1149,05/18/24 12:00:00 PM,18.747,99.949,18.354,18.747,18.747
1150,05/18/24 12:15:00 PM,18.889,99.834,18.482,18.889,18.889
1151,05/18/24 12:30:00 PM,19.103,97.513,18.372,19.103,19.103
1152,05/18/24 12:45:00 PM,19.460,96.825,18.631,19.460,19.460
1153,05/18/24 01:00:00 PM,19.674,93.773,18.396,19.674,19.674
1154,05/18/24 01:15:00 PM,21.056,86.209,18.566,21.056,21.056
1155,05/18/24 01:30:00 PM,20.889,88.419,18.766,20.889,20.889
1156,05/18/24 01:45:00 PM,21.175,90.446,19.375,21.175,21.175
1157,05/18/24 02:00:00 PM,20.936,87.061,18.590,20.936,20.936
1158,05/18/24 02:15:00 PM,20.507,90.554,18.730,20.507,20.507
1159,05/18/24 02:30:00 PM,20.079,92.330,18.580,20.079,20.079
1160,05/18/24 02:45:00 PM,19.984,94.382,18.796,19.984,19.984
1161,05/18/24 03:00:00 PM,19.960,94.588,18.803,19.960,19.960
1162,05/18/24 03:15:00 PM,19.984,95.729,18.995,19.984,19.984
1163,05/18/24 03:30:00 PM,20.126,95.608,19.120,20.126,20.126
1164,05/18/24 03:45:00 PM,20.293,95.387,19.254,20.293,20.293
1165,05/18/24 04:00:00 PM,20.436,95.873,19.469,20.436,20.436
1166,05/18/24 04:15:00 PM,20.412,94.916,19.303,20.412,20.412
1167,05/18/24 04:30:00 PM,20.507,95.839,19.535,20.507,20.507
1168,05/18/24 04:45:00 PM,20.722,95.260,19.664,20.722,20.722
1169,05/18/24 05:00:00 PM,21.151,92.544,19.680,21.151,21.151
1170,05/18/24 05:15:00 PM,21.581,88.200,19.415,21.581,21.581
1171,05/18/24 05:30:00 PM,21.628,87.608,19.364,21.628,21.628
1172,05/18/24 05:45:00 PM,21.366,88.368,19.230,21.366,21.366
1173,05/18/24 06:00:00 PM,20.913,90.328,19.096,20.913,20.913
1174,05/18/24 06:15:00 PM,20.770,91.562,19.148,20.770,20.770
1175,05/18/24 06:30:00 PM,20.627,93.589,19.318,20.627,20.627
1176,05/18/24 06:45:00 PM,20.365,95.195,19.297,20.365,20.365
1177,05/18/24 07:00:00 PM,20.103,95.892,19.138,20.103,20.103
1178,05/18/24 07:15:00 PM,19.865,96.381,18.971,19.865,19.865
1179,05/18/24 07:30:00 PM,19.698,96.678,18.848,19.698,19.698
1180,05/18/24 07:45:00 PM,19.508,96.994,18.703,19.508,19.508
1181,05/18/24 08:00:00 PM,19.341,97.368,18.589,19.341,19.341
1182,05/18/24 08:15:00 PM,19.222,97.596,18.503,19.222,19.222
1183,05/18/24 08:30:00 PM,19.080,97.818,18.391,19.080,19.080
1184,05/18/24 08:45:00 PM,19.008,98.007,18.346,19.008,19.008
1185,05/18/24 09:00:00 PM,18.747,98.118,18.100,18.747,18.747
1186,05/18/24 09:15:00 PM,18.557,98.274,17.931,18.557,18.557
1187,05/18/24 09:30:00 PM,18.295,98.333,17.676,18.295,18.295
1188,05/18/24 09:45:00 PM,18.057,98.398,17.447,18.057,18.057
1189,05/18/24 10:00:00 PM,17.843,98.495,17.245,17.843,17.843
1190,05/18/24 10:15:00 PM,17.629,98.566,17.040,17.629,17.629
1191,05/18/24 10:30:00 PM,17.510,98.636,16.931,17.510,17.510
1192,05/18/24 10:45:00 PM,17.415,98.713,16.846,17.415,17.415
1193,05/18/24 11:00:00 PM,17.415,98.816,16.860,17.415,17.415
1194,05/18/24 11:15:00 PM,17.368,98.906,16.825,17.368,17.368
1195,05/18/24 11:30:00 PM,17.368,98.957,16.832,17.368,17.368
1196,05/18/24 11:45:00 PM,17.296,98.989,16.764,17.296,17.296
1197,05/19/24 12:00:00 AM,17.272,99.034,16.747,17.272,17.272
1198,05/19/24 12:15:00 AM,17.249,99.104,16.732,17.249,17.249
1199,05/19/24 12:30:00 AM,17.177,99.161,16.669,17.177,17.177
1200,05/19/24 12:45:00 AM,17.034,99.173,16.527,17.034,17.034
1201,05/19/24 01:00:00 AM,16.987,99.212,16.484,16.987,16.987
1202,05/19/24 01:15:00 AM,16.892,99.237,16.392,16.892,16.892
1203,05/19/24 01:30:00 AM,16.773,99.306,16.282,16.773,16.773
1204,05/19/24 01:45:00 AM,16.582,99.305,16.090,16.582,16.582
1205,05/19/24 02:00:00 AM,16.606,99.363,16.122,16.606,16.606
1206,05/19/24 02:15:00 AM,16.558,99.401,16.079,16.558,16.558
1207,05/19/24 02:30:00 AM,16.487,99.432,16.012,16.487,16.487
1208,05/19/24 02:45:00 AM,16.392,99.457,15.919,16.392,16.392
1209,05/19/24 03:00:00 AM,16.225,99.462,15.752,16.225,16.225
1210,05/19/24 03:15:00 AM,16.082,99.474,15.610,16.082,16.082
1211,05/19/24 03:30:00 AM,16.082,99.474,15.610,16.082,16.082
1212,05/19/24 03:45:00 AM,15.963,99.492,15.493,15.963,15.963
1213,05/19/24 04:00:00 AM,15.891,99.523,15.425,15.891,15.891
1214,05/19/24 04:15:00 AM,15.748,99.534,15.283,15.748,15.748
1215,05/19/24 04:30:00 AM,15.676,99.565,15.215,15.676,15.676
1216,05/19/24 04:45:00 AM,15.557,99.558,15.094,15.557,15.557
1217,05/19/24 05:00:00 AM,15.461,99.607,15.005,15.461,15.461
1218,05/19/24 05:15:00 AM,15.127,99.617,14.670,15.127,15.127
1219,05/19/24 05:30:00 AM,15.055,99.647,14.602,15.055,15.055
1220,05/19/24 05:45:00 AM,15.008,99.685,14.559,15.008,15.008
1221,05/19/24 06:00:00 AM,14.864,99.696,14.416,14.864,14.864
1222,05/19/24 06:15:00 AM,14.768,99.720,14.323,14.768,14.768
1223,05/19/24 06:30:00 AM,14.649,99.737,14.205,14.649,14.649
1224,05/19/24 06:45:00 AM,14.553,99.761,14.112,14.553,14.553
