"Plot Title: NL_G"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10342594, SEN S/N: 10342594, LBL: Temp (C))","RH, % (LGR S/N: 10342594, SEN S/N: 10342594, LBL: RH (%))","DewPt, °C (LGR S/N: 10342594, SEN S/N: 10342594)","Max: Temperature, °C (LGR S/N: 10342594)","Min: Temperature, °C (LGR S/N: 10342594)"
3016,06/05/24 11:46:43 AM,23.713,97.893,23.048,,
3017,06/05/24 12:00:00 PM,,,,24.195,24.195
3018,06/05/24 12:01:43 PM,24.195,97.143,23.419,,
3019,06/05/24 12:15:00 PM,,,,24.653,24.653
3020,06/05/24 12:16:43 PM,24.653,95.200,23.583,,
3021,06/05/24 12:30:00 PM,,,,24.629,24.629
3022,06/05/24 12:31:43 PM,24.629,93.167,23.242,,
3023,06/05/24 12:45:00 PM,,,,25.453,25.453
3024,06/05/24 12:46:43 PM,25.453,89.669,23.493,,
3025,06/05/24 01:00:00 PM,,,,24.895,24.895
3026,06/05/24 01:01:43 PM,24.895,92.335,23.374,,
3027,06/05/24 01:15:00 PM,,,,25.162,25.162
3028,06/05/24 01:16:43 PM,25.162,90.069,23.270,,
3029,06/05/24 01:30:00 PM,,,,25.089,25.089
3030,06/05/24 01:31:43 PM,25.089,88.531,22.942,,
3031,06/05/24 01:45:00 PM,,,,24.823,24.823
3032,06/05/24 01:46:43 PM,24.823,89.822,22.893,,
3033,06/05/24 02:00:00 PM,,,,24.895,24.895
3034,06/05/24 02:01:43 PM,24.895,89.039,22.835,,
3035,06/05/24 02:15:00 PM,,,,24.508,24.508
3036,06/05/24 02:16:43 PM,24.508,89.472,22.524,,
3037,06/05/24 02:30:00 PM,,,,24.919,24.919
3038,06/05/24 02:31:43 PM,24.919,85.927,22.329,,
3039,06/05/24 02:45:00 PM,,,,25.404,25.404
3040,06/05/24 02:46:43 PM,25.404,85.025,22.648,,
3041,06/05/24 03:00:00 PM,,,,24.871,24.871
3042,06/05/24 03:01:43 PM,24.871,87.813,22.605,,
3043,06/05/24 03:15:00 PM,,,,20.674,20.674
3044,06/05/24 03:16:43 PM,20.674,97.826,19.991,,
3045,06/05/24 03:30:00 PM,,,,21.032,21.032
3046,06/05/24 03:31:43 PM,21.032,99.330,20.565,,
3047,06/05/24 03:45:00 PM,,,,21.056,21.056
3048,06/05/24 03:46:43 PM,21.056,99.804,20.656,,
3049,06/05/24 04:00:00 PM,,,,21.366,21.366
3050,06/05/24 04:01:43 PM,21.366,100.000,21.012,,
3051,06/05/24 04:15:00 PM,,,,21.628,21.628
3052,06/05/24 04:16:43 PM,21.628,100.000,21.297,,
3053,06/05/24 04:30:00 PM,,,,21.724,21.724
3054,06/05/24 04:31:43 PM,21.724,100.000,21.393,,
3055,06/05/24 04:45:00 PM,,,,21.819,21.819
3056,06/05/24 04:46:43 PM,21.819,100.000,21.497,,
3057,06/05/24 05:00:00 PM,,,,22.011,22.011
3058,06/05/24 05:01:43 PM,22.011,100.000,21.696,,
3059,06/05/24 05:15:00 PM,,,,22.082,22.082
3060,06/05/24 05:16:43 PM,22.082,100.000,21.742,,
3061,06/05/24 05:30:00 PM,,,,22.202,22.202
3062,06/05/24 05:31:43 PM,22.202,100.000,21.841,,
3063,06/05/24 05:45:00 PM,,,,22.417,22.417
3064,06/05/24 05:46:43 PM,22.417,100.000,22.062,,
3065,06/05/24 06:00:00 PM,,,,22.729,22.729
3066,06/05/24 06:01:43 PM,22.729,99.945,22.358,,
3067,06/05/24 06:15:00 PM,,,,22.393,22.393
3068,06/05/24 06:16:43 PM,22.393,99.750,21.993,,
3069,06/05/24 06:30:00 PM,,,,22.250,22.250
3070,06/05/24 06:31:43 PM,22.250,99.372,21.794,,
3071,06/05/24 06:45:00 PM,,,,22.298,22.298
3072,06/05/24 06:46:43 PM,22.298,98.205,21.674,,
3073,06/05/24 07:00:00 PM,,,,22.298,22.298
3074,06/05/24 07:01:43 PM,22.298,98.152,21.667,,
3075,06/05/24 07:15:00 PM,,,,22.011,22.011
3076,06/05/24 07:16:43 PM,22.011,98.024,21.360,,
3077,06/05/24 07:30:00 PM,,,,21.843,21.843
3078,06/05/24 07:31:43 PM,21.843,98.452,21.254,,
3079,06/05/24 07:45:00 PM,,,,21.700,21.700
3080,06/05/24 07:46:43 PM,21.700,98.361,21.097,,
3081,06/05/24 08:00:00 PM,,,,21.509,21.509
3082,06/05/24 08:01:43 PM,21.509,98.885,20.981,,
3083,06/05/24 08:15:00 PM,,,,21.318,21.318
3084,06/05/24 08:16:43 PM,21.318,99.668,20.900,,
3085,06/05/24 08:30:00 PM,,,,21.175,21.175
3086,06/05/24 08:31:43 PM,21.175,100.000,20.816,,
3087,06/05/24 08:45:00 PM,,,,20.984,20.984
3088,06/05/24 08:46:43 PM,20.984,100.000,20.675,,
3089,06/05/24 09:00:00 PM,,,,20.770,20.770
3090,06/05/24 09:01:43 PM,20.770,100.000,20.501,,
3091,06/05/24 09:15:00 PM,,,,20.579,20.579
3092,06/05/24 09:16:43 PM,20.579,100.000,20.338,,
3093,06/05/24 09:30:00 PM,,,,20.436,20.436
3094,06/05/24 09:31:43 PM,20.436,100.000,20.210,,
3095,06/05/24 09:45:00 PM,,,,20.365,20.365
3096,06/05/24 09:46:43 PM,20.365,100.000,20.153,,
3097,06/05/24 10:00:00 PM,,,,20.341,20.341
3098,06/05/24 10:01:43 PM,20.341,100.000,20.146,,
3099,06/05/24 10:15:00 PM,,,,20.317,20.317
3100,06/05/24 10:16:43 PM,20.317,100.000,20.128,,
3101,06/05/24 10:30:00 PM,,,,20.269,20.269
3102,06/05/24 10:31:43 PM,20.269,100.000,20.092,,
3103,06/05/24 10:45:00 PM,,,,20.174,20.174
3104,06/05/24 10:46:43 PM,20.174,100.000,19.999,,
3105,06/05/24 11:00:00 PM,,,,20.126,20.126
3106,06/05/24 11:01:43 PM,20.126,100.000,19.957,,
3107,06/05/24 11:15:00 PM,,,,20.031,20.031
3108,06/05/24 11:16:43 PM,20.031,100.000,19.868,,
3109,06/05/24 11:30:00 PM,,,,19.960,19.960
3110,06/05/24 11:31:43 PM,19.960,100.000,19.803,,
3111,06/05/24 11:45:00 PM,,,,19.841,19.841
3112,06/05/24 11:46:43 PM,19.841,100.000,19.686,,
3113,06/06/24 12:00:00 AM,,,,19.793,19.793
3114,06/06/24 12:01:43 AM,19.793,100.000,19.643,,
3115,06/06/24 12:15:00 AM,,,,19.793,19.793
3116,06/06/24 12:16:43 AM,19.793,100.000,19.650,,
3117,06/06/24 12:30:00 AM,,,,19.817,19.817
3118,06/06/24 12:31:43 AM,19.817,100.000,19.682,,
3119,06/06/24 12:45:00 AM,,,,19.841,19.841
3120,06/06/24 12:46:43 AM,19.841,100.000,19.707,,
3121,06/06/24 01:00:00 AM,,,,19.888,19.888
3122,06/06/24 01:01:43 AM,19.888,100.000,19.757,,
3123,06/06/24 01:15:00 AM,,,,19.888,19.888
3124,06/06/24 01:16:43 AM,19.888,100.000,19.764,,
3125,06/06/24 01:30:00 AM,,,,19.841,19.841
3126,06/06/24 01:31:43 AM,19.841,100.000,19.714,,
3127,06/06/24 01:45:00 AM,,,,19.793,19.793
3128,06/06/24 01:46:43 AM,19.793,100.000,19.671,,
3129,06/06/24 02:00:00 AM,,,,19.722,19.722
3130,06/06/24 02:01:43 AM,19.722,100.000,19.603,,
3131,06/06/24 02:15:00 AM,,,,19.793,19.793
3132,06/06/24 02:16:43 AM,19.793,100.000,19.681,,
3133,06/06/24 02:30:00 AM,,,,19.817,19.817
3134,06/06/24 02:31:43 AM,19.817,100.000,19.706,,
3135,06/06/24 02:45:00 AM,,,,19.793,19.793
3136,06/06/24 02:46:43 AM,19.793,100.000,19.685,,
3137,06/06/24 03:00:00 AM,,,,19.698,19.698
3138,06/06/24 03:01:43 AM,19.698,100.000,19.592,,
3139,06/06/24 03:15:00 AM,,,,19.603,19.603
3140,06/06/24 03:16:43 AM,19.603,100.000,19.493,,
3141,06/06/24 03:30:00 AM,,,,19.508,19.508
3142,06/06/24 03:31:43 AM,19.508,100.000,19.403,,
3143,06/06/24 03:45:00 AM,,,,19.603,19.603
3144,06/06/24 03:46:43 AM,19.603,100.000,19.506,,
3145,06/06/24 04:00:00 AM,,,,19.460,19.460
3146,06/06/24 04:01:43 AM,19.460,100.000,19.360,,
3147,06/06/24 04:15:00 AM,,,,19.318,19.318
3148,06/06/24 04:16:43 AM,19.318,100.000,19.215,,
3149,06/06/24 04:30:00 AM,,,,19.413,19.413
3150,06/06/24 04:31:43 AM,19.413,100.000,19.321,,
3151,06/06/24 04:45:00 AM,,,,19.318,19.318
3152,06/06/24 04:46:43 AM,19.318,100.000,19.225,,
3153,06/06/24 05:00:00 AM,,,,19.365,19.365
3154,06/06/24 05:01:43 AM,19.365,100.000,19.271,,
3155,06/06/24 05:15:00 AM,,,,19.888,19.888
3156,06/06/24 05:16:43 AM,19.888,100.000,19.805,,
3157,06/06/24 05:30:00 AM,,,,20.031,20.031
3158,06/06/24 05:31:43 AM,20.031,100.000,19.948,,
3159,06/06/24 05:45:00 AM,,,,19.722,19.722
3160,06/06/24 05:46:43 AM,19.722,100.000,19.607,,
3161,06/06/24 06:00:00 AM,,,,19.746,19.746
3162,06/06/24 06:01:43 AM,19.746,100.000,19.628,,
3163,06/06/24 06:15:00 AM,,,,19.888,19.888
3164,06/06/24 06:16:43 AM,19.888,100.000,19.777,,
3165,06/06/24 06:30:00 AM,,,,19.817,19.817
3166,06/06/24 06:31:43 AM,19.817,100.000,19.703,,
3167,06/06/24 06:45:00 AM,,,,19.912,19.912
3168,06/06/24 06:46:43 AM,19.912,100.000,19.809,,
3169,06/06/24 07:00:00 AM,,,,20.031,20.031
3170,06/06/24 07:01:43 AM,20.031,100.000,19.934,,
3171,06/06/24 07:15:00 AM,,,,19.984,19.984
3172,06/06/24 07:16:43 AM,19.984,100.000,19.884,,
3173,06/06/24 07:30:00 AM,,,,20.055,20.055
3174,06/06/24 07:31:43 AM,20.055,100.000,19.959,,
3175,06/06/24 07:45:00 AM,,,,20.103,20.103
3176,06/06/24 07:46:43 AM,20.103,100.000,20.008,,
3177,06/06/24 08:00:00 AM,,,,20.222,20.222
3178,06/06/24 08:01:43 AM,20.222,100.000,20.133,,
3179,06/06/24 08:15:00 AM,,,,20.269,20.269
3180,06/06/24 08:16:43 AM,20.269,100.000,20.183,,
3181,06/06/24 08:30:00 AM,,,,20.388,20.388
3182,06/06/24 08:31:43 AM,20.388,100.000,20.307,,
3183,06/06/24 08:45:00 AM,,,,20.436,20.436
3184,06/06/24 08:46:43 AM,20.436,100.000,20.350,,
3185,06/06/24 09:00:00 AM,,,,20.531,20.531
3186,06/06/24 09:01:43 AM,20.531,100.000,20.453,,
3187,06/06/24 09:15:00 AM,,,,20.531,20.531
3188,06/06/24 09:16:43 AM,20.531,100.000,20.450,,
3189,06/06/24 09:30:00 AM,,,,20.627,20.627
3190,06/06/24 09:31:43 AM,20.627,100.000,20.543,,
3191,06/06/24 09:45:00 AM,,,,20.936,20.936
3192,06/06/24 09:46:43 AM,20.936,100.000,20.853,,
3193,06/06/24 10:00:00 AM,,,,21.318,21.318
3194,06/06/24 10:01:43 AM,21.318,100.000,21.231,,
3195,06/06/24 10:15:00 AM,,,,21.772,21.772
3196,06/06/24 10:16:43 AM,21.772,100.000,21.670,,
3197,06/06/24 10:30:00 AM,,,,21.867,21.867
3198,06/06/24 10:31:43 AM,21.867,100.000,21.724,,
3199,06/06/24 10:45:00 AM,,,,21.987,21.987
3200,06/06/24 10:46:43 AM,21.987,100.000,21.701,,
3201,06/06/24 11:00:00 AM,,,,22.178,22.178
3202,06/06/24 11:01:43 AM,22.178,99.849,21.790,,
3203,06/06/24 11:15:00 AM,,,,22.106,22.106
3204,06/06/24 11:16:43 AM,22.106,100.000,21.848,,
3205,06/06/24 11:30:00 AM,,,,22.417,22.417
3206,06/06/24 11:31:43 AM,22.417,99.861,22.033,,
3207,06/06/24 11:45:00 AM,,,,22.561,22.561
3208,06/06/24 11:46:43 AM,22.561,99.926,22.186,,
3209,06/06/24 12:00:00 PM,,,,22.872,22.872
3210,06/06/24 12:01:43 PM,22.872,97.778,22.188,,
3211,06/06/24 12:15:00 PM,,,,22.944,22.944
3212,06/06/24 12:16:43 PM,22.944,98.113,22.310,,
3213,06/06/24 12:30:00 PM,,,,23.280,23.280
3214,06/06/24 12:31:43 PM,23.280,94.153,22.051,,
3215,06/06/24 12:45:00 PM,,,,23.280,23.280
3216,06/06/24 12:46:43 PM,23.280,94.636,22.125,,
3217,06/06/24 01:00:00 PM,,,,23.472,23.472
3218,06/06/24 01:01:43 PM,23.472,91.822,21.877,,
3219,06/06/24 01:15:00 PM,,,,21.939,21.939
3220,06/06/24 01:16:43 PM,21.939,98.267,21.323,,
3221,06/06/24 01:30:00 PM,,,,23.280,23.280
3222,06/06/24 01:31:43 PM,23.280,97.356,22.535,,
3223,06/06/24 01:45:00 PM,,,,23.617,23.617
3224,06/06/24 01:46:43 PM,23.617,91.204,21.921,,
3225,06/06/24 02:00:00 PM,,,,24.944,24.944
3226,06/06/24 02:01:43 PM,24.944,87.468,22.618,,
3227,06/06/24 02:15:00 PM,,,,24.968,24.968
3228,06/06/24 02:16:43 PM,24.968,78.631,21.043,,
3229,06/06/24 02:30:00 PM,,,,25.380,25.380
3230,06/06/24 02:31:43 PM,25.380,74.144,20.554,,
3231,06/06/24 02:45:00 PM,,,,25.380,25.380
3232,06/06/24 02:46:43 PM,25.380,75.258,20.780,,
3233,06/06/24 03:00:00 PM,,,,25.453,25.453
3234,06/06/24 03:01:43 PM,25.453,77.254,21.248,,
3235,06/06/24 03:15:00 PM,,,,25.647,25.647
3236,06/06/24 03:16:43 PM,25.647,77.265,21.439,,
3237,06/06/24 03:30:00 PM,,,,25.768,25.768
3238,06/06/24 03:31:43 PM,25.768,78.189,21.738,,
3239,06/06/24 03:45:00 PM,,,,25.550,25.550
3240,06/06/24 03:46:43 PM,25.550,74.852,20.863,,
3241,06/06/24 04:00:00 PM,,,,25.744,25.744
3242,06/06/24 04:01:43 PM,25.744,71.228,20.294,,
3243,06/06/24 04:15:00 PM,,,,25.355,25.355
3244,06/06/24 04:16:43 PM,25.355,71.660,20.012,,
3245,06/06/24 04:30:00 PM,,,,25.939,25.939
3246,06/06/24 04:31:43 PM,25.939,68.875,19.968,,
3247,06/06/24 04:45:00 PM,,,,26.329,26.329
3248,06/06/24 04:46:43 PM,26.329,68.284,20.209,,
3249,06/06/24 05:00:00 PM,,,,25.890,25.890
3250,06/06/24 05:01:43 PM,25.890,67.513,19.615,,
3251,06/06/24 05:15:00 PM,,,,25.695,25.695
3252,06/06/24 05:16:43 PM,25.695,70.296,20.046,,
3253,06/06/24 05:30:00 PM,,,,25.331,25.331
3254,06/06/24 05:31:43 PM,25.331,68.166,19.228,,
3255,06/06/24 05:45:00 PM,,,,25.186,25.186
3256,06/06/24 05:46:43 PM,25.186,73.017,20.134,,
3257,06/06/24 06:00:00 PM,,,,24.774,24.774
3258,06/06/24 06:01:43 PM,24.774,69.740,19.041,,
3259,06/06/24 06:15:00 PM,,,,24.339,24.339
3260,06/06/24 06:16:43 PM,24.339,74.293,19.577,,
3261,06/06/24 06:30:00 PM,,,,24.122,24.122
3262,06/06/24 06:31:43 PM,24.122,78.686,20.230,,
3263,06/06/24 06:45:00 PM,,,,23.978,23.978
3264,06/06/24 06:46:43 PM,23.978,77.677,19.896,,
3265,06/06/24 07:00:00 PM,,,,23.521,23.521
3266,06/06/24 07:01:43 PM,23.521,82.802,20.401,,
3267,06/06/24 07:15:00 PM,,,,23.280,23.280
3268,06/06/24 07:16:43 PM,23.280,85.470,20.634,,
3269,06/06/24 07:30:00 PM,,,,22.824,22.824
3270,06/06/24 07:31:43 PM,22.824,84.529,20.022,,
3271,06/06/24 07:45:00 PM,,,,22.202,22.202
3272,06/06/24 07:46:43 PM,22.202,89.169,20.188,,
3273,06/06/24 08:00:00 PM,,,,21.795,21.795
3274,06/06/24 08:01:43 PM,21.795,90.733,20.037,,
3275,06/06/24 08:15:00 PM,,,,21.294,21.294
3276,06/06/24 08:16:43 PM,21.294,93.490,19.968,,
3277,06/06/24 08:30:00 PM,,,,20.960,20.960
3278,06/06/24 08:31:43 PM,20.960,94.526,19.792,,
3279,06/06/24 08:45:00 PM,,,,20.579,20.579
3280,06/06/24 08:46:43 PM,20.579,95.382,19.539,,
3281,06/06/24 09:00:00 PM,,,,20.174,20.174
3282,06/06/24 09:01:43 PM,20.174,95.910,19.212,,
3283,06/06/24 09:15:00 PM,,,,19.841,19.841
3284,06/06/24 09:16:43 PM,19.841,96.401,18.950,,
3285,06/06/24 09:30:00 PM,,,,19.508,19.508
3286,06/06/24 09:31:43 PM,19.508,97.386,18.759,,
3287,06/06/24 09:45:00 PM,,,,19.222,19.222
3288,06/06/24 09:46:43 PM,19.222,97.440,18.480,,
3289,06/06/24 10:00:00 PM,,,,18.913,18.913
3290,06/06/24 10:01:43 PM,18.913,97.930,18.240,,
3291,06/06/24 10:15:00 PM,,,,18.675,18.675
3292,06/06/24 10:16:43 PM,18.675,98.099,18.025,,
3293,06/06/24 10:30:00 PM,,,,18.461,18.461
3294,06/06/24 10:31:43 PM,18.461,98.430,17.857,,
3295,06/06/24 10:45:00 PM,,,,18.224,18.224
3296,06/06/24 10:46:43 PM,18.224,98.778,17.667,,
3297,06/06/24 11:00:00 PM,,,,18.081,18.081
3298,06/06/24 11:01:43 PM,18.081,98.842,17.532,,
3299,06/06/24 11:15:00 PM,,,,17.796,17.796
3300,06/06/24 11:16:43 PM,17.796,99.253,17.302,,
3301,06/06/24 11:30:00 PM,,,,17.677,17.677
3302,06/06/24 11:31:43 PM,17.677,99.400,17.203,,
3303,06/06/24 11:45:00 PM,,,,17.486,17.486
3304,06/06/24 11:46:43 PM,17.486,99.655,17.047,,
3305,06/07/24 12:00:00 AM,,,,17.368,17.368
3306,06/07/24 12:01:43 AM,17.368,99.776,16.944,,
3307,06/07/24 12:15:00 AM,,,,17.225,17.225
3308,06/07/24 12:16:43 AM,17.225,99.737,16.795,,
3309,06/07/24 12:30:00 AM,,,,17.034,17.034
3310,06/07/24 12:31:43 AM,17.034,99.786,16.610,,
3311,06/07/24 12:45:00 AM,,,,16.844,16.844
3312,06/07/24 12:46:43 AM,16.844,99.963,16.443,,
3313,06/07/24 01:00:00 AM,,,,16.701,16.701
3314,06/07/24 01:01:43 AM,16.701,100.000,16.314,,
3315,06/07/24 01:15:00 AM,,,,16.582,16.582
3316,06/07/24 01:16:43 AM,16.582,100.000,16.200,,
3317,06/07/24 01:30:00 AM,,,,16.511,16.511
3318,06/07/24 01:31:43 AM,16.511,100.000,16.146,,
3319,06/07/24 01:45:00 AM,,,,16.368,16.368
3320,06/07/24 01:46:43 AM,16.368,100.000,16.004,,
3321,06/07/24 02:00:00 AM,,,,16.296,16.296
3322,06/07/24 02:01:43 AM,16.296,100.000,15.943,,
3323,06/07/24 02:15:00 AM,,,,16.106,16.106
3324,06/07/24 02:16:43 AM,16.106,100.000,15.737,,
3325,06/07/24 02:30:00 AM,,,,15.963,15.963
3326,06/07/24 02:31:43 AM,15.963,100.000,15.602,,
3327,06/07/24 02:45:00 AM,,,,15.772,15.772
3328,06/07/24 02:46:43 AM,15.772,100.000,15.423,,
3329,06/07/24 03:00:00 AM,,,,15.700,15.700
3330,06/07/24 03:01:43 AM,15.700,100.000,15.358,,
3331,06/07/24 03:15:00 AM,,,,15.605,15.605
3332,06/07/24 03:16:43 AM,15.605,100.000,15.275,,
3333,06/07/24 03:30:00 AM,,,,15.461,15.461
3334,06/07/24 03:31:43 AM,15.461,100.000,15.136,,
3335,06/07/24 03:45:00 AM,,,,15.485,15.485
3336,06/07/24 03:46:43 AM,15.485,100.000,15.191,,
3337,06/07/24 04:00:00 AM,,,,15.366,15.366
3338,06/07/24 04:01:43 AM,15.366,100.000,15.093,,
3339,06/07/24 04:15:00 AM,,,,15.366,15.366
3340,06/07/24 04:16:43 AM,15.366,100.000,15.106,,
3341,06/07/24 04:30:00 AM,,,,15.366,15.366
3342,06/07/24 04:31:43 AM,15.366,100.000,15.112,,
3343,06/07/24 04:45:00 AM,,,,15.270,15.270
3344,06/07/24 04:46:43 AM,15.270,100.000,15.032,,
3345,06/07/24 05:00:00 AM,,,,15.151,15.151
3346,06/07/24 05:01:43 AM,15.151,100.000,14.927,,
3347,06/07/24 05:15:00 AM,,,,15.031,15.031
3348,06/07/24 05:16:43 AM,15.031,100.000,14.816,,
3349,06/07/24 05:30:00 AM,,,,14.888,14.888
3350,06/07/24 05:31:43 AM,14.888,100.000,14.679,,
3351,06/07/24 05:45:00 AM,,,,14.792,14.792
3352,06/07/24 05:46:43 AM,14.792,100.000,14.585,,
3353,06/07/24 06:00:00 AM,,,,14.840,14.840
3354,06/07/24 06:01:43 AM,14.840,100.000,14.648,,
3355,06/07/24 06:15:00 AM,,,,14.601,14.601
3356,06/07/24 06:16:43 AM,14.601,100.000,14.408,,
3357,06/07/24 06:30:00 AM,,,,14.505,14.505
3358,06/07/24 06:31:43 AM,14.505,100.000,14.324,,
3359,06/07/24 06:45:00 AM,,,,14.433,14.433
3360,06/07/24 06:46:43 AM,14.433,100.000,14.249,,
3361,06/07/24 07:00:00 AM,,,,14.314,14.314
3362,06/07/24 07:01:43 AM,14.314,100.000,14.137,,
3363,06/07/24 07:15:00 AM,,,,14.337,14.337
3364,06/07/24 07:16:43 AM,14.337,100.000,14.168,,
3365,06/07/24 07:30:00 AM,,,,14.457,14.457
3366,06/07/24 07:31:43 AM,14.457,100.000,14.297,,
3367,06/07/24 07:45:00 AM,,,,14.649,14.649
3368,06/07/24 07:46:43 AM,14.649,100.000,14.494,,
3369,06/07/24 08:00:00 AM,,,,14.840,14.840
3370,06/07/24 08:01:43 AM,14.840,100.000,14.687,,
3371,06/07/24 08:15:00 AM,,,,15.127,15.127
3372,06/07/24 08:16:43 AM,15.127,100.000,14.977,,
3373,06/07/24 08:30:00 AM,,,,15.652,15.652
3374,06/07/24 08:31:43 AM,15.652,100.000,15.510,,
3375,06/07/24 08:45:00 AM,,,,15.986,15.986
3376,06/07/24 08:46:43 AM,15.986,100.000,15.839,,
3377,06/07/24 09:00:00 AM,,,,16.701,16.701
3378,06/07/24 09:01:43 AM,16.701,100.000,16.480,,
3379,06/07/24 09:15:00 AM,,,,17.439,17.439
3380,06/07/24 09:16:43 AM,17.439,94.387,16.256,,
3381,06/07/24 09:30:00 AM,,,,18.224,18.224
3382,06/07/24 09:31:43 AM,18.224,89.970,16.372,,
3383,06/07/24 09:45:00 AM,,,,18.937,18.937
3384,06/07/24 09:46:43 AM,18.937,86.731,16.561,,
3385,06/07/24 10:00:00 AM,,,,19.722,19.722
3386,06/07/24 10:01:43 AM,19.722,76.663,15.562,,
3387,06/07/24 10:15:00 AM,,,,20.174,20.174
3388,06/07/24 10:16:43 AM,20.174,75.725,15.823,,
3389,06/07/24 10:30:00 AM,,,,20.579,20.579
3390,06/07/24 10:31:43 AM,20.579,73.123,15.705,,
3391,06/07/24 10:45:00 AM,,,,21.079,21.079
3392,06/07/24 10:46:43 AM,21.079,67.793,15.076,,
3393,06/07/24 11:00:00 AM,,,,21.270,21.270
3394,06/07/24 11:01:43 AM,21.270,68.035,15.311,,
3395,06/07/24 11:15:00 AM,,,,21.676,21.676
3396,06/07/24 11:16:43 AM,21.676,66.054,15.262,,
3397,06/07/24 11:30:00 AM,,,,21.891,21.891
3398,06/07/24 11:31:43 AM,21.891,63.871,14.968,,
3399,06/07/24 11:45:00 AM,,,,21.891,21.891
3400,06/07/24 11:46:43 AM,21.891,66.957,15.669,,
3401,06/07/24 12:00:00 PM,,,,22.633,22.633
3402,06/07/24 12:01:43 PM,22.633,58.141,14.267,,
3403,06/07/24 12:15:00 PM,,,,22.705,22.705
3404,06/07/24 12:16:43 PM,22.705,59.289,14.627,,
3405,06/07/24 12:30:00 PM,,,,22.657,22.657
3406,06/07/24 12:31:43 PM,22.657,61.726,15.185,,
3407,06/07/24 12:45:00 PM,,,,23.497,23.497
3408,06/07/24 12:46:43 PM,23.497,51.309,13.197,,
3409,06/07/24 01:00:00 PM,,,,22.968,22.968
3410,06/07/24 01:01:43 PM,22.968,55.436,13.868,,
3411,06/07/24 01:15:00 PM,,,,23.328,23.328
3412,06/07/24 01:16:43 PM,23.328,48.018,12.046,,
3413,06/07/24 01:30:00 PM,,,,23.593,23.593
3414,06/07/24 01:31:43 PM,23.593,50.500,13.046,,
3415,06/07/24 01:45:00 PM,,,,23.905,23.905
3416,06/07/24 01:46:43 PM,23.905,48.315,12.668,,
3417,06/07/24 02:00:00 PM,,,,23.689,23.689
3418,06/07/24 02:01:43 PM,23.689,49.751,12.910,,
3419,06/07/24 02:15:00 PM,,,,23.905,23.905
3420,06/07/24 02:16:43 PM,23.905,51.048,13.497,,
3421,06/07/24 02:30:00 PM,,,,24.315,24.315
3422,06/07/24 02:31:43 PM,24.315,49.069,13.278,,
3423,06/07/24 02:45:00 PM,,,,24.363,24.363
3424,06/07/24 02:46:43 PM,24.363,47.862,12.945,,
3425,06/07/24 03:00:00 PM,,,,24.267,24.267
3426,06/07/24 03:01:43 PM,24.267,46.342,12.369,,
3427,06/07/24 03:15:00 PM,,,,23.352,23.352
3428,06/07/24 03:16:43 PM,23.352,52.267,13.341,,
3429,06/07/24 03:30:00 PM,,,,23.521,23.521
3430,06/07/24 03:31:43 PM,23.521,52.322,13.513,,
3431,06/07/24 03:45:00 PM,,,,23.905,23.905
3432,06/07/24 03:46:43 PM,23.905,48.379,12.687,,
3433,06/07/24 04:00:00 PM,,,,24.146,24.146
3434,06/07/24 04:01:43 PM,24.146,45.136,11.861,,
3435,06/07/24 04:15:00 PM,,,,24.291,24.291
3436,06/07/24 04:16:43 PM,24.291,46.055,12.297,,
3437,06/07/24 04:30:00 PM,,,,24.363,24.363
3438,06/07/24 04:31:43 PM,24.363,45.484,12.175,,
3439,06/07/24 04:45:00 PM,,,,23.641,23.641
3440,06/07/24 04:46:43 PM,23.641,49.777,12.873,,
3441,06/07/24 05:00:00 PM,,,,24.243,24.243
3442,06/07/24 05:01:43 PM,24.243,46.660,12.450,,
3443,06/07/24 05:15:00 PM,,,,24.291,24.291
3444,06/07/24 05:16:43 PM,24.291,46.377,12.403,,
3445,06/07/24 05:30:00 PM,,,,23.256,23.256
3446,06/07/24 05:31:43 PM,23.256,53.165,13.508,,
3447,06/07/24 05:45:00 PM,,,,22.992,22.992
3448,06/07/24 05:46:43 PM,22.992,50.546,12.506,,
3449,06/07/24 06:00:00 PM,,,,22.992,22.992
3450,06/07/24 06:01:43 PM,22.992,50.736,12.562,,
3451,06/07/24 06:15:00 PM,,,,23.208,23.208
3452,06/07/24 06:16:43 PM,23.208,49.498,12.391,,
3453,06/07/24 06:30:00 PM,,,,22.920,22.920
3454,06/07/24 06:31:43 PM,22.920,51.767,12.797,,
3455,06/07/24 06:45:00 PM,,,,21.987,21.987
3456,06/07/24 06:46:43 PM,21.987,54.484,12.694,,
3457,06/07/24 07:00:00 PM,,,,21.199,21.199
3458,06/07/24 07:01:43 PM,21.199,69.587,15.575,,
3459,06/07/24 07:15:00 PM,,,,20.841,20.841
3460,06/07/24 07:16:43 PM,20.841,68.874,15.080,,
3461,06/07/24 07:30:00 PM,,,,20.293,20.293
3462,06/07/24 07:31:43 PM,20.293,71.731,15.149,,
3463,06/07/24 07:45:00 PM,,,,19.603,19.603
3464,06/07/24 07:46:43 PM,19.603,72.500,14.638,,
3465,06/07/24 08:00:00 PM,,,,19.151,19.151
3466,06/07/24 08:01:43 PM,19.151,75.404,14.768,,
3467,06/07/24 08:15:00 PM,,,,18.438,18.438
