...1,Timestamp,Air TempC,VPD,Vapor Pressure,Atmos Pressure,Solar,Wetness Level 1,Wetness Level 2,Air.TempC,Atmos.Pressure,Vapor.Pressure,Wetness.Level.1,Wetness.Level.2
NA,2024-05-17T14:30:00Z,NA,0.18,NA,NA,90.5,NA,NA,20.2,97.06,2.185,495,486
137,2024-05-17T14:45:00Z,20.3,0.19,2.182,97.04,95.9,478,483,NA,NA,NA,NA,NA
NA,2024-05-17T14:45:00Z,NA,0.19,NA,NA,95.9,NA,NA,20.3,97.04,2.182,478,483
138,2024-05-17T15:00:00Z,20.6,0.2,2.229,97.02,126.5,473,480,NA,NA,NA,NA,NA
NA,2024-05-17T15:00:00Z,NA,0.2,NA,NA,126.5,NA,NA,20.6,97.02,2.229,473,480
139,2024-05-17T15:15:00Z,20.5,0.22,2.19,97,87.9,472,477,NA,NA,NA,NA,NA
NA,2024-05-17T15:15:00Z,NA,0.22,NA,NA,87.9,NA,NA,20.5,97,2.19,472,477
140,2024-05-17T15:30:00Z,20.3,0.21,2.17,96.98,91.9,500,472,NA,NA,NA,NA,NA
NA,2024-05-17T15:30:00Z,NA,0.21,NA,NA,91.9,NA,NA,20.3,96.98,2.17,500,472
141,2024-05-17T15:45:00Z,20.3,0.21,2.167,96.97,79.8,581,463,NA,NA,NA,NA,NA
NA,2024-05-17T15:45:00Z,NA,0.21,NA,NA,79.8,NA,NA,20.3,96.97,2.167,581,463
142,2024-05-17T16:00:00Z,20.2,0.2,2.163,96.94,76.7,676,488,NA,NA,NA,NA,NA
NA,2024-05-17T16:00:00Z,NA,0.2,NA,NA,76.7,NA,NA,20.2,96.94,2.163,676,488
143,2024-05-17T16:15:00Z,20.2,0.17,2.191,96.93,103.8,773,487,NA,NA,NA,NA,NA
NA,2024-05-17T16:15:00Z,NA,0.17,NA,NA,103.8,NA,NA,20.2,96.93,2.191,773,487
144,2024-05-17T16:30:00Z,20.3,0.14,2.24,96.92,80.2,591,485,NA,NA,NA,NA,NA
NA,2024-05-17T16:30:00Z,NA,0.14,NA,NA,80.2,NA,NA,20.3,96.92,2.24,591,485
145,2024-05-17T16:45:00Z,20.1,0.14,2.209,96.94,29.7,535,483,NA,NA,NA,NA,NA
NA,2024-05-17T16:45:00Z,NA,0.14,NA,NA,29.7,NA,NA,20.1,96.94,2.209,535,483
146,2024-05-17T17:00:00Z,19.8,0.1,2.199,96.93,29.3,522,483,NA,NA,NA,NA,NA
NA,2024-05-17T17:00:00Z,NA,0.1,NA,NA,29.3,NA,NA,19.8,96.93,2.199,522,483
147,2024-05-17T17:15:00Z,19.8,0.08,2.23,96.94,41.2,560,482,NA,NA,NA,NA,NA
NA,2024-05-17T17:15:00Z,NA,0.08,NA,NA,41.2,NA,NA,19.8,96.94,2.23,560,482
148,2024-05-17T17:30:00Z,19.7,0.08,2.213,96.92,43.2,526,481,NA,NA,NA,NA,NA
NA,2024-05-17T17:30:00Z,NA,0.08,NA,NA,43.2,NA,NA,19.7,96.92,2.213,526,481
149,2024-05-17T17:45:00Z,19.6,0.09,2.186,96.9,43,512,479,NA,NA,NA,NA,NA
NA,2024-05-17T17:45:00Z,NA,0.09,NA,NA,43,NA,NA,19.6,96.9,2.186,512,479
150,2024-05-17T18:00:00Z,19.6,0.11,2.181,96.9,37.9,481,475,NA,NA,NA,NA,NA
NA,2024-05-17T18:00:00Z,NA,0.11,NA,NA,37.9,NA,NA,19.6,96.9,2.181,481,475
151,2024-05-17T18:15:00Z,19.6,0.13,2.156,96.91,15.6,472,471,NA,NA,NA,NA,NA
NA,2024-05-17T18:15:00Z,NA,0.13,NA,NA,15.6,NA,NA,19.6,96.91,2.156,472,471
152,2024-05-17T18:30:00Z,19.6,0.13,2.141,96.9,12.3,740,469,NA,NA,NA,NA,NA
NA,2024-05-17T18:30:00Z,NA,0.13,NA,NA,12.3,NA,NA,19.6,96.9,2.141,740,469
153,2024-05-17T18:45:00Z,19.4,0.12,2.138,96.89,24.7,953,492,NA,NA,NA,NA,NA
NA,2024-05-17T18:45:00Z,NA,0.12,NA,NA,24.7,NA,NA,19.4,96.89,2.138,953,492
154,2024-05-17T19:00:00Z,19.2,0.09,2.134,96.88,16.5,903,493,NA,NA,NA,NA,NA
NA,2024-05-17T19:00:00Z,NA,0.09,NA,NA,16.5,NA,NA,19.2,96.88,2.134,903,493
155,2024-05-17T19:15:00Z,19,0.07,2.129,96.88,6.2,946,500,NA,NA,NA,NA,NA
NA,2024-05-17T19:15:00Z,NA,0.07,NA,NA,6.2,NA,NA,19,96.88,2.129,946,500
156,2024-05-17T19:30:00Z,18.9,0.05,2.124,96.88,7.1,730,503,NA,NA,NA,NA,NA
NA,2024-05-17T19:30:00Z,NA,0.05,NA,NA,7.1,NA,NA,18.9,96.88,2.124,730,503
157,2024-05-17T19:45:00Z,18.6,0.04,2.101,96.9,2.6,967,513,NA,NA,NA,NA,NA
NA,2024-05-17T19:45:00Z,NA,0.04,NA,NA,2.6,NA,NA,18.6,96.9,2.101,967,513
158,2024-05-17T20:00:00Z,18.3,0.04,2.066,96.91,2,974,525,NA,NA,NA,NA,NA
NA,2024-05-17T20:00:00Z,NA,0.04,NA,NA,2,NA,NA,18.3,96.91,2.066,974,525
159,2024-05-17T20:15:00Z,18,0.03,2.028,96.91,0,835,529,NA,NA,NA,NA,NA
NA,2024-05-17T20:15:00Z,NA,0.03,NA,NA,0,NA,NA,18,96.91,2.028,835,529
160,2024-05-17T20:30:00Z,17.5,0.03,1.971,96.9,0,627,524,NA,NA,NA,NA,NA
NA,2024-05-17T20:30:00Z,NA,0.03,NA,NA,0,NA,NA,17.5,96.9,1.971,627,524
161,2024-05-17T20:45:00Z,17.3,0.04,1.942,96.92,0,617,518,NA,NA,NA,NA,NA
NA,2024-05-17T20:45:00Z,NA,0.04,NA,NA,0,NA,NA,17.3,96.92,1.942,617,518
162,2024-05-17T21:00:00Z,17.1,0.03,1.919,96.91,0,568,509,NA,NA,NA,NA,NA
NA,2024-05-17T21:00:00Z,NA,0.03,NA,NA,0,NA,NA,17.1,96.91,1.919,568,509
163,2024-05-17T21:15:00Z,17.1,0.03,1.915,96.91,0,549,508,NA,NA,NA,NA,NA
NA,2024-05-17T21:15:00Z,NA,0.03,NA,NA,0,NA,NA,17.1,96.91,1.915,549,508
164,2024-05-17T21:30:00Z,17,0.03,1.908,96.92,0,539,506,NA,NA,NA,NA,NA
NA,2024-05-17T21:30:00Z,NA,0.03,NA,NA,0,NA,NA,17,96.92,1.908,539,506
165,2024-05-17T21:45:00Z,16.9,0.03,1.899,96.93,0,618,508,NA,NA,NA,NA,NA
NA,2024-05-17T21:45:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,96.93,1.899,618,508
166,2024-05-17T22:00:00Z,16.9,0.03,1.897,96.94,0,576,510,NA,NA,NA,NA,NA
NA,2024-05-17T22:00:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,96.94,1.897,576,510
167,2024-05-17T22:15:00Z,16.9,0.03,1.894,96.96,0,644,513,NA,NA,NA,NA,NA
NA,2024-05-17T22:15:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,96.96,1.894,644,513
168,2024-05-17T22:30:00Z,16.9,0.03,1.894,96.98,0,591,514,NA,NA,NA,NA,NA
NA,2024-05-17T22:30:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,96.98,1.894,591,514
169,2024-05-17T22:45:00Z,16.8,0.03,1.889,97,0,573,515,NA,NA,NA,NA,NA
NA,2024-05-17T22:45:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,97,1.889,573,515
170,2024-05-17T23:00:00Z,16.8,0.03,1.89,97,0,735,519,NA,NA,NA,NA,NA
NA,2024-05-17T23:00:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,97,1.89,735,519
171,2024-05-17T23:15:00Z,16.9,0.03,1.892,97.01,0,804,524,NA,NA,NA,NA,NA
NA,2024-05-17T23:15:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,97.01,1.892,804,524
172,2024-05-17T23:30:00Z,16.8,0.03,1.891,97,0,638,526,NA,NA,NA,NA,NA
NA,2024-05-17T23:30:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,97,1.891,638,526
173,2024-05-17T23:45:00Z,16.8,0.03,1.887,97,0,592,525,NA,NA,NA,NA,NA
NA,2024-05-17T23:45:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,97,1.887,592,525
174,2024-05-18T00:00:00Z,16.8,0.03,1.887,97,0,567,524,NA,NA,NA,NA,NA
NA,2024-05-18T00:00:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,97,1.887,567,524
175,2024-05-18T00:15:00Z,16.8,0.03,1.887,97,0,676,524,NA,NA,NA,NA,NA
NA,2024-05-18T00:15:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,97,1.887,676,524
176,2024-05-18T00:30:00Z,16.8,0.03,1.889,97,0,708,521,NA,NA,NA,NA,NA
NA,2024-05-18T00:30:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,97,1.889,708,521
177,2024-05-18T00:45:00Z,16.8,0.03,1.889,96.98,0,633,524,NA,NA,NA,NA,NA
NA,2024-05-18T00:45:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.98,1.889,633,524
178,2024-05-18T01:00:00Z,16.8,0.03,1.887,96.96,0,701,518,NA,NA,NA,NA,NA
NA,2024-05-18T01:00:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.96,1.887,701,518
179,2024-05-18T01:15:00Z,16.8,0.02,1.886,96.96,0,610,520,NA,NA,NA,NA,NA
NA,2024-05-18T01:15:00Z,NA,0.02,NA,NA,0,NA,NA,16.8,96.96,1.886,610,520
180,2024-05-18T01:30:00Z,16.8,0.03,1.883,96.95,0,579,521,NA,NA,NA,NA,NA
NA,2024-05-18T01:30:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.95,1.883,579,521
181,2024-05-18T01:45:00Z,16.8,0.02,1.881,96.95,0,577,522,NA,NA,NA,NA,NA
NA,2024-05-18T01:45:00Z,NA,0.02,NA,NA,0,NA,NA,16.8,96.95,1.881,577,522
182,2024-05-18T02:00:00Z,16.8,0.03,1.88,96.95,0,878,531,NA,NA,NA,NA,NA
NA,2024-05-18T02:00:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.95,1.88,878,531
183,2024-05-18T02:15:00Z,16.8,0.03,1.882,96.93,0,1023,539,NA,NA,NA,NA,NA
NA,2024-05-18T02:15:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.93,1.882,1023,539
184,2024-05-18T02:30:00Z,16.8,0.02,1.882,96.92,0,721,535,NA,NA,NA,NA,NA
NA,2024-05-18T02:30:00Z,NA,0.02,NA,NA,0,NA,NA,16.8,96.92,1.882,721,535
185,2024-05-18T02:45:00Z,16.8,0.03,1.88,96.92,0,835,535,NA,NA,NA,NA,NA
NA,2024-05-18T02:45:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.92,1.88,835,535
186,2024-05-18T03:00:00Z,16.7,0.02,1.88,96.92,0,695,530,NA,NA,NA,NA,NA
NA,2024-05-18T03:00:00Z,NA,0.02,NA,NA,0,NA,NA,16.7,96.92,1.88,695,530
187,2024-05-18T03:15:00Z,16.8,0.03,1.882,96.93,0,657,531,NA,NA,NA,NA,NA
NA,2024-05-18T03:15:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.93,1.882,657,531
188,2024-05-18T03:30:00Z,16.8,0.03,1.884,96.93,0,1002,536,NA,NA,NA,NA,NA
NA,2024-05-18T03:30:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.93,1.884,1002,536
189,2024-05-18T03:45:00Z,16.8,0.03,1.887,96.94,0,735,535,NA,NA,NA,NA,NA
NA,2024-05-18T03:45:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.94,1.887,735,535
190,2024-05-18T04:00:00Z,16.8,0.03,1.89,96.93,0,670,531,NA,NA,NA,NA,NA
NA,2024-05-18T04:00:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.93,1.89,670,531
191,2024-05-18T04:15:00Z,16.8,0.03,1.887,96.92,0,606,531,NA,NA,NA,NA,NA
NA,2024-05-18T04:15:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.92,1.887,606,531
192,2024-05-18T04:30:00Z,16.8,0.03,1.888,96.94,0,823,534,NA,NA,NA,NA,NA
NA,2024-05-18T04:30:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.94,1.888,823,534
193,2024-05-18T04:45:00Z,16.9,0.03,1.894,96.96,0,654,537,NA,NA,NA,NA,NA
NA,2024-05-18T04:45:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,96.96,1.894,654,537
194,2024-05-18T05:00:00Z,16.8,0.03,1.891,96.98,0,809,541,NA,NA,NA,NA,NA
NA,2024-05-18T05:00:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.98,1.891,809,541
195,2024-05-18T05:15:00Z,16.8,0.03,1.891,96.99,0,964,556,NA,NA,NA,NA,NA
NA,2024-05-18T05:15:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.99,1.891,964,556
196,2024-05-18T05:30:00Z,16.9,0.03,1.892,96.98,0,845,563,NA,NA,NA,NA,NA
NA,2024-05-18T05:30:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,96.98,1.892,845,563
197,2024-05-18T05:45:00Z,16.8,0.03,1.89,96.98,0,685,559,NA,NA,NA,NA,NA
NA,2024-05-18T05:45:00Z,NA,0.03,NA,NA,0,NA,NA,16.8,96.98,1.89,685,559
198,2024-05-18T06:00:00Z,16.9,0.03,1.894,96.99,0,613,555,NA,NA,NA,NA,NA
NA,2024-05-18T06:00:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,96.99,1.894,613,555
199,2024-05-18T06:15:00Z,16.9,0.03,1.895,97,0,630,552,NA,NA,NA,NA,NA
NA,2024-05-18T06:15:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,97,1.895,630,552
200,2024-05-18T06:30:00Z,16.9,0.03,1.894,97.01,0,583,552,NA,NA,NA,NA,NA
NA,2024-05-18T06:30:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,97.01,1.894,583,552
201,2024-05-18T06:45:00Z,16.9,0.03,1.899,97.01,2,662,556,NA,NA,NA,NA,NA
NA,2024-05-18T06:45:00Z,NA,0.03,NA,NA,2,NA,NA,16.9,97.01,1.899,662,556
202,2024-05-18T07:00:00Z,16.9,0.03,1.9,97.02,0,650,552,NA,NA,NA,NA,NA
NA,2024-05-18T07:00:00Z,NA,0.03,NA,NA,0,NA,NA,16.9,97.02,1.9,650,552
203,2024-05-18T07:15:00Z,17,0.03,1.903,97.05,7.3,600,553,NA,NA,NA,NA,NA
NA,2024-05-18T07:15:00Z,NA,0.03,NA,NA,7.3,NA,NA,17,97.05,1.903,600,553
204,2024-05-18T07:30:00Z,17,0.03,1.907,97.07,7,600,553,NA,NA,NA,NA,NA
NA,2024-05-18T07:30:00Z,NA,0.03,NA,NA,7,NA,NA,17,97.07,1.907,600,553
205,2024-05-18T07:45:00Z,17,0.03,1.911,97.08,9.3,612,554,NA,NA,NA,NA,NA
NA,2024-05-18T07:45:00Z,NA,0.03,NA,NA,9.3,NA,NA,17,97.08,1.911,612,554
206,2024-05-18T08:00:00Z,17.1,0.03,1.917,97.11,14.6,626,552,NA,NA,NA,NA,NA
NA,2024-05-18T08:00:00Z,NA,0.03,NA,NA,14.6,NA,NA,17.1,97.11,1.917,626,552
207,2024-05-18T08:15:00Z,17.2,0.03,1.934,97.12,24.2,575,549,NA,NA,NA,NA,NA
NA,2024-05-18T08:15:00Z,NA,0.03,NA,NA,24.2,NA,NA,17.2,97.12,1.934,575,549
208,2024-05-18T08:30:00Z,17.2,0.03,1.939,97.12,26.2,696,547,NA,NA,NA,NA,NA
NA,2024-05-18T08:30:00Z,NA,0.03,NA,NA,26.2,NA,NA,17.2,97.12,1.939,696,547
209,2024-05-18T08:45:00Z,17.3,0.03,1.947,97.13,30.9,590,539,NA,NA,NA,NA,NA
NA,2024-05-18T08:45:00Z,NA,0.03,NA,NA,30.9,NA,NA,17.3,97.13,1.947,590,539
210,2024-05-18T09:00:00Z,17.4,0.03,1.964,97.13,62.3,536,535,NA,NA,NA,NA,NA
NA,2024-05-18T09:00:00Z,NA,0.03,NA,NA,62.3,NA,NA,17.4,97.13,1.964,536,535
211,2024-05-18T09:15:00Z,17.6,0.03,1.988,97.14,41,636,534,NA,NA,NA,NA,NA
NA,2024-05-18T09:15:00Z,NA,0.03,NA,NA,41,NA,NA,17.6,97.14,1.988,636,534
212,2024-05-18T09:30:00Z,17.5,0.03,1.972,97.13,31.5,507,534,NA,NA,NA,NA,NA
NA,2024-05-18T09:30:00Z,NA,0.03,NA,NA,31.5,NA,NA,17.5,97.13,1.972,507,534
213,2024-05-18T09:45:00Z,17.7,0.03,1.994,97.13,70.3,474,532,NA,NA,NA,NA,NA
NA,2024-05-18T09:45:00Z,NA,0.03,NA,NA,70.3,NA,NA,17.7,97.13,1.994,474,532
214,2024-05-18T10:00:00Z,17.9,0.03,2.026,97.15,75.3,466,531,NA,NA,NA,NA,NA
NA,2024-05-18T10:00:00Z,NA,0.03,NA,NA,75.3,NA,NA,17.9,97.15,2.026,466,531
215,2024-05-18T10:15:00Z,18.1,0.03,2.051,97.16,64.8,464,530,NA,NA,NA,NA,NA
NA,2024-05-18T10:15:00Z,NA,0.03,NA,NA,64.8,NA,NA,18.1,97.16,2.051,464,530
216,2024-05-18T10:30:00Z,18.1,0.03,2.051,97.14,65.4,464,529,NA,NA,NA,NA,NA
NA,2024-05-18T10:30:00Z,NA,0.03,NA,NA,65.4,NA,NA,18.1,97.14,2.051,464,529
217,2024-05-18T10:45:00Z,18.2,0.03,2.066,97.13,61.3,520,531,NA,NA,NA,NA,NA
NA,2024-05-18T10:45:00Z,NA,0.03,NA,NA,61.3,NA,NA,18.2,97.13,2.066,520,531
218,2024-05-18T11:00:00Z,18.1,0.04,2.036,97.13,44.3,510,527,NA,NA,NA,NA,NA
NA,2024-05-18T11:00:00Z,NA,0.04,NA,NA,44.3,NA,NA,18.1,97.13,2.036,510,527
219,2024-05-18T11:15:00Z,18,0.05,2.016,97.14,50.4,497,524,NA,NA,NA,NA,NA
NA,2024-05-18T11:15:00Z,NA,0.05,NA,NA,50.4,NA,NA,18,97.14,2.016,497,524
220,2024-05-18T11:30:00Z,18.3,0.07,2.031,97.15,104.4,479,517,NA,NA,NA,NA,NA
NA,2024-05-18T11:30:00Z,NA,0.07,NA,NA,104.4,NA,NA,18.3,97.15,2.031,479,517
221,2024-05-18T11:45:00Z,19.1,0.13,2.076,97.18,165.3,459,509,NA,NA,NA,NA,NA
NA,2024-05-18T11:45:00Z,NA,0.13,NA,NA,165.3,NA,NA,19.1,97.18,2.076,459,509
222,2024-05-18T12:00:00Z,19.1,0.16,2.048,97.19,96.9,459,504,NA,NA,NA,NA,NA
NA,2024-05-18T12:00:00Z,NA,0.16,NA,NA,96.9,NA,NA,19.1,97.19,2.048,459,504
223,2024-05-18T12:15:00Z,19.3,0.17,2.067,97.17,125.1,456,495,NA,NA,NA,NA,NA
NA,2024-05-18T12:15:00Z,NA,0.17,NA,NA,125.1,NA,NA,19.3,97.17,2.067,456,495
224,2024-05-18T12:30:00Z,19.4,0.21,2.045,97.15,119.4,456,490,NA,NA,NA,NA,NA
NA,2024-05-18T12:30:00Z,NA,0.21,NA,NA,119.4,NA,NA,19.4,97.15,2.045,456,490
225,2024-05-18T12:45:00Z,19.8,0.23,2.073,97.12,167.7,454,468,NA,NA,NA,NA,NA
NA,2024-05-18T12:45:00Z,NA,0.23,NA,NA,167.7,NA,NA,19.8,97.12,2.073,454,468
226,2024-05-18T13:00:00Z,20.5,0.27,2.137,97.13,204.7,449,454,NA,NA,NA,NA,NA
NA,2024-05-18T13:00:00Z,NA,0.27,NA,NA,204.7,NA,NA,20.5,97.13,2.137,449,454
227,2024-05-18T13:15:00Z,21,0.4,2.089,97.12,258.7,443,448,NA,NA,NA,NA,NA
NA,2024-05-18T13:15:00Z,NA,0.4,NA,NA,258.7,NA,NA,21,97.12,2.089,443,448
228,2024-05-18T13:30:00Z,21.8,0.5,2.106,97.11,698.5,436,447,NA,NA,NA,NA,NA
NA,2024-05-18T13:30:00Z,NA,0.5,NA,NA,698.5,NA,NA,21.8,97.11,2.106,436,447
229,2024-05-18T13:45:00Z,22.4,0.58,2.12,97.08,451.2,440,447,NA,NA,NA,NA,NA
NA,2024-05-18T13:45:00Z,NA,0.58,NA,NA,451.2,NA,NA,22.4,97.08,2.12,440,447
230,2024-05-18T14:00:00Z,21.8,0.56,2.057,97.07,195.9,441,447,NA,NA,NA,NA,NA
NA,2024-05-18T14:00:00Z,NA,0.56,NA,NA,195.9,NA,NA,21.8,97.07,2.057,441,447
231,2024-05-18T14:15:00Z,21.7,0.56,2.026,97.09,101.1,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T14:15:00Z,NA,0.56,NA,NA,101.1,NA,NA,21.7,97.09,2.026,442,447
232,2024-05-18T14:30:00Z,21.2,0.49,2.024,97.1,69.6,442,448,NA,NA,NA,NA,NA
NA,2024-05-18T14:30:00Z,NA,0.49,NA,NA,69.6,NA,NA,21.2,97.1,2.024,442,448
233,2024-05-18T14:45:00Z,21.2,0.5,2.026,97.08,74.5,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T14:45:00Z,NA,0.5,NA,NA,74.5,NA,NA,21.2,97.08,2.026,442,447
234,2024-05-18T15:00:00Z,21.5,0.52,2.044,97.07,74.2,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T15:00:00Z,NA,0.52,NA,NA,74.2,NA,NA,21.5,97.07,2.044,442,447
235,2024-05-18T15:15:00Z,21.6,0.52,2.052,97.05,84.8,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T15:15:00Z,NA,0.52,NA,NA,84.8,NA,NA,21.6,97.05,2.052,442,447
236,2024-05-18T15:30:00Z,21.6,0.54,2.037,97.06,89.2,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T15:30:00Z,NA,0.54,NA,NA,89.2,NA,NA,21.6,97.06,2.037,442,447
237,2024-05-18T15:45:00Z,21.6,0.52,2.063,97.06,85.9,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T15:45:00Z,NA,0.52,NA,NA,85.9,NA,NA,21.6,97.06,2.063,442,447
238,2024-05-18T16:00:00Z,21.7,0.5,2.091,97.03,102.4,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T16:00:00Z,NA,0.5,NA,NA,102.4,NA,NA,21.7,97.03,2.091,442,447
239,2024-05-18T16:15:00Z,21.6,0.52,2.066,97.02,83.7,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T16:15:00Z,NA,0.52,NA,NA,83.7,NA,NA,21.6,97.02,2.066,442,447
240,2024-05-18T16:30:00Z,21.9,0.5,2.117,97,95.9,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T16:30:00Z,NA,0.5,NA,NA,95.9,NA,NA,21.9,97,2.117,442,447
241,2024-05-18T16:45:00Z,22.2,0.55,2.123,96.99,118.7,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T16:45:00Z,NA,0.55,NA,NA,118.7,NA,NA,22.2,96.99,2.123,442,447
242,2024-05-18T17:00:00Z,22.4,0.57,2.139,96.97,136.8,441,447,NA,NA,NA,NA,NA
NA,2024-05-18T17:00:00Z,NA,0.57,NA,NA,136.8,NA,NA,22.4,96.97,2.139,441,447
243,2024-05-18T17:15:00Z,22.5,0.63,2.097,96.96,135.5,441,447,NA,NA,NA,NA,NA
NA,2024-05-18T17:15:00Z,NA,0.63,NA,NA,135.5,NA,NA,22.5,96.96,2.097,441,447
244,2024-05-18T17:30:00Z,22.9,0.68,2.108,96.95,139,441,447,NA,NA,NA,NA,NA
NA,2024-05-18T17:30:00Z,NA,0.68,NA,NA,139,NA,NA,22.9,96.95,2.108,441,447
245,2024-05-18T17:45:00Z,23,0.69,2.125,96.95,111.5,441,446,NA,NA,NA,NA,NA
NA,2024-05-18T17:45:00Z,NA,0.69,NA,NA,111.5,NA,NA,23,96.95,2.125,441,446
246,2024-05-18T18:00:00Z,22.8,0.68,2.104,96.95,91.4,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T18:00:00Z,NA,0.68,NA,NA,91.4,NA,NA,22.8,96.95,2.104,442,447
247,2024-05-18T18:15:00Z,22.5,0.63,2.098,96.97,66.3,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T18:15:00Z,NA,0.63,NA,NA,66.3,NA,NA,22.5,96.97,2.098,442,447
248,2024-05-18T18:30:00Z,22.5,0.64,2.081,96.97,59.7,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T18:30:00Z,NA,0.64,NA,NA,59.7,NA,NA,22.5,96.97,2.081,442,447
249,2024-05-18T18:45:00Z,22.6,0.62,2.11,96.96,46.3,442,447,NA,NA,NA,NA,NA
NA,2024-05-18T18:45:00Z,NA,0.62,NA,NA,46.3,NA,NA,22.6,96.96,2.11,442,447
250,2024-05-18T19:00:00Z,22.4,0.52,2.189,96.96,34.2,443,447,NA,NA,NA,NA,NA
NA,2024-05-18T19:00:00Z,NA,0.52,NA,NA,34.2,NA,NA,22.4,96.96,2.189,443,447
251,2024-05-18T19:15:00Z,22.2,0.45,2.23,96.97,26.4,443,448,NA,NA,NA,NA,NA
NA,2024-05-18T19:15:00Z,NA,0.45,NA,NA,26.4,NA,NA,22.2,96.97,2.23,443,448
252,2024-05-18T19:30:00Z,21.8,0.39,2.221,96.98,17.9,444,448,NA,NA,NA,NA,NA
NA,2024-05-18T19:30:00Z,NA,0.39,NA,NA,17.9,NA,NA,21.8,96.98,2.221,444,448
253,2024-05-18T19:45:00Z,21.5,0.33,2.231,96.99,12.5,444,449,NA,NA,NA,NA,NA
NA,2024-05-18T19:45:00Z,NA,0.33,NA,NA,12.5,NA,NA,21.5,96.99,2.231,444,449
254,2024-05-18T20:00:00Z,21.2,0.29,2.226,96.98,9.3,445,449,NA,NA,NA,NA,NA
NA,2024-05-18T20:00:00Z,NA,0.29,NA,NA,9.3,NA,NA,21.2,96.98,2.226,445,449
255,2024-05-18T20:15:00Z,20.8,0.24,2.212,96.97,7,445,450,NA,NA,NA,NA,NA
NA,2024-05-18T20:15:00Z,NA,0.24,NA,NA,7,NA,NA,20.8,96.97,2.212,445,450
256,2024-05-18T20:30:00Z,20.5,0.21,2.202,96.98,3.3,446,450,NA,NA,NA,NA,NA
NA,2024-05-18T20:30:00Z,NA,0.21,NA,NA,3.3,NA,NA,20.5,96.98,2.202,446,450
257,2024-05-18T20:45:00Z,20.2,0.18,2.177,96.98,0,447,451,NA,NA,NA,NA,NA
NA,2024-05-18T20:45:00Z,NA,0.18,NA,NA,0,NA,NA,20.2,96.98,2.177,447,451
258,2024-05-18T21:00:00Z,19.8,0.15,2.159,97,0,448,452,NA,NA,NA,NA,NA
NA,2024-05-18T21:00:00Z,NA,0.15,NA,NA,0,NA,NA,19.8,97,2.159,448,452
259,2024-05-18T21:15:00Z,19.4,0.12,2.132,97.01,0,451,453,NA,NA,NA,NA,NA
NA,2024-05-18T21:15:00Z,NA,0.12,NA,NA,0,NA,NA,19.4,97.01,2.132,451,453
260,2024-05-18T21:30:00Z,19.1,0.09,2.118,97.02,0,454,453,NA,NA,NA,NA,NA
NA,2024-05-18T21:30:00Z,NA,0.09,NA,NA,0,NA,NA,19.1,97.02,2.118,454,453
261,2024-05-18T21:45:00Z,18.9,0.07,2.111,97.04,0,458,453,NA,NA,NA,NA,NA
NA,2024-05-18T21:45:00Z,NA,0.07,NA,NA,0,NA,NA,18.9,97.04,2.111,458,453
