...1,Timestamp,Vapor Pressure,Atmos Pressure,Air TempC,VPD,Solar,Wetness Level 1,Wetness Level 2,Air.TempC,Atmos.Pressure,Vapor.Pressure,Wetness.Level.1,Wetness.Level.2
NA,2024-05-18T21:00:00Z,NA,NA,NA,0.18,0,NA,NA,19.8,97.02,2.131,446,440
259,2024-05-18T21:15:00Z,2.132,97.03,19.5,0.13,0,448,442,NA,NA,NA,NA,NA
NA,2024-05-18T21:15:00Z,NA,NA,NA,0.13,0,NA,NA,19.5,97.03,2.132,448,442
260,2024-05-18T21:30:00Z,2.095,97.04,19,0.11,0,451,445,NA,NA,NA,NA,NA
NA,2024-05-18T21:30:00Z,NA,NA,NA,0.11,0,NA,NA,19,97.04,2.095,451,445
261,2024-05-18T21:45:00Z,2.053,97.06,18.7,0.1,0,457,450,NA,NA,NA,NA,NA
NA,2024-05-18T21:45:00Z,NA,NA,NA,0.1,0,NA,NA,18.7,97.06,2.053,457,450
262,2024-05-18T22:00:00Z,2.051,97.08,18.5,0.08,0,458,451,NA,NA,NA,NA,NA
NA,2024-05-18T22:00:00Z,NA,NA,NA,0.08,0,NA,NA,18.5,97.08,2.051,458,451
263,2024-05-18T22:15:00Z,2.035,97.1,18.3,0.07,0,462,454,NA,NA,NA,NA,NA
NA,2024-05-18T22:15:00Z,NA,NA,NA,0.07,0,NA,NA,18.3,97.1,2.035,462,454
264,2024-05-18T22:30:00Z,2.008,97.12,18,0.06,0,467,458,NA,NA,NA,NA,NA
NA,2024-05-18T22:30:00Z,NA,NA,NA,0.06,0,NA,NA,18,97.12,2.008,467,458
265,2024-05-18T22:45:00Z,1.987,97.14,17.8,0.05,0,472,464,NA,NA,NA,NA,NA
NA,2024-05-18T22:45:00Z,NA,NA,NA,0.05,0,NA,NA,17.8,97.14,1.987,472,464
266,2024-05-18T23:00:00Z,1.959,97.15,17.6,0.05,0,477,467,NA,NA,NA,NA,NA
NA,2024-05-18T23:00:00Z,NA,NA,NA,0.05,0,NA,NA,17.6,97.15,1.959,477,467
267,2024-05-18T23:15:00Z,1.946,97.15,17.4,0.04,0,485,470,NA,NA,NA,NA,NA
NA,2024-05-18T23:15:00Z,NA,NA,NA,0.04,0,NA,NA,17.4,97.15,1.946,485,470
268,2024-05-18T23:30:00Z,1.941,97.15,17.3,0.04,0,497,473,NA,NA,NA,NA,NA
NA,2024-05-18T23:30:00Z,NA,NA,NA,0.04,0,NA,NA,17.3,97.15,1.941,497,473
269,2024-05-18T23:45:00Z,1.933,97.15,17.2,0.03,0,503,475,NA,NA,NA,NA,NA
NA,2024-05-18T23:45:00Z,NA,NA,NA,0.03,0,NA,NA,17.2,97.15,1.933,503,475
270,2024-05-19T00:00:00Z,1.913,97.15,17,0.03,0,506,477,NA,NA,NA,NA,NA
NA,2024-05-19T00:00:00Z,NA,NA,NA,0.03,0,NA,NA,17,97.15,1.913,506,477
271,2024-05-19T00:15:00Z,1.894,97.16,16.9,0.03,0,513,479,NA,NA,NA,NA,NA
NA,2024-05-19T00:15:00Z,NA,NA,NA,0.03,0,NA,NA,16.9,97.16,1.894,513,479
272,2024-05-19T00:30:00Z,1.873,97.17,16.7,0.02,0,528,482,NA,NA,NA,NA,NA
NA,2024-05-19T00:30:00Z,NA,NA,NA,0.02,0,NA,NA,16.7,97.17,1.873,528,482
273,2024-05-19T00:45:00Z,1.87,97.18,16.6,0.02,0,549,484,NA,NA,NA,NA,NA
NA,2024-05-19T00:45:00Z,NA,NA,NA,0.02,0,NA,NA,16.6,97.18,1.87,549,484
274,2024-05-19T01:00:00Z,1.862,97.19,16.5,0.02,0,558,486,NA,NA,NA,NA,NA
NA,2024-05-19T01:00:00Z,NA,NA,NA,0.02,0,NA,NA,16.5,97.19,1.862,558,486
275,2024-05-19T01:15:00Z,1.849,97.19,16.4,0.01,0,582,488,NA,NA,NA,NA,NA
NA,2024-05-19T01:15:00Z,NA,NA,NA,0.01,0,NA,NA,16.4,97.19,1.849,582,488
276,2024-05-19T01:30:00Z,1.854,97.19,16.4,0.01,0,605,489,NA,NA,NA,NA,NA
NA,2024-05-19T01:30:00Z,NA,NA,NA,0.01,0,NA,NA,16.4,97.19,1.854,605,489
277,2024-05-19T01:45:00Z,1.856,97.19,16.4,0.01,0,618,491,NA,NA,NA,NA,NA
NA,2024-05-19T01:45:00Z,NA,NA,NA,0.01,0,NA,NA,16.4,97.19,1.856,618,491
278,2024-05-19T02:00:00Z,1.844,97.19,16.3,0.01,0,635,492,NA,NA,NA,NA,NA
NA,2024-05-19T02:00:00Z,NA,NA,NA,0.01,0,NA,NA,16.3,97.19,1.844,635,492
279,2024-05-19T02:15:00Z,1.834,97.18,16.2,0,0,658,494,NA,NA,NA,NA,NA
NA,2024-05-19T02:15:00Z,NA,NA,NA,0,0,NA,NA,16.2,97.18,1.834,658,494
280,2024-05-19T02:30:00Z,1.829,97.18,16.2,0.01,0,668,495,NA,NA,NA,NA,NA
NA,2024-05-19T02:30:00Z,NA,NA,NA,0.01,0,NA,NA,16.2,97.18,1.829,668,495
281,2024-05-19T02:45:00Z,1.818,97.18,16,0,0,680,497,NA,NA,NA,NA,NA
NA,2024-05-19T02:45:00Z,NA,NA,NA,0,0,NA,NA,16,97.18,1.818,680,497
282,2024-05-19T03:00:00Z,1.799,97.18,15.9,0,0,685,499,NA,NA,NA,NA,NA
NA,2024-05-19T03:00:00Z,NA,NA,NA,0,0,NA,NA,15.9,97.18,1.799,685,499
283,2024-05-19T03:15:00Z,1.791,97.17,15.8,0,0,686,500,NA,NA,NA,NA,NA
NA,2024-05-19T03:15:00Z,NA,NA,NA,0,0,NA,NA,15.8,97.17,1.791,686,500
284,2024-05-19T03:30:00Z,1.781,97.17,15.7,0,0,689,502,NA,NA,NA,NA,NA
NA,2024-05-19T03:30:00Z,NA,NA,NA,0,0,NA,NA,15.7,97.17,1.781,689,502
285,2024-05-19T03:45:00Z,1.767,97.18,15.6,0,0,684,504,NA,NA,NA,NA,NA
NA,2024-05-19T03:45:00Z,NA,NA,NA,0,0,NA,NA,15.6,97.18,1.767,684,504
286,2024-05-19T04:00:00Z,1.752,97.19,15.4,0,0,684,505,NA,NA,NA,NA,NA
NA,2024-05-19T04:00:00Z,NA,NA,NA,0,0,NA,NA,15.4,97.19,1.752,684,505
287,2024-05-19T04:15:00Z,1.743,97.19,15.4,0,0,685,507,NA,NA,NA,NA,NA
NA,2024-05-19T04:15:00Z,NA,NA,NA,0,0,NA,NA,15.4,97.19,1.743,685,507
288,2024-05-19T04:30:00Z,1.727,97.19,15.2,0,0,673,508,NA,NA,NA,NA,NA
NA,2024-05-19T04:30:00Z,NA,NA,NA,0,0,NA,NA,15.2,97.19,1.727,673,508
289,2024-05-19T04:45:00Z,1.721,97.2,15.2,0,0,665,510,NA,NA,NA,NA,NA
NA,2024-05-19T04:45:00Z,NA,NA,NA,0,0,NA,NA,15.2,97.2,1.721,665,510
290,2024-05-19T05:00:00Z,1.714,97.21,15.1,0,0,659,512,NA,NA,NA,NA,NA
NA,2024-05-19T05:00:00Z,NA,NA,NA,0,0,NA,NA,15.1,97.21,1.714,659,512
291,2024-05-19T05:15:00Z,1.693,97.21,14.9,0,0,654,514,NA,NA,NA,NA,NA
NA,2024-05-19T05:15:00Z,NA,NA,NA,0,0,NA,NA,14.9,97.21,1.693,654,514
292,2024-05-19T05:30:00Z,1.671,97.23,14.7,0,0,650,517,NA,NA,NA,NA,NA
NA,2024-05-19T05:30:00Z,NA,NA,NA,0,0,NA,NA,14.7,97.23,1.671,650,517
293,2024-05-19T05:45:00Z,1.651,97.24,14.5,0,0,554,520,NA,NA,NA,NA,NA
NA,2024-05-19T05:45:00Z,NA,NA,NA,0,0,NA,NA,14.5,97.24,1.651,554,520
294,2024-05-19T06:00:00Z,1.643,97.25,14.4,0,0,571,522,NA,NA,NA,NA,NA
NA,2024-05-19T06:00:00Z,NA,NA,NA,0,0,NA,NA,14.4,97.25,1.643,571,522
295,2024-05-19T06:15:00Z,1.643,97.26,14.4,0,0,560,524,NA,NA,NA,NA,NA
NA,2024-05-19T06:15:00Z,NA,NA,NA,0,0,NA,NA,14.4,97.26,1.643,560,524
296,2024-05-19T06:30:00Z,1.621,97.28,14.2,0,0,559,526,NA,NA,NA,NA,NA
NA,2024-05-19T06:30:00Z,NA,NA,NA,0,0,NA,NA,14.2,97.28,1.621,559,526
297,2024-05-19T06:45:00Z,1.605,97.31,14.1,0,8.1,558,528,NA,NA,NA,NA,NA
NA,2024-05-19T06:45:00Z,NA,NA,NA,0,8.1,NA,NA,14.1,97.31,1.605,558,528
298,2024-05-19T07:00:00Z,1.612,97.34,14.1,0,16.8,553,528,NA,NA,NA,NA,NA
NA,2024-05-19T07:00:00Z,NA,NA,NA,0,16.8,NA,NA,14.1,97.34,1.612,553,528
299,2024-05-19T07:15:00Z,1.62,97.36,14.2,0,26.9,546,527,NA,NA,NA,NA,NA
NA,2024-05-19T07:15:00Z,NA,NA,NA,0,26.9,NA,NA,14.2,97.36,1.62,546,527
300,2024-05-19T07:30:00Z,1.63,97.38,14.3,0,34.6,540,525,NA,NA,NA,NA,NA
NA,2024-05-19T07:30:00Z,NA,NA,NA,0,34.6,NA,NA,14.3,97.38,1.63,540,525
301,2024-05-19T07:45:00Z,1.645,97.39,14.4,0,41.6,531,523,NA,NA,NA,NA,NA
NA,2024-05-19T07:45:00Z,NA,NA,NA,0,41.6,NA,NA,14.4,97.39,1.645,531,523
302,2024-05-19T08:00:00Z,1.662,97.4,14.6,0,77.3,518,515,NA,NA,NA,NA,NA
NA,2024-05-19T08:00:00Z,NA,NA,NA,0,77.3,NA,NA,14.6,97.4,1.662,518,515
303,2024-05-19T08:15:00Z,1.704,97.41,15,0,174,487,476,NA,NA,NA,NA,NA
NA,2024-05-19T08:15:00Z,NA,NA,NA,0,174,NA,NA,15,97.41,1.704,487,476
304,2024-05-19T08:30:00Z,1.806,97.42,15.9,0,235.1,483,445,NA,NA,NA,NA,NA
NA,2024-05-19T08:30:00Z,NA,NA,NA,0,235.1,NA,NA,15.9,97.42,1.806,483,445
305,2024-05-19T08:45:00Z,1.859,97.42,16.3,0,338.9,477,441,NA,NA,NA,NA,NA
NA,2024-05-19T08:45:00Z,NA,NA,NA,0,338.9,NA,NA,16.3,97.42,1.859,477,441
306,2024-05-19T09:00:00Z,2.078,97.42,18.1,0,372.6,462,437,NA,NA,NA,NA,NA
NA,2024-05-19T09:00:00Z,NA,NA,NA,0,372.6,NA,NA,18.1,97.42,2.078,462,437
307,2024-05-19T09:15:00Z,2.258,97.42,19.6,0.03,317.3,450,435,NA,NA,NA,NA,NA
NA,2024-05-19T09:15:00Z,NA,NA,NA,0.03,317.3,NA,NA,19.6,97.42,2.258,450,435
308,2024-05-19T09:30:00Z,2.282,97.42,20.5,0.12,356.1,442,434,NA,NA,NA,NA,NA
NA,2024-05-19T09:30:00Z,NA,NA,NA,0.12,356.1,NA,NA,20.5,97.42,2.282,442,434
309,2024-05-19T09:45:00Z,2.279,97.43,22,0.36,508.7,437,434,NA,NA,NA,NA,NA
NA,2024-05-19T09:45:00Z,NA,NA,NA,0.36,508.7,NA,NA,22,97.43,2.279,437,434
310,2024-05-19T10:00:00Z,2.293,97.43,22.5,0.43,525.5,437,434,NA,NA,NA,NA,NA
NA,2024-05-19T10:00:00Z,NA,NA,NA,0.43,525.5,NA,NA,22.5,97.43,2.293,437,434
311,2024-05-19T10:15:00Z,2.306,97.43,22.7,0.45,366.6,439,435,NA,NA,NA,NA,NA
NA,2024-05-19T10:15:00Z,NA,NA,NA,0.45,366.6,NA,NA,22.7,97.43,2.306,439,435
312,2024-05-19T10:30:00Z,2.361,97.43,23.7,0.56,412.4,438,433,NA,NA,NA,NA,NA
NA,2024-05-19T10:30:00Z,NA,NA,NA,0.56,412.4,NA,NA,23.7,97.43,2.361,438,433
313,2024-05-19T10:45:00Z,2.389,97.42,24.4,0.67,784.6,436,433,NA,NA,NA,NA,NA
NA,2024-05-19T10:45:00Z,NA,NA,NA,0.67,784.6,NA,NA,24.4,97.42,2.389,436,433
314,2024-05-19T11:00:00Z,2.422,97.43,25.7,0.87,763.9,436,432,NA,NA,NA,NA,NA
NA,2024-05-19T11:00:00Z,NA,NA,NA,0.87,763.9,NA,NA,25.7,97.43,2.422,436,432
315,2024-05-19T11:15:00Z,2.429,97.43,26.1,0.96,817,435,431,NA,NA,NA,NA,NA
NA,2024-05-19T11:15:00Z,NA,NA,NA,0.96,817,NA,NA,26.1,97.43,2.429,435,431
316,2024-05-19T11:30:00Z,2.352,97.44,26,1.01,650.6,436,431,NA,NA,NA,NA,NA
NA,2024-05-19T11:30:00Z,NA,NA,NA,1.01,650.6,NA,NA,26,97.44,2.352,436,431
317,2024-05-19T11:45:00Z,2.44,97.44,26.6,1.04,785.2,436,432,NA,NA,NA,NA,NA
NA,2024-05-19T11:45:00Z,NA,NA,NA,1.04,785.2,NA,NA,26.6,97.44,2.44,436,432
318,2024-05-19T12:00:00Z,2.287,97.44,26.8,1.22,931.5,435,431,NA,NA,NA,NA,NA
NA,2024-05-19T12:00:00Z,NA,NA,NA,1.22,931.5,NA,NA,26.8,97.44,2.287,435,431
319,2024-05-19T12:15:00Z,2.189,97.45,26.3,1.24,617.2,437,433,NA,NA,NA,NA,NA
NA,2024-05-19T12:15:00Z,NA,NA,NA,1.24,617.2,NA,NA,26.3,97.45,2.189,437,433
320,2024-05-19T12:30:00Z,2.14,97.44,26.8,1.37,1075.6,435,431,NA,NA,NA,NA,NA
NA,2024-05-19T12:30:00Z,NA,NA,NA,1.37,1075.6,NA,NA,26.8,97.44,2.14,435,431
321,2024-05-19T12:45:00Z,2.153,97.44,27.7,1.57,1125.5,434,431,NA,NA,NA,NA,NA
NA,2024-05-19T12:45:00Z,NA,NA,NA,1.57,1125.5,NA,NA,27.7,97.44,2.153,434,431
322,2024-05-19T13:00:00Z,2.032,97.43,28.2,1.79,891.4,435,431,NA,NA,NA,NA,NA
NA,2024-05-19T13:00:00Z,NA,NA,NA,1.79,891.4,NA,NA,28.2,97.43,2.032,435,431
323,2024-05-19T13:15:00Z,2.058,97.42,27.7,1.65,469.3,437,432,NA,NA,NA,NA,NA
NA,2024-05-19T13:15:00Z,NA,NA,NA,1.65,469.3,NA,NA,27.7,97.42,2.058,437,432
324,2024-05-19T13:30:00Z,1.984,97.41,27.8,1.75,510.7,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T13:30:00Z,NA,NA,NA,1.75,510.7,NA,NA,27.8,97.41,1.984,438,432
325,2024-05-19T13:45:00Z,1.939,97.4,27.3,1.68,490.9,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T13:45:00Z,NA,NA,NA,1.68,490.9,NA,NA,27.3,97.4,1.939,438,432
326,2024-05-19T14:00:00Z,1.903,97.4,27.6,1.79,670.2,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T14:00:00Z,NA,NA,NA,1.79,670.2,NA,NA,27.6,97.4,1.903,438,432
327,2024-05-19T14:15:00Z,1.879,97.4,27.5,1.79,398.1,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T14:15:00Z,NA,NA,NA,1.79,398.1,NA,NA,27.5,97.4,1.879,438,432
328,2024-05-19T14:30:00Z,2.01,97.39,28,1.76,286.7,437,431,NA,NA,NA,NA,NA
NA,2024-05-19T14:30:00Z,NA,NA,NA,1.76,286.7,NA,NA,28,97.39,2.01,437,431
329,2024-05-19T14:45:00Z,1.92,97.38,28.2,1.91,998.1,438,431,NA,NA,NA,NA,NA
NA,2024-05-19T14:45:00Z,NA,NA,NA,1.91,998.1,NA,NA,28.2,97.38,1.92,438,431
330,2024-05-19T15:00:00Z,1.886,97.38,27.5,1.78,653,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T15:00:00Z,NA,NA,NA,1.78,653,NA,NA,27.5,97.38,1.886,438,432
331,2024-05-19T15:15:00Z,1.878,97.37,28.3,1.96,1053,437,430,NA,NA,NA,NA,NA
NA,2024-05-19T15:15:00Z,NA,NA,NA,1.96,1053,NA,NA,28.3,97.37,1.878,437,430
332,2024-05-19T15:30:00Z,1.955,97.36,28.5,1.94,471.3,437,430,NA,NA,NA,NA,NA
NA,2024-05-19T15:30:00Z,NA,NA,NA,1.94,471.3,NA,NA,28.5,97.36,1.955,437,430
333,2024-05-19T15:45:00Z,1.912,97.35,28.2,1.92,208.2,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T15:45:00Z,NA,NA,NA,1.92,208.2,NA,NA,28.2,97.35,1.912,438,432
334,2024-05-19T16:00:00Z,1.963,97.34,27.2,1.64,185.9,439,433,NA,NA,NA,NA,NA
NA,2024-05-19T16:00:00Z,NA,NA,NA,1.64,185.9,NA,NA,27.2,97.34,1.963,439,433
335,2024-05-19T16:15:00Z,2.088,97.33,27.3,1.54,396.6,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T16:15:00Z,NA,NA,NA,1.54,396.6,NA,NA,27.3,97.33,2.088,438,432
336,2024-05-19T16:30:00Z,2.052,97.31,28.2,1.78,801.5,438,431,NA,NA,NA,NA,NA
NA,2024-05-19T16:30:00Z,NA,NA,NA,1.78,801.5,NA,NA,28.2,97.31,2.052,438,431
337,2024-05-19T16:45:00Z,2.067,97.29,28.6,1.85,592.2,438,431,NA,NA,NA,NA,NA
NA,2024-05-19T16:45:00Z,NA,NA,NA,1.85,592.2,NA,NA,28.6,97.29,2.067,438,431
338,2024-05-19T17:00:00Z,2.016,97.29,28.6,1.91,277.2,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T17:00:00Z,NA,NA,NA,1.91,277.2,NA,NA,28.6,97.29,2.016,438,432
339,2024-05-19T17:15:00Z,1.99,97.29,28.2,1.84,159.5,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T17:15:00Z,NA,NA,NA,1.84,159.5,NA,NA,28.2,97.29,1.99,438,432
340,2024-05-19T17:30:00Z,1.998,97.28,28.3,1.85,199.8,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T17:30:00Z,NA,NA,NA,1.85,199.8,NA,NA,28.3,97.28,1.998,438,432
341,2024-05-19T17:45:00Z,2.055,97.28,28.2,1.76,226.7,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T17:45:00Z,NA,NA,NA,1.76,226.7,NA,NA,28.2,97.28,2.055,438,432
342,2024-05-19T18:00:00Z,2.025,97.28,27.9,1.73,138.1,438,432,NA,NA,NA,NA,NA
NA,2024-05-19T18:00:00Z,NA,NA,NA,1.73,138.1,NA,NA,27.9,97.28,2.025,438,432
343,2024-05-19T18:15:00Z,2.01,97.28,27.8,1.73,195,438,430,NA,NA,NA,NA,NA
NA,2024-05-19T18:15:00Z,NA,NA,NA,1.73,195,NA,NA,27.8,97.28,2.01,438,430
344,2024-05-19T18:30:00Z,2.042,97.27,28.2,1.77,145.8,438,429,NA,NA,NA,NA,NA
NA,2024-05-19T18:30:00Z,NA,NA,NA,1.77,145.8,NA,NA,28.2,97.27,2.042,438,429
345,2024-05-19T18:45:00Z,1.986,97.26,28.1,1.81,183.5,438,430,NA,NA,NA,NA,NA
NA,2024-05-19T18:45:00Z,NA,NA,NA,1.81,183.5,NA,NA,28.1,97.26,1.986,438,430
346,2024-05-19T19:00:00Z,1.984,97.26,28,1.78,161.9,439,432,NA,NA,NA,NA,NA
NA,2024-05-19T19:00:00Z,NA,NA,NA,1.78,161.9,NA,NA,28,97.26,1.984,439,432
347,2024-05-19T19:15:00Z,2.011,97.26,26.9,1.53,74.5,439,433,NA,NA,NA,NA,NA
NA,2024-05-19T19:15:00Z,NA,NA,NA,1.53,74.5,NA,NA,26.9,97.26,2.011,439,433
348,2024-05-19T19:30:00Z,2.029,97.28,26.3,1.39,76,439,433,NA,NA,NA,NA,NA
NA,2024-05-19T19:30:00Z,NA,NA,NA,1.39,76,NA,NA,26.3,97.28,2.029,439,433
349,2024-05-19T19:45:00Z,2.046,97.29,26,1.32,59.9,440,433,NA,NA,NA,NA,NA
NA,2024-05-19T19:45:00Z,NA,NA,NA,1.32,59.9,NA,NA,26,97.29,2.046,440,433
350,2024-05-19T20:00:00Z,1.96,97.3,25.4,1.28,20,440,434,NA,NA,NA,NA,NA
NA,2024-05-19T20:00:00Z,NA,NA,NA,1.28,20,NA,NA,25.4,97.3,1.96,440,434
351,2024-05-19T20:15:00Z,1.955,97.31,24.4,1.09,10.6,441,435,NA,NA,NA,NA,NA
NA,2024-05-19T20:15:00Z,NA,NA,NA,1.09,10.6,NA,NA,24.4,97.31,1.955,441,435
352,2024-05-19T20:30:00Z,1.922,97.32,23.4,0.96,6.8,441,435,NA,NA,NA,NA,NA
NA,2024-05-19T20:30:00Z,NA,NA,NA,0.96,6.8,NA,NA,23.4,97.32,1.922,441,435
353,2024-05-19T20:45:00Z,1.927,97.33,22.6,0.82,0,441,436,NA,NA,NA,NA,NA
NA,2024-05-19T20:45:00Z,NA,NA,NA,0.82,0,NA,NA,22.6,97.33,1.927,441,436
354,2024-05-19T21:00:00Z,1.908,97.33,22,0.74,0,442,436,NA,NA,NA,NA,NA
NA,2024-05-19T21:00:00Z,NA,NA,NA,0.74,0,NA,NA,22,97.33,1.908,442,436
355,2024-05-19T21:15:00Z,1.968,97.33,21.3,0.57,0,442,437,NA,NA,NA,NA,NA
NA,2024-05-19T21:15:00Z,NA,NA,NA,0.57,0,NA,NA,21.3,97.33,1.968,442,437
356,2024-05-19T21:30:00Z,1.959,97.34,20.6,0.46,0,443,437,NA,NA,NA,NA,NA
NA,2024-05-19T21:30:00Z,NA,NA,NA,0.46,0,NA,NA,20.6,97.34,1.959,443,437
357,2024-05-19T21:45:00Z,1.981,97.36,20,0.35,0,444,438,NA,NA,NA,NA,NA
NA,2024-05-19T21:45:00Z,NA,NA,NA,0.35,0,NA,NA,20,97.36,1.981,444,438
358,2024-05-19T22:00:00Z,1.961,97.38,19.4,0.29,0,444,438,NA,NA,NA,NA,NA
NA,2024-05-19T22:00:00Z,NA,NA,NA,0.29,0,NA,NA,19.4,97.38,1.961,444,438
359,2024-05-19T22:15:00Z,1.933,97.4,18.8,0.24,0,444,439,NA,NA,NA,NA,NA
NA,2024-05-19T22:15:00Z,NA,NA,NA,0.24,0,NA,NA,18.8,97.4,1.933,444,439
360,2024-05-19T22:30:00Z,1.9,97.42,18.4,0.21,0,445,439,NA,NA,NA,NA,NA
NA,2024-05-19T22:30:00Z,NA,NA,NA,0.21,0,NA,NA,18.4,97.42,1.9,445,439
361,2024-05-19T22:45:00Z,1.89,97.44,18,0.17,0,446,440,NA,NA,NA,NA,NA
NA,2024-05-19T22:45:00Z,NA,NA,NA,0.17,0,NA,NA,18,97.44,1.89,446,440
362,2024-05-19T23:00:00Z,1.879,97.45,17.7,0.15,0,447,442,NA,NA,NA,NA,NA
NA,2024-05-19T23:00:00Z,NA,NA,NA,0.15,0,NA,NA,17.7,97.45,1.879,447,442
363,2024-05-19T23:15:00Z,1.862,97.46,17.4,0.13,0,448,444,NA,NA,NA,NA,NA
NA,2024-05-19T23:15:00Z,NA,NA,NA,0.13,0,NA,NA,17.4,97.46,1.862,448,444
364,2024-05-19T23:30:00Z,1.845,97.47,17.2,0.11,0,451,447,NA,NA,NA,NA,NA
NA,2024-05-19T23:30:00Z,NA,NA,NA,0.11,0,NA,NA,17.2,97.47,1.845,451,447
365,2024-05-19T23:45:00Z,1.821,97.47,16.9,0.1,0,455,451,NA,NA,NA,NA,NA
NA,2024-05-19T23:45:00Z,NA,NA,NA,0.1,0,NA,NA,16.9,97.47,1.821,455,451
366,2024-05-20T00:00:00Z,1.813,97.45,16.7,0.09,0,459,454,NA,NA,NA,NA,NA
NA,2024-05-20T00:00:00Z,NA,NA,NA,0.09,0,NA,NA,16.7,97.45,1.813,459,454
367,2024-05-20T00:15:00Z,1.811,97.44,16.6,0.07,0,463,457,NA,NA,NA,NA,NA
NA,2024-05-20T00:15:00Z,NA,NA,NA,0.07,0,NA,NA,16.6,97.44,1.811,463,457
368,2024-05-20T00:30:00Z,1.791,97.44,16.3,0.06,0,468,461,NA,NA,NA,NA,NA
NA,2024-05-20T00:30:00Z,NA,NA,NA,0.06,0,NA,NA,16.3,97.44,1.791,468,461
369,2024-05-20T00:45:00Z,1.771,97.45,16.1,0.06,0,474,465,NA,NA,NA,NA,NA
NA,2024-05-20T00:45:00Z,NA,NA,NA,0.06,0,NA,NA,16.1,97.45,1.771,474,465
370,2024-05-20T01:00:00Z,1.751,97.46,15.9,0.05,0,479,468,NA,NA,NA,NA,NA
NA,2024-05-20T01:00:00Z,NA,NA,NA,0.05,0,NA,NA,15.9,97.46,1.751,479,468
371,2024-05-20T01:15:00Z,1.739,97.45,15.7,0.05,0,484,472,NA,NA,NA,NA,NA
NA,2024-05-20T01:15:00Z,NA,NA,NA,0.05,0,NA,NA,15.7,97.45,1.739,484,472
372,2024-05-20T01:30:00Z,1.727,97.44,15.6,0.04,0,490,476,NA,NA,NA,NA,NA
NA,2024-05-20T01:30:00Z,NA,NA,NA,0.04,0,NA,NA,15.6,97.44,1.727,490,476
373,2024-05-20T01:45:00Z,1.725,97.43,15.5,0.04,0,496,478,NA,NA,NA,NA,NA
NA,2024-05-20T01:45:00Z,NA,NA,NA,0.04,0,NA,NA,15.5,97.43,1.725,496,478
374,2024-05-20T02:00:00Z,1.706,97.42,15.3,0.03,0,502,482,NA,NA,NA,NA,NA
NA,2024-05-20T02:00:00Z,NA,NA,NA,0.03,0,NA,NA,15.3,97.42,1.706,502,482
375,2024-05-20T02:15:00Z,1.684,97.41,15.1,0.03,0,509,487,NA,NA,NA,NA,NA
NA,2024-05-20T02:15:00Z,NA,NA,NA,0.03,0,NA,NA,15.1,97.41,1.684,509,487
376,2024-05-20T02:30:00Z,1.664,97.41,14.9,0.03,0,515,492,NA,NA,NA,NA,NA
NA,2024-05-20T02:30:00Z,NA,NA,NA,0.03,0,NA,NA,14.9,97.41,1.664,515,492
377,2024-05-20T02:45:00Z,1.648,97.4,14.7,0.03,0,522,498,NA,NA,NA,NA,NA
NA,2024-05-20T02:45:00Z,NA,NA,NA,0.03,0,NA,NA,14.7,97.4,1.648,522,498
378,2024-05-20T03:00:00Z,1.654,97.38,14.7,0.02,0,530,502,NA,NA,NA,NA,NA
NA,2024-05-20T03:00:00Z,NA,NA,NA,0.02,0,NA,NA,14.7,97.38,1.654,530,502
379,2024-05-20T03:15:00Z,1.627,97.36,14.5,0.02,0,537,506,NA,NA,NA,NA,NA
NA,2024-05-20T03:15:00Z,NA,NA,NA,0.02,0,NA,NA,14.5,97.36,1.627,537,506
380,2024-05-20T03:30:00Z,1.598,97.34,14.2,0.02,0,544,510,NA,NA,NA,NA,NA
NA,2024-05-20T03:30:00Z,NA,NA,NA,0.02,0,NA,NA,14.2,97.34,1.598,544,510
381,2024-05-20T03:45:00Z,1.581,97.34,14,0.02,0,551,513,NA,NA,NA,NA,NA
NA,2024-05-20T03:45:00Z,NA,NA,NA,0.02,0,NA,NA,14,97.34,1.581,551,513
382,2024-05-20T04:00:00Z,1.569,97.34,13.8,0.01,0,559,518,NA,NA,NA,NA,NA
NA,2024-05-20T04:00:00Z,NA,NA,NA,0.01,0,NA,NA,13.8,97.34,1.569,559,518
383,2024-05-20T04:15:00Z,1.554,97.34,13.7,0.01,0,567,522,NA,NA,NA,NA,NA
NA,2024-05-20T04:15:00Z,NA,NA,NA,0.01,0,NA,NA,13.7,97.34,1.554,567,522
384,2024-05-20T04:30:00Z,1.553,97.36,13.7,0.01,0,576,526,NA,NA,NA,NA,NA
NA,2024-05-20T04:30:00Z,NA,NA,NA,0.01,0,NA,NA,13.7,97.36,1.553,576,526
385,2024-05-20T04:45:00Z,1.542,97.37,13.5,0.01,0,586,530,NA,NA,NA,NA,NA
