...1,Timestamp,Air TempC,VPD,Vapor Pressure,Atmos Pressure,Wetness Level 2,Solar,Wetness Level 1,Atmos.Pressure,Air.TempC,Vapor.Pressure,Wetness.Level.2,Wetness.Level.1
NA,2024-05-28T01:45:00Z,NA,0.48,NA,NA,NA,0,NA,96.72,18.6,1.663,439,448
NA,2024-05-28T02:00:00Z,NA,0.49,NA,NA,NA,0,NA,96.7,18.6,1.651,439,448
NA,2024-05-28T02:15:00Z,NA,0.43,NA,NA,NA,0,NA,96.7,18.1,1.652,439,448
NA,2024-05-28T02:30:00Z,NA,0.38,NA,NA,NA,0,NA,96.7,17.8,1.652,439,448
NA,2024-05-28T02:45:00Z,NA,0.31,NA,NA,NA,0,NA,96.71,17.2,1.654,439,449
NA,2024-05-28T03:00:00Z,NA,0.28,NA,NA,NA,0,NA,96.72,17,1.659,440,450
NA,2024-05-28T03:15:00Z,NA,0.23,NA,NA,NA,0,NA,96.71,16.6,1.665,440,450
NA,2024-05-28T03:30:00Z,NA,0.23,NA,NA,NA,0,NA,96.7,16.6,1.661,440,450
NA,2024-05-28T03:45:00Z,NA,0.2,NA,NA,NA,0,NA,96.71,16.4,1.672,440,450
NA,2024-05-28T04:00:00Z,NA,0.16,NA,NA,NA,0,NA,96.72,16.2,1.679,440,451
NA,2024-05-28T04:15:00Z,NA,0.13,NA,NA,NA,0,NA,96.72,15.8,1.669,441,451
NA,2024-05-28T04:30:00Z,NA,0.11,NA,NA,NA,0,NA,96.74,15.5,1.655,441,452
NA,2024-05-28T04:45:00Z,NA,0.1,NA,NA,NA,0,NA,96.76,15.2,1.633,441,452
NA,2024-05-28T05:00:00Z,NA,0.09,NA,NA,NA,0,NA,96.76,15.1,1.624,441,452
NA,2024-05-28T05:15:00Z,NA,0.08,NA,NA,NA,0,NA,96.76,15,1.617,441,452
NA,2024-05-28T05:30:00Z,NA,0.08,NA,NA,NA,0,NA,96.77,14.9,1.614,441,452
NA,2024-05-28T05:45:00Z,NA,0.07,NA,NA,NA,0,NA,96.78,14.9,1.616,441,452
NA,2024-05-28T06:00:00Z,NA,0.07,NA,NA,NA,0,NA,96.79,14.9,1.617,441,452
NA,2024-05-28T06:15:00Z,NA,0.08,NA,NA,NA,0,NA,96.8,14.9,1.618,441,452
NA,2024-05-28T06:30:00Z,NA,0.08,NA,NA,NA,0.9,NA,96.8,14.8,1.608,441,452
NA,2024-05-28T06:45:00Z,NA,0.08,NA,NA,NA,8.6,NA,96.82,14.8,1.607,441,452
NA,2024-05-28T07:00:00Z,NA,0.08,NA,NA,NA,13,NA,96.83,14.9,1.613,441,451
NA,2024-05-28T07:15:00Z,NA,0.1,NA,NA,NA,17.9,NA,96.83,15.2,1.619,441,451
NA,2024-05-28T07:30:00Z,NA,0.12,NA,NA,NA,23.6,NA,96.83,15.4,1.625,441,451
NA,2024-05-28T07:45:00Z,NA,0.13,NA,NA,NA,33.9,NA,96.83,15.5,1.633,441,451
NA,2024-05-28T08:00:00Z,NA,0.15,NA,NA,NA,37.9,NA,96.84,15.9,1.657,440,450
NA,2024-05-28T08:15:00Z,NA,0.18,NA,NA,NA,49.1,NA,96.86,16.3,1.678,440,450
NA,2024-05-28T08:30:00Z,NA,0.21,NA,NA,NA,62.3,NA,96.88,16.8,1.705,440,450
NA,2024-05-28T08:45:00Z,NA,0.24,NA,NA,NA,77.3,NA,96.88,17.3,1.733,440,450
NA,2024-05-28T09:00:00Z,NA,0.28,NA,NA,NA,90.1,NA,96.89,17.8,1.755,439,449
NA,2024-05-28T09:15:00Z,NA,0.33,NA,NA,NA,159.7,NA,96.88,18.3,1.779,439,448
NA,2024-05-28T09:30:00Z,NA,0.39,NA,NA,NA,150.5,NA,96.86,19.1,1.813,438,448
NA,2024-05-28T09:45:00Z,NA,0.46,NA,NA,NA,130.9,NA,96.85,19.8,1.847,438,448
NA,2024-05-28T10:00:00Z,NA,0.55,NA,NA,NA,183.5,NA,96.85,20.3,1.838,438,448
NA,2024-05-28T10:15:00Z,NA,0.6,NA,NA,NA,185.7,NA,96.83,20.8,1.85,437,445
NA,2024-05-28T10:30:00Z,NA,0.68,NA,NA,NA,301,NA,96.82,21.2,1.848,437,446
NA,2024-05-28T10:45:00Z,NA,0.73,NA,NA,NA,288.2,NA,96.81,21.6,1.858,437,446
NA,2024-05-28T11:00:00Z,NA,0.81,NA,NA,NA,265.1,NA,96.81,21.7,1.787,436,446
NA,2024-05-28T11:15:00Z,NA,0.86,NA,NA,NA,323,NA,96.8,22.1,1.799,436,446
NA,2024-05-28T11:30:00Z,NA,0.91,NA,NA,NA,174.5,NA,96.77,22.3,1.782,436,446
NA,2024-05-28T11:45:00Z,NA,0.92,NA,NA,NA,230.5,NA,96.76,22.7,1.834,435,445
NA,2024-05-28T12:00:00Z,NA,1.05,NA,NA,NA,189.3,NA,96.77,22.8,1.725,436,445
NA,2024-05-28T12:15:00Z,NA,1.08,NA,NA,NA,232.9,NA,96.79,22.9,1.713,435,445
NA,2024-05-28T12:30:00Z,NA,1.17,NA,NA,NA,172.1,NA,96.81,23.5,1.716,435,445
NA,2024-05-28T12:45:00Z,NA,1.13,NA,NA,NA,101.1,NA,96.84,22.9,1.667,436,445
NA,2024-05-28T13:00:00Z,NA,1.11,NA,NA,NA,215.9,NA,96.81,22.5,1.619,435,445
NA,2024-05-28T13:15:00Z,NA,1.21,NA,NA,NA,183.5,NA,96.79,23.6,1.693,435,444
NA,2024-05-28T13:30:00Z,NA,1.45,NA,NA,NA,431.2,NA,96.79,24.4,1.607,435,444
NA,2024-05-28T13:45:00Z,NA,1.46,NA,NA,NA,114.1,NA,96.79,23.9,1.513,435,444
NA,2024-05-28T14:00:00Z,NA,1.5,NA,NA,NA,161.1,NA,96.79,23.8,1.444,435,444
NA,2024-05-28T14:15:00Z,NA,1.68,NA,NA,NA,166.8,NA,96.78,24.4,1.385,434,443
NA,2024-05-28T14:30:00Z,NA,1.79,NA,NA,NA,148.1,NA,96.77,24.6,1.304,434,442
NA,2024-05-28T14:45:00Z,NA,1.74,NA,NA,NA,137.3,NA,96.77,24.5,1.337,434,443
NA,2024-05-28T15:00:00Z,NA,1.74,NA,NA,NA,131.7,NA,96.78,24.3,1.295,434,443
NA,2024-05-28T15:15:00Z,NA,1.65,NA,NA,NA,119,NA,96.79,24,1.338,434,443
NA,2024-05-28T15:30:00Z,NA,1.69,NA,NA,NA,148.3,NA,96.78,24.5,1.378,433,443
NA,2024-05-28T15:45:00Z,NA,1.71,NA,NA,NA,136.4,NA,96.77,25,1.449,433,443
NA,2024-05-28T16:00:00Z,NA,1.74,NA,NA,NA,131.8,NA,96.77,24.8,1.375,433,442
NA,2024-05-28T16:15:00Z,NA,1.75,NA,NA,NA,152.3,NA,96.76,24.7,1.352,433,442
NA,2024-05-28T16:30:00Z,NA,1.73,NA,NA,NA,124.1,NA,96.75,24.8,1.403,432,442
NA,2024-05-28T16:45:00Z,NA,1.7,NA,NA,NA,139.2,NA,96.76,24.7,1.412,434,442
NA,2024-05-28T17:00:00Z,NA,1.67,NA,NA,NA,135.1,NA,96.77,24.6,1.426,434,442
NA,2024-05-28T17:15:00Z,NA,1.65,NA,NA,NA,91.9,NA,96.79,24.3,1.381,434,443
NA,2024-05-28T17:30:00Z,NA,1.59,NA,NA,NA,447.9,NA,96.8,24.3,1.454,433,443
NA,2024-05-28T17:45:00Z,NA,1.57,NA,NA,NA,193.7,NA,96.79,24.3,1.469,434,443
NA,2024-05-28T18:00:00Z,NA,1.5,NA,NA,NA,130.6,NA,96.78,24.1,1.501,434,443
NA,2024-05-28T18:15:00Z,NA,1.5,NA,NA,NA,85.9,NA,96.77,24,1.475,434,443
NA,2024-05-28T18:30:00Z,NA,1.5,NA,NA,NA,76.4,NA,96.76,23.8,1.448,434,443
NA,2024-05-28T18:45:00Z,NA,1.52,NA,NA,NA,60.8,NA,96.77,23.8,1.421,433,443
NA,2024-05-28T19:00:00Z,NA,1.5,NA,NA,NA,21.1,NA,96.76,23.4,1.376,435,443
NA,2024-05-28T19:15:00Z,NA,1.48,NA,NA,NA,84.8,NA,96.78,23.4,1.396,434,443
NA,2024-05-28T19:30:00Z,NA,1.47,NA,NA,NA,49.3,NA,96.79,23.5,1.416,435,443
NA,2024-05-28T19:45:00Z,NA,1.43,NA,NA,NA,29.1,NA,96.81,23.3,1.421,435,443
NA,2024-05-28T20:00:00Z,NA,1.4,NA,NA,NA,27.5,NA,96.81,23,1.403,435,443
NA,2024-05-28T20:15:00Z,NA,1.38,NA,NA,NA,18.9,NA,96.83,22.7,1.378,435,443
NA,2024-05-28T20:30:00Z,NA,1.33,NA,NA,NA,15,NA,96.84,22.4,1.372,435,444
NA,2024-05-28T20:45:00Z,NA,1.28,NA,NA,NA,4.4,NA,96.84,22,1.365,435,444
NA,2024-05-28T21:00:00Z,NA,1.25,NA,NA,NA,0,NA,96.85,21.8,1.35,435,444
NA,2024-05-28T21:15:00Z,NA,1.22,NA,NA,NA,0,NA,96.85,21.5,1.347,436,444
NA,2024-05-28T21:30:00Z,NA,1.18,NA,NA,NA,0,NA,96.87,21.4,1.357,436,444
NA,2024-05-28T21:45:00Z,NA,1.13,NA,NA,NA,0,NA,96.88,21,1.36,436,444
NA,2024-05-28T22:00:00Z,NA,1.1,NA,NA,NA,0,NA,96.9,20.8,1.36,436,444
NA,2024-05-28T22:15:00Z,NA,1.09,NA,NA,NA,0,NA,96.93,20.7,1.355,436,444
NA,2024-05-28T22:30:00Z,NA,1.05,NA,NA,NA,0,NA,96.95,20.5,1.363,436,444
NA,2024-05-28T22:45:00Z,NA,0.91,NA,NA,NA,0,NA,96.97,19.8,1.401,437,445
NA,2024-05-28T23:00:00Z,NA,0.79,NA,NA,NA,0,NA,96.97,19.1,1.42,437,445
NA,2024-05-28T23:15:00Z,NA,0.74,NA,NA,NA,0,NA,96.98,18.6,1.4,437,445
NA,2024-05-28T23:30:00Z,NA,0.69,NA,NA,NA,0,NA,96.98,18.4,1.416,437,446
NA,2024-05-28T23:45:00Z,NA,0.65,NA,NA,NA,0,NA,96.97,18,1.414,437,446
NA,2024-05-29T00:00:00Z,NA,0.57,NA,NA,NA,0,NA,96.97,17.7,1.452,438,446
NA,2024-05-29T00:15:00Z,NA,0.56,NA,NA,NA,0,NA,96.96,17.3,1.422,438,446
NA,2024-05-29T00:30:00Z,NA,0.54,NA,NA,NA,0,NA,96.94,17.1,1.414,438,446
NA,2024-05-29T00:45:00Z,NA,0.54,NA,NA,NA,0,NA,96.92,17,1.387,438,446
NA,2024-05-29T01:00:00Z,NA,0.47,NA,NA,NA,0,NA,96.9,16.5,1.406,438,447
NA,2024-05-29T01:15:00Z,NA,0.38,NA,NA,NA,0,NA,96.9,15.9,1.424,439,447
NA,2024-05-29T01:30:00Z,NA,0.33,NA,NA,NA,0,NA,96.89,15.5,1.428,439,448
NA,2024-05-29T01:45:00Z,NA,0.28,NA,NA,NA,0,NA,96.88,15.3,1.457,439,448
NA,2024-05-29T02:00:00Z,NA,0.27,NA,NA,NA,0,NA,96.88,15.2,1.459,439,448
NA,2024-05-29T02:15:00Z,NA,0.26,NA,NA,NA,0,NA,96.88,15.1,1.456,439,448
NA,2024-05-29T02:30:00Z,NA,0.23,NA,NA,NA,0,NA,96.89,14.8,1.455,440,449
NA,2024-05-29T02:45:00Z,NA,0.2,NA,NA,NA,0,NA,96.87,14.6,1.456,440,449
NA,2024-05-29T03:00:00Z,NA,0.18,NA,NA,NA,0,NA,96.88,14.2,1.442,440,449
NA,2024-05-29T03:15:00Z,NA,0.15,NA,NA,NA,0,NA,96.9,14,1.446,440,450
NA,2024-05-29T03:30:00Z,NA,0.13,NA,NA,NA,0,NA,96.91,13.9,1.454,440,450
NA,2024-05-29T03:45:00Z,NA,0.18,NA,NA,NA,0,NA,96.92,14.2,1.44,440,449
NA,2024-05-29T04:00:00Z,NA,0.23,NA,NA,NA,0,NA,96.92,14.5,1.424,440,449
NA,2024-05-29T04:15:00Z,NA,0.24,NA,NA,NA,0,NA,96.93,14.6,1.423,440,449
NA,2024-05-29T04:30:00Z,NA,0.22,NA,NA,NA,0,NA,96.93,14.4,1.418,440,449
NA,2024-05-29T04:45:00Z,NA,0.22,NA,NA,NA,0,NA,96.92,14.3,1.41,440,449
NA,2024-05-29T05:00:00Z,NA,0.21,NA,NA,NA,0,NA,96.91,14.2,1.405,440,449
NA,2024-05-29T05:15:00Z,NA,0.21,NA,NA,NA,0,NA,96.91,14.2,1.403,440,449
NA,2024-05-29T05:30:00Z,NA,0.21,NA,NA,NA,0,NA,96.9,14.2,1.403,440,449
NA,2024-05-29T05:45:00Z,NA,0.21,NA,NA,NA,0,NA,96.9,14.1,1.401,440,449
NA,2024-05-29T06:00:00Z,NA,0.19,NA,NA,NA,0,NA,96.89,13.9,1.398,440,449
NA,2024-05-29T06:15:00Z,NA,0.21,NA,NA,NA,0,NA,96.9,14.1,1.398,440,449
NA,2024-05-29T06:30:00Z,NA,0.18,NA,NA,NA,1.3,NA,96.94,13.7,1.388,440,449
NA,2024-05-29T06:45:00Z,NA,0.18,NA,NA,NA,8.8,NA,96.98,13.8,1.395,440,449
NA,2024-05-29T07:00:00Z,NA,0.19,NA,NA,NA,13,NA,97,13.8,1.395,440,449
NA,2024-05-29T07:15:00Z,NA,0.2,NA,NA,NA,17.4,NA,97.01,14,1.402,440,449
NA,2024-05-29T07:30:00Z,NA,0.21,NA,NA,NA,22.3,NA,97.05,14.3,1.415,440,449
NA,2024-05-29T07:45:00Z,NA,0.22,NA,NA,NA,31.7,NA,97.09,14.4,1.424,440,449
NA,2024-05-29T08:00:00Z,NA,0.24,NA,NA,NA,37.7,NA,97.1,14.7,1.437,440,449
NA,2024-05-29T08:15:00Z,NA,0.27,NA,NA,NA,48.5,NA,97.09,15.1,1.45,439,449
NA,2024-05-29T08:30:00Z,NA,0.3,NA,NA,NA,60.2,NA,97.09,15.6,1.468,439,448
NA,2024-05-29T08:45:00Z,NA,0.32,NA,NA,NA,74.9,NA,97.11,15.9,1.484,439,448
NA,2024-05-29T09:00:00Z,NA,0.34,NA,NA,NA,87.3,NA,97.12,16.2,1.503,439,448
NA,2024-05-29T09:15:00Z,NA,0.37,NA,NA,NA,136.4,NA,97.12,16.7,1.533,438,447
NA,2024-05-29T09:30:00Z,NA,0.44,NA,NA,NA,129.5,NA,97.12,17.2,1.519,437,447
NA,2024-05-29T09:45:00Z,NA,0.51,NA,NA,NA,129.6,NA,97.14,17.8,1.52,437,447
NA,2024-05-29T10:00:00Z,NA,0.6,NA,NA,NA,141.5,NA,97.15,18.3,1.501,437,446
NA,2024-05-29T10:15:00Z,NA,0.7,NA,NA,NA,157.8,NA,97.16,18.7,1.459,437,444
NA,2024-05-29T10:30:00Z,NA,0.78,NA,NA,NA,175.2,NA,97.15,19,1.421,436,445
NA,2024-05-29T10:45:00Z,NA,0.8,NA,NA,NA,189.1,NA,97.15,18.9,1.382,436,445
NA,2024-05-29T11:00:00Z,NA,0.9,NA,NA,NA,314.6,NA,97.13,19.6,1.381,436,445
NA,2024-05-29T11:15:00Z,NA,0.99,NA,NA,NA,216.1,NA,97.13,20,1.35,435,444
NA,2024-05-29T11:30:00Z,NA,1.06,NA,NA,NA,186,NA,97.13,20.1,1.292,435,444
NA,2024-05-29T11:45:00Z,NA,1.17,NA,NA,NA,325,NA,97.14,20.3,1.217,435,443
NA,2024-05-29T12:00:00Z,NA,1.16,NA,NA,NA,187.9,NA,97.14,20.6,1.255,435,444
NA,2024-05-29T12:15:00Z,NA,1.24,NA,NA,NA,173.8,NA,97.15,20.4,1.161,435,443
NA,2024-05-29T12:30:00Z,NA,1.3,NA,NA,NA,178.3,NA,97.13,20.6,1.121,435,443
NA,2024-05-29T12:45:00Z,NA,1.37,NA,NA,NA,217.3,NA,97.13,21,1.115,435,443
NA,2024-05-29T13:00:00Z,NA,1.34,NA,NA,NA,230.7,NA,97.14,21.2,1.169,434,443
NA,2024-05-29T13:15:00Z,NA,1.43,NA,NA,NA,198.9,NA,97.13,21.6,1.156,434,442
NA,2024-05-29T13:30:00Z,NA,1.41,NA,NA,NA,283.1,NA,97.14,21.6,1.173,434,442
NA,2024-05-29T13:45:00Z,NA,1.42,NA,NA,NA,297,NA,97.14,21.2,1.099,434,443
NA,2024-05-29T14:00:00Z,NA,1.38,NA,NA,NA,108.2,NA,97.14,21.1,1.116,435,443
NA,2024-05-29T14:15:00Z,NA,1.31,NA,NA,NA,141.2,NA,97.14,20.7,1.127,434,443
NA,2024-05-29T14:30:00Z,NA,1.4,NA,NA,NA,137.5,NA,97.13,21.6,1.177,435,443
NA,2024-05-29T14:45:00Z,NA,1.45,NA,NA,NA,171.8,NA,97.13,21.7,1.139,434,443
NA,2024-05-29T15:00:00Z,NA,1.42,NA,NA,NA,126.7,NA,97.13,21.7,1.179,434,442
NA,2024-05-29T15:15:00Z,NA,1.34,NA,NA,NA,107.8,NA,97.13,20.9,1.121,435,443
NA,2024-05-29T15:30:00Z,NA,1.3,NA,NA,NA,138.4,NA,97.12,20.8,1.158,434,443
NA,2024-05-29T15:45:00Z,NA,1.34,NA,NA,NA,130.4,NA,97.12,21,1.148,434,442
NA,2024-05-29T16:00:00Z,NA,1.31,NA,NA,NA,89,NA,97.11,20.9,1.167,435,443
NA,2024-05-29T16:15:00Z,NA,1.32,NA,NA,NA,161.7,NA,97.1,21.1,1.178,434,442
NA,2024-05-29T16:30:00Z,NA,1.25,NA,NA,NA,82.4,NA,97.1,20.4,1.141,435,443
NA,2024-05-29T16:45:00Z,NA,1.15,NA,NA,NA,97.2,NA,97.11,19.8,1.165,435,443
NA,2024-05-29T17:00:00Z,NA,1.1,NA,NA,NA,113.5,NA,97.12,19.8,1.219,435,443
NA,2024-05-29T17:15:00Z,NA,1.03,NA,NA,NA,81.3,NA,97.12,19.5,1.243,436,444
NA,2024-05-29T17:30:00Z,NA,0.89,NA,NA,NA,100.7,NA,97.15,18.8,1.273,436,444
NA,2024-05-29T17:45:00Z,NA,0.83,NA,NA,NA,69.6,NA,97.17,18.6,1.314,436,444
NA,2024-05-29T18:00:00Z,NA,0.8,NA,NA,NA,65,NA,97.17,18.2,1.296,436,444
NA,2024-05-29T18:15:00Z,NA,0.84,NA,NA,NA,96.3,NA,97.17,18.6,1.3,435,444
NA,2024-05-29T18:30:00Z,NA,0.87,NA,NA,NA,74,NA,97.18,18.7,1.28,435,444
NA,2024-05-29T18:45:00Z,NA,0.86,NA,NA,NA,57.3,NA,97.19,18.4,1.252,436,444
NA,2024-05-29T19:00:00Z,NA,0.81,NA,NA,NA,72.1,NA,97.2,18.3,1.292,436,444
NA,2024-05-29T19:15:00Z,NA,0.79,NA,NA,NA,141.2,NA,97.21,18.4,1.32,435,444
NA,2024-05-29T19:30:00Z,NA,0.8,NA,NA,NA,51.6,NA,97.23,18.3,1.3,436,444
NA,2024-05-29T19:45:00Z,NA,0.8,NA,NA,NA,48.5,NA,97.25,18.1,1.271,436,444
NA,2024-05-29T20:00:00Z,NA,0.76,NA,NA,NA,36.8,NA,97.26,17.9,1.286,437,445
NA,2024-05-29T20:15:00Z,NA,0.73,NA,NA,NA,23.4,NA,97.27,17.6,1.29,437,445
NA,2024-05-29T20:30:00Z,NA,0.7,NA,NA,NA,11,NA,97.27,17.4,1.287,437,445
NA,2024-05-29T20:45:00Z,NA,0.66,NA,NA,NA,4.2,NA,97.27,17.1,1.292,437,445
NA,2024-05-29T21:00:00Z,NA,0.63,NA,NA,NA,0,NA,97.27,16.8,1.29,438,446
NA,2024-05-29T21:15:00Z,NA,0.59,NA,NA,NA,0,NA,97.28,16.6,1.296,438,446
NA,2024-05-29T21:30:00Z,NA,0.56,NA,NA,NA,0,NA,97.29,16.3,1.293,438,446
NA,2024-05-29T21:45:00Z,NA,0.55,NA,NA,NA,0,NA,97.3,16.2,1.29,438,446
NA,2024-05-29T22:00:00Z,NA,0.53,NA,NA,NA,0,NA,97.31,16,1.291,438,446
NA,2024-05-29T22:15:00Z,NA,0.49,NA,NA,NA,0,NA,97.33,15.7,1.297,438,446
NA,2024-05-29T22:30:00Z,NA,0.46,NA,NA,NA,0,NA,97.34,15.4,1.292,438,447
NA,2024-05-29T22:45:00Z,NA,0.42,NA,NA,NA,0,NA,97.33,15.1,1.299,439,447
NA,2024-05-29T23:00:00Z,NA,0.38,NA,NA,NA,0,NA,97.33,14.7,1.292,439,447
NA,2024-05-29T23:15:00Z,NA,0.31,NA,NA,NA,0,NA,97.32,14.1,1.304,439,448
NA,2024-05-29T23:30:00Z,NA,0.22,NA,NA,NA,0,NA,97.31,13.4,1.316,440,449
NA,2024-05-29T23:45:00Z,NA,0.2,NA,NA,NA,0,NA,97.32,13.2,1.32,440,449
NA,2024-05-30T00:00:00Z,NA,0.21,NA,NA,NA,0,NA,97.33,13.3,1.315,440,449
NA,2024-05-30T00:15:00Z,NA,0.2,NA,NA,NA,0,NA,97.33,13.2,1.312,440,449
NA,2024-05-30T00:30:00Z,NA,0.18,NA,NA,NA,0,NA,97.35,13,1.323,440,450
NA,2024-05-30T00:45:00Z,NA,0.14,NA,NA,NA,0,NA,97.35,12.6,1.325,440,450
NA,2024-05-30T01:00:00Z,NA,0.11,NA,NA,NA,0,NA,97.36,12.2,1.309,441,451
NA,2024-05-30T01:15:00Z,NA,0.09,NA,NA,NA,0,NA,97.37,11.9,1.307,441,451
NA,2024-05-30T01:30:00Z,NA,0.08,NA,NA,NA,0,NA,97.36,12,1.32,441,451
NA,2024-05-30T01:45:00Z,NA,0.08,NA,NA,NA,0,NA,97.36,12,1.319,441,451
NA,2024-05-30T02:00:00Z,NA,0.09,NA,NA,NA,0,NA,97.36,12,1.318,441,451
NA,2024-05-30T02:15:00Z,NA,0.09,NA,NA,NA,0,NA,97.34,11.9,1.303,441,451
NA,2024-05-30T02:30:00Z,NA,0.08,NA,NA,NA,0,NA,97.34,11.7,1.291,441,452
NA,2024-05-30T02:45:00Z,NA,0.07,NA,NA,NA,0,NA,97.33,11.4,1.277,441,452
NA,2024-05-30T03:00:00Z,NA,0.06,NA,NA,NA,0,NA,97.32,11.1,1.261,442,453
NA,2024-05-30T03:15:00Z,NA,0.04,NA,NA,NA,0,NA,97.31,10.8,1.255,442,453
NA,2024-05-30T03:30:00Z,NA,0.04,NA,NA,NA,0,NA,97.29,10.8,1.259,442,453
NA,2024-05-30T03:45:00Z,NA,0.03,NA,NA,NA,0,NA,97.29,10.8,1.259,442,453
NA,2024-05-30T04:00:00Z,NA,0.03,NA,NA,NA,0,NA,97.3,10.6,1.248,442,453
NA,2024-05-30T04:15:00Z,NA,0.03,NA,NA,NA,0,NA,97.31,10.5,1.237,442,454
NA,2024-05-30T04:30:00Z,NA,0.03,NA,NA,NA,0,NA,97.3,10.4,1.229,442,454
NA,2024-05-30T04:45:00Z,NA,0.03,NA,NA,NA,0,NA,97.3,10.1,1.21,442,454
NA,2024-05-30T05:00:00Z,NA,0.02,NA,NA,NA,0,NA,97.31,10.1,1.214,442,455
NA,2024-05-30T05:15:00Z,NA,0.02,NA,NA,NA,0,NA,97.32,10,1.201,442,455
NA,2024-05-30T05:30:00Z,NA,0.02,NA,NA,NA,0,NA,97.32,9.9,1.201,442,455
NA,2024-05-30T05:45:00Z,NA,0.02,NA,NA,NA,0,NA,97.33,9.8,1.194,442,455
NA,2024-05-30T06:00:00Z,NA,0.02,NA,NA,NA,0,NA,97.33,9.8,1.191,443,456
NA,2024-05-30T06:15:00Z,NA,0.01,NA,NA,NA,0,NA,97.33,9.6,1.184,443,456
NA,2024-05-30T06:30:00Z,NA,0.01,NA,NA,NA,1.3,NA,97.34,9.6,1.177,443,456
NA,2024-05-30T06:45:00Z,NA,0.02,NA,NA,NA,8.2,NA,97.35,9.6,1.177,442,456
NA,2024-05-30T07:00:00Z,NA,0.01,NA,NA,NA,13,NA,97.36,9.6,1.177,442,455
NA,2024-05-30T07:15:00Z,NA,0.01,NA,NA,NA,17.2,NA,97.38,9.6,1.178,442,454
NA,2024-05-30T07:30:00Z,NA,0.02,NA,NA,NA,22.5,NA,97.39,9.8,1.195,442,454
NA,2024-05-30T07:45:00Z,NA,0.01,NA,NA,NA,30.2,NA,97.41,10.1,1.223,442,454
NA,2024-05-30T08:00:00Z,NA,0.02,NA,NA,NA,40.1,NA,97.43,10.6,1.261,441,453
NA,2024-05-30T08:15:00Z,NA,0.01,NA,NA,NA,49.8,NA,97.43,11.2,1.31,441,451
NA,2024-05-30T08:30:00Z,NA,0.02,NA,NA,NA,62.3,NA,97.44,11.9,1.368,441,450
NA,2024-05-30T08:45:00Z,NA,0.06,NA,NA,NA,71.8,NA,97.45,12.8,1.42,440,450
NA,2024-05-30T09:00:00Z,NA,0.1,NA,NA,NA,85.9,NA,97.47,13.7,1.46,440,450
NA,2024-05-30T09:15:00Z,NA,0.16,NA,NA,NA,127.8,NA,97.49,14.2,1.466,440,449
NA,2024-05-30T09:30:00Z,NA,0.23,NA,NA,NA,130.2,NA,97.5,15.1,1.491,439,448
NA,2024-05-30T09:45:00Z,NA,0.3,NA,NA,NA,129.3,NA,97.51,16.3,1.547,437,448
NA,2024-05-30T10:00:00Z,NA,0.44,NA,NA,NA,170.3,NA,97.52,17.2,1.52,438,448
NA,2024-05-30T10:15:00Z,NA,0.44,NA,NA,NA,168.5,NA,97.51,17.2,1.523,438,447
NA,2024-05-30T10:30:00Z,NA,0.52,NA,NA,NA,186.4,NA,97.5,17.8,1.517,437,446
NA,2024-05-30T10:45:00Z,NA,0.54,NA,NA,NA,215.7,NA,97.5,17.9,1.513,437,446
NA,2024-05-30T11:00:00Z,NA,0.55,NA,NA,NA,229.8,NA,97.5,17.9,1.499,437,446
NA,2024-05-30T11:15:00Z,NA,0.63,NA,NA,NA,166.1,NA,97.51,18.7,1.524,437,445
NA,2024-05-30T11:30:00Z,NA,0.65,NA,NA,NA,182.7,NA,97.51,19,1.549,436,445
NA,2024-05-30T11:45:00Z,NA,0.74,NA,NA,NA,236.4,NA,97.5,20,1.6,434,443
NA,2024-05-30T12:00:00Z,NA,0.9,NA,NA,NA,243.2,NA,97.49,20.8,1.558,435,443
NA,2024-05-30T12:15:00Z,NA,0.85,NA,NA,NA,213.3,NA,97.48,19.9,1.465,436,444
NA,2024-05-30T12:30:00Z,NA,0.89,NA,NA,NA,142.1,NA,97.46,19.9,1.432,436,445
NA,2024-05-30T12:45:00Z,NA,0.85,NA,NA,NA,191.7,NA,97.46,19.7,1.441,436,445
NA,2024-05-30T13:00:00Z,NA,0.94,NA,NA,NA,237.1,NA,97.43,20.7,1.505,435,444
NA,2024-05-30T13:15:00Z,NA,1.03,NA,NA,NA,206.5,NA,97.42,20.7,1.411,435,444
NA,2024-05-30T13:30:00Z,NA,1.05,NA,NA,NA,130,NA,97.41,20.8,1.399,436,444
NA,2024-05-30T13:45:00Z,NA,1.02,NA,NA,NA,252.1,NA,97.4,20.4,1.37,435,443
NA,2024-05-30T14:00:00Z,NA,0.99,NA,NA,NA,96.9,NA,97.41,20.4,1.408,436,444
NA,2024-05-30T14:15:00Z,NA,0.95,NA,NA,NA,101.1,NA,97.41,19.8,1.361,436,444
NA,2024-05-30T14:30:00Z,NA,0.96,NA,NA,NA,125.8,NA,97.4,20.4,1.442,435,444
NA,2024-05-30T14:45:00Z,NA,1.09,NA,NA,NA,89.4,NA,97.4,20.8,1.359,436,444
NA,2024-05-30T15:00:00Z,NA,1.09,NA,NA,NA,150.5,NA,97.4,20.6,1.334,434,443
NA,2024-05-30T15:15:00Z,NA,1.18,NA,NA,NA,87.9,NA,97.36,21.2,1.327,436,444
NA,2024-05-30T15:30:00Z,NA,1.05,NA,NA,NA,112.8,NA,97.37,20.4,1.344,435,444
