...1,Timestamp,Air TempC.x,VPD.x,Vapor Pressure.x,Atmos Pressure.x,Solar,Wetness Level 1,Wetness Level 2,Air TempC.y,Atmos Pressure.y,VPD.y,Vapor Pressure.y,Atmos.Pressure,Air.TempC,VPD,Vapor.Pressure,Wetness.Level.1,Wetness.Level.2
1441,2024-04-25T04:45:00Z,NA,NA,NA,NA,0,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,2024-04-25T05:00:00Z,NA,NA,NA,NA,0,450,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1443,2024-04-25T05:15:00Z,NA,NA,NA,NA,0,450,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,2024-04-25T05:30:00Z,NA,NA,NA,NA,0,450,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,2024-04-25T05:45:00Z,NA,NA,NA,NA,0,451,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1446,2024-04-25T06:00:00Z,NA,NA,NA,NA,0,451,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,2024-04-25T06:15:00Z,NA,NA,NA,NA,0,452,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,2024-04-25T06:30:00Z,NA,NA,NA,NA,0,453,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,2024-04-25T06:45:00Z,NA,NA,NA,NA,0,453,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,2024-04-25T07:00:00Z,NA,NA,NA,NA,5.9,453,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,2024-04-25T07:15:00Z,NA,NA,NA,NA,12.5,452,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1452,2024-04-25T07:30:00Z,NA,NA,NA,NA,18.3,451,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1453,2024-04-25T07:45:00Z,NA,NA,NA,NA,71.2,450,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1454,2024-04-25T08:00:00Z,NA,NA,NA,NA,78.2,450,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,2024-04-25T08:15:00Z,NA,NA,NA,NA,80.9,450,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,2024-04-25T08:30:00Z,NA,NA,NA,NA,90.1,450,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,2024-04-25T08:45:00Z,NA,NA,NA,NA,96.9,450,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,2024-04-25T09:00:00Z,NA,NA,NA,NA,106,450,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,2024-04-25T09:15:00Z,NA,NA,NA,NA,114.4,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,2024-04-25T09:30:00Z,NA,NA,NA,NA,123.2,449,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1461,2024-04-25T09:45:00Z,NA,NA,NA,NA,124.7,449,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462,2024-04-25T10:00:00Z,NA,NA,NA,NA,122.5,449,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1463,2024-04-25T10:15:00Z,NA,NA,NA,NA,183.5,449,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1464,2024-04-25T10:30:00Z,NA,NA,NA,NA,312.9,449,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,2024-04-25T10:45:00Z,NA,NA,NA,NA,342.6,448,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,2024-04-25T11:00:00Z,NA,NA,NA,NA,543.1,448,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,2024-04-25T11:15:00Z,NA,NA,NA,NA,518,447,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1468,2024-04-25T11:30:00Z,NA,NA,NA,NA,429,446,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,2024-04-25T11:45:00Z,NA,NA,NA,NA,315.5,447,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,2024-04-25T12:00:00Z,NA,NA,NA,NA,442.4,446,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1471,2024-04-25T12:15:00Z,NA,NA,NA,NA,655.3,446,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,2024-04-25T12:30:00Z,NA,NA,NA,NA,589.2,445,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,2024-04-25T12:45:00Z,NA,NA,NA,NA,453.6,445,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,2024-04-25T13:00:00Z,NA,NA,NA,NA,966.6,445,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,2024-04-25T13:15:00Z,NA,NA,NA,NA,703.7,444,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,2024-04-25T13:30:00Z,NA,NA,NA,NA,644.5,444,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,2024-04-25T13:45:00Z,NA,NA,NA,NA,851.3,443,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,2024-04-25T14:00:00Z,NA,NA,NA,NA,1070.6,441,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,2024-04-25T14:15:00Z,NA,NA,NA,NA,889.3,441,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,2024-04-25T14:30:00Z,NA,NA,NA,NA,515.8,441,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,2024-04-25T14:45:00Z,NA,NA,NA,NA,658.4,440,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,2024-04-25T15:00:00Z,NA,NA,NA,NA,457,441,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,2024-04-25T15:15:00Z,NA,NA,NA,NA,294.6,441,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,2024-04-25T15:30:00Z,NA,NA,NA,NA,381.6,439,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,2024-04-25T15:45:00Z,NA,NA,NA,NA,429.7,440,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,2024-04-25T16:00:00Z,NA,NA,NA,NA,526.2,440,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,2024-04-25T16:15:00Z,NA,NA,NA,NA,706.4,439,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,2024-04-25T16:30:00Z,NA,NA,NA,NA,729.1,440,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,2024-04-25T16:45:00Z,NA,NA,NA,NA,470.9,440,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,2024-04-25T17:00:00Z,NA,NA,NA,NA,231.3,440,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,2024-04-25T17:15:00Z,NA,NA,NA,NA,299,439,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,2024-04-25T17:30:00Z,NA,NA,NA,NA,155.5,439,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,2024-04-25T17:45:00Z,NA,NA,NA,NA,154,439,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,2024-04-25T18:00:00Z,NA,NA,NA,NA,123.8,439,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,2024-04-25T18:15:00Z,NA,NA,NA,NA,111.3,439,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,2024-04-25T18:30:00Z,NA,NA,NA,NA,121.4,438,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,2024-04-25T18:45:00Z,NA,NA,NA,NA,180.9,440,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,2024-04-25T19:00:00Z,NA,NA,NA,NA,104.4,440,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,2024-04-25T19:15:00Z,NA,NA,NA,NA,63.9,441,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,2024-04-25T19:30:00Z,NA,NA,NA,NA,40.1,441,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,2024-04-25T19:45:00Z,NA,NA,NA,NA,27.1,441,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,2024-04-25T20:00:00Z,NA,NA,NA,NA,18.5,441,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,2024-04-25T20:15:00Z,NA,NA,NA,NA,5.5,442,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,2024-04-25T20:30:00Z,NA,NA,NA,NA,0,442,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,2024-04-25T20:45:00Z,NA,NA,NA,NA,0,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,2024-04-25T21:00:00Z,NA,NA,NA,NA,0,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,2024-04-25T21:15:00Z,NA,NA,NA,NA,0,443,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,2024-04-25T21:30:00Z,NA,NA,NA,NA,0,444,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,2024-04-25T21:45:00Z,NA,NA,NA,NA,0,444,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,2024-04-25T22:00:00Z,NA,NA,NA,NA,0,444,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,2024-04-25T22:15:00Z,NA,NA,NA,NA,0,444,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,2024-04-25T22:30:00Z,NA,NA,NA,NA,0,445,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,2024-04-25T22:45:00Z,NA,NA,NA,NA,0,445,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,2024-04-25T23:00:00Z,NA,NA,NA,NA,0,445,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,2024-04-25T23:15:00Z,NA,NA,NA,NA,0,445,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,2024-04-25T23:30:00Z,NA,NA,NA,NA,0,445,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,2024-04-25T23:45:00Z,NA,NA,NA,NA,0,446,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,2024-04-26T00:00:00Z,NA,NA,NA,NA,0,446,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,2024-04-26T00:15:00Z,NA,NA,NA,NA,0,446,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,2024-04-26T00:30:00Z,NA,NA,NA,NA,0,446,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,2024-04-26T00:45:00Z,NA,NA,NA,NA,0,446,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,2024-04-26T01:00:00Z,NA,NA,NA,NA,0,446,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,2024-04-26T01:15:00Z,NA,NA,NA,NA,0,447,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,2024-04-26T01:30:00Z,NA,NA,NA,NA,0,447,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,2024-04-26T01:45:00Z,NA,NA,NA,NA,0,447,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,2024-04-26T02:00:00Z,NA,NA,NA,NA,0,447,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,2024-04-26T02:15:00Z,NA,NA,NA,NA,0,447,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,2024-04-26T02:30:00Z,NA,NA,NA,NA,0,448,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,2024-04-26T02:45:00Z,NA,NA,NA,NA,0,448,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,2024-04-26T03:00:00Z,NA,NA,NA,NA,0,448,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,2024-04-26T03:15:00Z,NA,NA,NA,NA,0,448,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,2024-04-26T03:30:00Z,NA,NA,NA,NA,0,448,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,2024-04-26T03:45:00Z,NA,NA,NA,NA,0,448,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,2024-04-26T04:00:00Z,NA,NA,NA,NA,0,448,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,2024-04-26T04:15:00Z,NA,NA,NA,NA,0,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,2024-04-26T04:30:00Z,NA,NA,NA,NA,0,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,2024-04-26T04:45:00Z,NA,NA,NA,NA,0,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,2024-04-26T05:00:00Z,NA,NA,NA,NA,0,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,2024-04-26T05:15:00Z,NA,NA,NA,NA,0,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,2024-04-26T05:30:00Z,NA,NA,NA,NA,0,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,2024-04-26T05:45:00Z,NA,NA,NA,NA,0,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,2024-04-26T06:00:00Z,NA,NA,NA,NA,0,449,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,2024-04-26T06:15:00Z,NA,NA,NA,NA,0,450,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,2024-04-26T06:30:00Z,NA,NA,NA,NA,0,450,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,2024-04-26T06:45:00Z,NA,NA,NA,NA,0,450,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,2024-04-26T07:00:00Z,NA,NA,NA,NA,5.5,450,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,2024-04-26T07:15:00Z,NA,NA,NA,NA,16.1,450,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,2024-04-26T07:30:00Z,NA,NA,NA,NA,33,450,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,2024-04-26T07:45:00Z,NA,NA,NA,NA,97,449,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,2024-04-26T08:00:00Z,NA,NA,NA,NA,96.5,448,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,2024-04-26T08:15:00Z,NA,NA,NA,NA,80.2,448,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,2024-04-26T08:30:00Z,NA,NA,NA,NA,86.8,448,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,2024-04-26T08:45:00Z,NA,NA,NA,NA,118.5,448,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,2024-04-26T09:00:00Z,NA,NA,NA,NA,152.2,447,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,2024-04-26T09:15:00Z,NA,NA,NA,NA,151.8,447,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,2024-04-26T09:30:00Z,NA,NA,NA,NA,167,446,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,2024-04-26T09:45:00Z,NA,NA,NA,NA,193,445,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,2024-04-26T10:00:00Z,NA,NA,NA,NA,161.9,445,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,2024-04-26T10:15:00Z,NA,NA,NA,NA,206.5,445,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,2024-04-26T10:30:00Z,NA,NA,NA,NA,267.3,444,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,2024-04-26T10:45:00Z,NA,NA,NA,NA,390.2,444,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1562,2024-04-26T11:00:00Z,NA,NA,NA,NA,519.8,444,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,2024-04-26T11:15:00Z,NA,NA,NA,NA,390.2,443,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,2024-04-26T11:30:00Z,NA,NA,NA,NA,321.2,443,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,2024-04-26T11:45:00Z,NA,NA,NA,NA,345.7,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,2024-04-26T12:00:00Z,NA,NA,NA,NA,253.6,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,2024-04-26T12:15:00Z,NA,NA,NA,NA,308.2,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,2024-04-26T12:30:00Z,NA,NA,NA,NA,289.9,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,2024-04-26T12:45:00Z,NA,NA,NA,NA,570.2,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,2024-04-26T13:00:00Z,NA,NA,NA,NA,501.2,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,2024-04-26T13:15:00Z,NA,NA,NA,NA,376.3,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,2024-04-26T13:30:00Z,NA,NA,NA,NA,572.4,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,2024-04-26T13:45:00Z,NA,NA,NA,NA,754.2,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,2024-04-26T14:00:00Z,NA,NA,NA,NA,435.6,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,2024-04-26T14:15:00Z,NA,NA,NA,NA,349.7,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1576,2024-04-26T14:30:00Z,NA,NA,NA,NA,190.2,443,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1577,2024-04-26T14:45:00Z,NA,NA,NA,NA,65.7,444,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,2024-04-26T15:00:00Z,NA,NA,NA,NA,46.5,444,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,2024-04-26T15:15:00Z,NA,NA,NA,NA,51.1,444,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,2024-04-26T15:30:00Z,NA,NA,NA,NA,52.6,444,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,2024-04-26T15:45:00Z,NA,NA,NA,NA,41.7,445,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,2024-04-26T16:00:00Z,NA,NA,NA,NA,33.9,445,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1583,2024-04-26T16:15:00Z,NA,NA,NA,NA,37.7,445,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584,2024-04-26T16:30:00Z,NA,NA,NA,NA,33.3,449,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,2024-04-26T16:45:00Z,NA,NA,NA,NA,26.4,446,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586,2024-04-26T17:00:00Z,NA,NA,NA,NA,41.7,446,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,2024-04-26T17:15:00Z,NA,NA,NA,NA,49.3,446,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,2024-04-26T17:30:00Z,NA,NA,NA,NA,50.5,446,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,2024-04-26T17:45:00Z,NA,NA,NA,NA,39.2,446,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,2024-04-26T18:00:00Z,NA,NA,NA,NA,25.3,446,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,2024-04-26T18:15:00Z,NA,NA,NA,NA,31.9,446,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,2024-04-26T18:30:00Z,NA,NA,NA,NA,33.1,446,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,2024-04-26T18:45:00Z,NA,NA,NA,NA,24,835,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,2024-04-26T19:00:00Z,NA,NA,NA,NA,23.8,738,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,2024-04-26T19:15:00Z,NA,NA,NA,NA,10.8,708,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,2024-04-26T19:30:00Z,NA,NA,NA,NA,16.7,700,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1597,2024-04-26T19:45:00Z,NA,NA,NA,NA,10.6,648,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,2024-04-26T20:00:00Z,NA,NA,NA,NA,0,643,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,2024-04-26T20:15:00Z,NA,NA,NA,NA,0,649,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,2024-04-26T20:30:00Z,NA,NA,NA,NA,0,645,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,2024-04-26T20:45:00Z,NA,NA,NA,NA,0,642,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,2024-04-26T21:00:00Z,NA,NA,NA,NA,0,639,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,2024-04-26T21:15:00Z,NA,NA,NA,NA,0,636,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1604,2024-04-26T21:30:00Z,NA,NA,NA,NA,0,634,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,2024-04-26T21:45:00Z,NA,NA,NA,NA,0,636,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,2024-04-26T22:00:00Z,NA,NA,NA,NA,0,638,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,2024-04-26T22:15:00Z,NA,NA,NA,NA,0,641,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,2024-04-26T22:30:00Z,NA,NA,NA,NA,0,644,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,2024-04-26T22:45:00Z,NA,NA,NA,NA,0,644,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,2024-04-26T23:00:00Z,NA,NA,NA,NA,0,643,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,2024-04-26T23:15:00Z,NA,NA,NA,NA,0,646,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,2024-04-26T23:30:00Z,NA,NA,NA,NA,0,647,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,2024-04-26T23:45:00Z,NA,NA,NA,NA,0,650,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,2024-04-27T00:00:00Z,NA,NA,NA,NA,0,655,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,2024-04-27T00:15:00Z,NA,NA,NA,NA,0,661,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,2024-04-27T00:30:00Z,NA,NA,NA,NA,0,667,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,2024-04-27T00:45:00Z,NA,NA,NA,NA,0,674,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,2024-04-27T01:00:00Z,NA,NA,NA,NA,0,681,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,2024-04-27T01:15:00Z,NA,NA,NA,NA,0,688,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,2024-04-27T01:30:00Z,NA,NA,NA,NA,0,693,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1621,2024-04-27T01:45:00Z,NA,NA,NA,NA,0,701,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1622,2024-04-27T02:00:00Z,NA,NA,NA,NA,0,707,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,2024-04-27T02:15:00Z,NA,NA,NA,NA,0,715,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,2024-04-27T02:30:00Z,NA,NA,NA,NA,0,721,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,2024-04-27T02:45:00Z,NA,NA,NA,NA,0,729,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626,2024-04-27T03:00:00Z,NA,NA,NA,NA,0,736,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,2024-04-27T03:15:00Z,NA,NA,NA,NA,0,744,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1628,2024-04-27T03:30:00Z,NA,NA,NA,NA,0,750,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1629,2024-04-27T03:45:00Z,NA,NA,NA,NA,0,756,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,2024-04-27T04:00:00Z,NA,NA,NA,NA,0,762,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1631,2024-04-27T04:15:00Z,NA,NA,NA,NA,0,768,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632,2024-04-27T04:30:00Z,NA,NA,NA,NA,0,772,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,2024-04-27T04:45:00Z,NA,NA,NA,NA,0,777,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,2024-04-27T05:00:00Z,NA,NA,NA,NA,0,782,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,2024-04-27T05:15:00Z,NA,NA,NA,NA,0,786,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1636,2024-04-27T05:30:00Z,NA,NA,NA,NA,0,790,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,2024-04-27T05:45:00Z,NA,NA,NA,NA,0,794,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,2024-04-27T06:00:00Z,NA,NA,NA,NA,0,798,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,2024-04-27T06:15:00Z,NA,NA,NA,NA,0,802,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,2024-04-27T06:30:00Z,NA,NA,NA,NA,0,806,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,2024-04-27T06:45:00Z,NA,NA,NA,NA,0,809,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,2024-04-27T07:00:00Z,NA,NA,NA,NA,3.7,812,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,2024-04-27T07:15:00Z,NA,NA,NA,NA,10.8,812,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,2024-04-27T07:30:00Z,NA,NA,NA,NA,15,813,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,2024-04-27T07:45:00Z,NA,NA,NA,NA,33.1,812,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,2024-04-27T08:00:00Z,NA,NA,NA,NA,56.8,806,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
