...1,Timestamp,VPD,Air TempC,Atmos Pressure,Vapor Pressure,Solar,Wetness Level 1,Wetness Level 2,Atmos.Pressure,Air.TempC,Vapor.Pressure,Wetness.Level.1,Wetness.Level.2
NA,2024-06-07T07:15:00Z,0,NA,NA,NA,20.3,NA,NA,97.83,14.4,1.636,682,466
NA,2024-06-07T07:30:00Z,0,NA,NA,NA,27.3,NA,NA,97.85,14.4,1.635,688,464
NA,2024-06-07T07:45:00Z,0,NA,NA,NA,35.3,NA,NA,97.86,14.4,1.638,687,461
NA,2024-06-07T08:00:00Z,0,NA,NA,NA,40.1,NA,NA,97.86,14.7,1.668,684,459
NA,2024-06-07T08:15:00Z,0,NA,NA,NA,40.6,NA,NA,97.87,14.9,1.691,678,458
NA,2024-06-07T08:30:00Z,0,NA,NA,NA,34.1,NA,NA,97.88,15.1,1.719,674,458
NA,2024-06-07T08:45:00Z,0,NA,NA,NA,27.8,NA,NA,97.88,15.5,1.757,670,457
NA,2024-06-07T09:00:00Z,0,NA,NA,NA,72.5,NA,NA,97.89,15.9,1.806,659,456
NA,2024-06-07T09:15:00Z,0,NA,NA,NA,274.8,NA,NA,97.9,16.6,1.884,633,454
NA,2024-06-07T09:30:00Z,0,NA,NA,NA,344.1,NA,NA,97.89,17.5,1.997,568,451
NA,2024-06-07T09:45:00Z,0.1,NA,NA,NA,525.5,NA,NA,97.88,18.9,2.08,438,448
NA,2024-06-07T10:00:00Z,0.51,NA,NA,NA,321.4,NA,NA,97.88,20,1.834,435,445
NA,2024-06-07T10:15:00Z,0.75,NA,NA,NA,176,NA,NA,97.88,21,1.726,436,445
NA,2024-06-07T10:30:00Z,0.9,NA,NA,NA,246.6,NA,NA,97.88,21.6,1.684,435,445
NA,2024-06-07T10:45:00Z,1.05,NA,NA,NA,219,NA,NA,97.88,22.1,1.612,435,444
NA,2024-06-07T11:00:00Z,1.14,NA,NA,NA,267.9,NA,NA,97.89,22.7,1.618,434,444
NA,2024-06-07T11:15:00Z,1.24,NA,NA,NA,331.1,NA,NA,97.91,22.9,1.559,433,443
NA,2024-06-07T11:30:00Z,1.28,NA,NA,NA,277.2,NA,NA,97.91,23.2,1.553,433,443
NA,2024-06-07T11:45:00Z,1.32,NA,NA,NA,235.8,NA,NA,97.91,23.4,1.558,434,443
NA,2024-06-07T12:00:00Z,1.41,NA,NA,NA,251.8,NA,NA,97.93,23.6,1.495,434,443
NA,2024-06-07T12:15:00Z,1.47,NA,NA,NA,237.3,NA,NA,97.93,24,1.506,433,442
NA,2024-06-07T12:30:00Z,1.52,NA,NA,NA,240.2,NA,NA,97.94,24,1.468,433,443
NA,2024-06-07T12:45:00Z,1.57,NA,NA,NA,207.3,NA,NA,97.93,24.4,1.49,433,442
NA,2024-06-07T13:00:00Z,1.61,NA,NA,NA,221.6,NA,NA,97.93,24.5,1.454,433,442
NA,2024-06-07T13:15:00Z,1.73,NA,NA,NA,277.8,NA,NA,97.93,24.5,1.346,432,442
NA,2024-06-07T13:30:00Z,1.82,NA,NA,NA,195.6,NA,NA,97.92,24.9,1.328,432,442
NA,2024-06-07T13:45:00Z,1.77,NA,NA,NA,210.6,NA,NA,97.93,25,1.386,432,442
NA,2024-06-07T14:00:00Z,1.75,NA,NA,NA,200.1,NA,NA,97.93,24.9,1.392,432,441
NA,2024-06-07T14:15:00Z,1.83,NA,NA,NA,202.5,NA,NA,97.93,25.2,1.375,433,441
NA,2024-06-07T14:30:00Z,1.89,NA,NA,NA,216.4,NA,NA,97.94,25.2,1.314,432,441
NA,2024-06-07T14:45:00Z,1.92,NA,NA,NA,216.4,NA,NA,97.94,25.5,1.34,432,441
NA,2024-06-07T15:00:00Z,1.87,NA,NA,NA,180.7,NA,NA,97.94,25.1,1.321,433,442
NA,2024-06-07T15:15:00Z,1.75,NA,NA,NA,184,NA,NA,97.94,24.9,1.396,433,442
NA,2024-06-07T15:30:00Z,1.73,NA,NA,NA,214.6,NA,NA,97.95,24.9,1.419,433,442
NA,2024-06-07T15:45:00Z,1.87,NA,NA,NA,156.6,NA,NA,97.96,25.3,1.347,432,441
NA,2024-06-07T16:00:00Z,1.95,NA,NA,NA,274.1,NA,NA,97.95,25.4,1.286,432,441
NA,2024-06-07T16:15:00Z,1.95,NA,NA,NA,203.6,NA,NA,97.95,25.6,1.328,432,441
NA,2024-06-07T16:30:00Z,1.89,NA,NA,NA,131.3,NA,NA,97.94,25.2,1.319,432,441
NA,2024-06-07T16:45:00Z,1.8,NA,NA,NA,119.6,NA,NA,97.95,25.1,1.379,433,441
NA,2024-06-07T17:00:00Z,1.6,NA,NA,NA,131.5,NA,NA,97.96,24.6,1.485,433,441
NA,2024-06-07T17:15:00Z,1.69,NA,NA,NA,163.3,NA,NA,97.96,25.1,1.495,432,441
NA,2024-06-07T17:30:00Z,1.74,NA,NA,NA,134.2,NA,NA,97.96,25.3,1.473,433,441
NA,2024-06-07T17:45:00Z,1.6,NA,NA,NA,95,NA,NA,97.97,24.6,1.5,433,442
NA,2024-06-07T18:00:00Z,1.28,NA,NA,NA,98,NA,NA,97.97,23.8,1.661,435,443
NA,2024-06-07T18:15:00Z,0.98,NA,NA,NA,121.9,NA,NA,97.98,22.9,1.806,434,443
NA,2024-06-07T18:30:00Z,1.09,NA,NA,NA,97.2,NA,NA,97.98,23.1,1.732,434,443
NA,2024-06-07T18:45:00Z,1.04,NA,NA,NA,51.5,NA,NA,97.99,23.2,1.798,435,444
NA,2024-06-07T19:00:00Z,0.83,NA,NA,NA,157.5,NA,NA,98,22.7,1.927,436,444
NA,2024-06-07T19:15:00Z,0.94,NA,NA,NA,152.9,NA,NA,98.01,23.1,1.888,436,444
NA,2024-06-07T19:30:00Z,0.96,NA,NA,NA,168.8,NA,NA,98.02,22.6,1.787,435,444
NA,2024-06-07T19:45:00Z,1.02,NA,NA,NA,115,NA,NA,98.03,22.7,1.735,435,444
NA,2024-06-07T20:00:00Z,0.79,NA,NA,NA,12.1,NA,NA,98.04,21.5,1.771,437,445
NA,2024-06-07T20:15:00Z,0.48,NA,NA,NA,9,NA,NA,98.06,20,1.846,438,446
NA,2024-06-07T20:30:00Z,0.35,NA,NA,NA,7,NA,NA,98.09,18.7,1.805,438,447
NA,2024-06-07T20:45:00Z,0.29,NA,NA,NA,2,NA,NA,98.12,17.9,1.767,439,447
NA,2024-06-07T21:00:00Z,0.24,NA,NA,NA,0,NA,NA,98.13,17.3,1.733,439,447
NA,2024-06-07T21:15:00Z,0.2,NA,NA,NA,0,NA,NA,98.13,16.8,1.708,440,448
NA,2024-06-07T21:30:00Z,0.16,NA,NA,NA,0,NA,NA,98.14,16.2,1.687,440,448
NA,2024-06-07T21:45:00Z,0.13,NA,NA,NA,0,NA,NA,98.14,15.9,1.678,440,448
NA,2024-06-07T22:00:00Z,0.1,NA,NA,NA,0,NA,NA,98.14,15.5,1.662,441,449
NA,2024-06-07T22:15:00Z,0.07,NA,NA,NA,0,NA,NA,98.15,15.1,1.645,441,449
NA,2024-06-07T22:30:00Z,0.05,NA,NA,NA,0,NA,NA,98.16,14.8,1.631,441,449
NA,2024-06-07T22:45:00Z,0.04,NA,NA,NA,0,NA,NA,98.17,14.6,1.62,442,450
NA,2024-06-07T23:00:00Z,0.03,NA,NA,NA,0,NA,NA,98.17,14.4,1.611,442,450
NA,2024-06-07T23:15:00Z,0.02,NA,NA,NA,0,NA,NA,98.17,14.1,1.594,443,450
NA,2024-06-07T23:30:00Z,0.01,NA,NA,NA,0,NA,NA,98.17,13.9,1.583,443,451
NA,2024-06-07T23:45:00Z,0,NA,NA,NA,0,NA,NA,98.17,13.7,1.57,443,451
NA,2024-06-08T00:00:00Z,0,NA,NA,NA,0,NA,NA,98.17,13.6,1.556,444,451
NA,2024-06-08T00:15:00Z,0,NA,NA,NA,0,NA,NA,98.17,13.4,1.537,445,451
NA,2024-06-08T00:30:00Z,0,NA,NA,NA,0,NA,NA,98.17,13.3,1.529,445,451
NA,2024-06-08T00:45:00Z,0,NA,NA,NA,0,NA,NA,98.16,13.2,1.516,447,451
NA,2024-06-08T01:00:00Z,0,NA,NA,NA,0,NA,NA,98.16,13,1.5,449,451
NA,2024-06-08T01:15:00Z,0,NA,NA,NA,0,NA,NA,98.16,12.9,1.484,451,452
NA,2024-06-08T01:30:00Z,0,NA,NA,NA,0,NA,NA,98.16,12.7,1.47,454,452
NA,2024-06-08T01:45:00Z,0,NA,NA,NA,0,NA,NA,98.14,12.6,1.453,456,452
NA,2024-06-08T02:00:00Z,0,NA,NA,NA,0,NA,NA,98.13,12.4,1.443,458,452
NA,2024-06-08T02:15:00Z,0,NA,NA,NA,0,NA,NA,98.12,12.4,1.435,460,452
NA,2024-06-08T02:30:00Z,0,NA,NA,NA,0,NA,NA,98.11,12.2,1.419,463,452
NA,2024-06-08T02:45:00Z,0,NA,NA,NA,0,NA,NA,98.12,12.1,1.409,465,452
NA,2024-06-08T03:00:00Z,0,NA,NA,NA,0,NA,NA,98.11,11.9,1.393,468,453
NA,2024-06-08T03:15:00Z,0,NA,NA,NA,0,NA,NA,98.11,11.8,1.384,470,453
NA,2024-06-08T03:30:00Z,0,NA,NA,NA,0,NA,NA,98.12,11.6,1.367,472,454
NA,2024-06-08T03:45:00Z,0,NA,NA,NA,0,NA,NA,98.12,11.5,1.36,475,454
NA,2024-06-08T04:00:00Z,0,NA,NA,NA,0,NA,NA,98.13,11.4,1.352,478,454
NA,2024-06-08T04:15:00Z,0,NA,NA,NA,0,NA,NA,98.15,11.4,1.343,480,455
NA,2024-06-08T04:30:00Z,0,NA,NA,NA,0,NA,NA,98.14,11.2,1.328,483,455
NA,2024-06-08T04:45:00Z,0,NA,NA,NA,0,NA,NA,98.14,11.1,1.318,487,456
NA,2024-06-08T05:00:00Z,0,NA,NA,NA,0,NA,NA,98.13,11,1.307,489,457
NA,2024-06-08T05:15:00Z,0,NA,NA,NA,0,NA,NA,98.14,10.9,1.301,493,458
NA,2024-06-08T05:30:00Z,0,NA,NA,NA,0,NA,NA,98.16,10.8,1.291,496,459
NA,2024-06-08T05:45:00Z,0,NA,NA,NA,0,NA,NA,98.16,10.7,1.283,499,459
NA,2024-06-08T06:00:00Z,0,NA,NA,NA,0,NA,NA,98.17,10.6,1.274,502,460
NA,2024-06-08T06:15:00Z,0,NA,NA,NA,0,NA,NA,98.21,10.5,1.268,505,460
NA,2024-06-08T06:30:00Z,0,NA,NA,NA,0,NA,NA,98.23,10.4,1.263,508,460
NA,2024-06-08T06:45:00Z,0,NA,NA,NA,2.6,NA,NA,98.24,10.4,1.257,510,461
NA,2024-06-08T07:00:00Z,0,NA,NA,NA,6.2,NA,NA,98.25,10.4,1.259,512,461
NA,2024-06-08T07:15:00Z,0,NA,NA,NA,7.9,NA,NA,98.27,10.4,1.259,513,460
NA,2024-06-08T07:30:00Z,0,NA,NA,NA,10.3,NA,NA,98.26,10.4,1.262,515,460
NA,2024-06-08T07:45:00Z,0,NA,NA,NA,13.2,NA,NA,98.29,10.7,1.285,515,459
NA,2024-06-08T08:00:00Z,0,NA,NA,NA,17.4,NA,NA,98.31,11.1,1.319,515,458
NA,2024-06-08T08:15:00Z,0,NA,NA,NA,20.9,NA,NA,98.33,11.6,1.363,513,456
NA,2024-06-08T08:30:00Z,0,NA,NA,NA,25.6,NA,NA,98.33,12.2,1.42,509,453
NA,2024-06-08T08:45:00Z,0,NA,NA,NA,36.6,NA,NA,98.32,13,1.493,500,451
NA,2024-06-08T09:00:00Z,0,NA,NA,NA,63.4,NA,NA,98.34,13.8,1.581,484,451
NA,2024-06-08T09:15:00Z,0,NA,NA,NA,140.8,NA,NA,98.33,14.7,1.674,461,450
NA,2024-06-08T09:30:00Z,0,NA,NA,NA,298.1,NA,NA,98.33,16,1.815,440,449
NA,2024-06-08T09:45:00Z,0.02,NA,NA,NA,305.2,NA,NA,98.33,17.9,2.031,438,448
NA,2024-06-08T10:00:00Z,0.21,NA,NA,NA,200.7,NA,NA,98.35,19.6,2.066,436,446
NA,2024-06-08T10:15:00Z,0.4,NA,NA,NA,174.3,NA,NA,98.34,21,2.084,435,445
NA,2024-06-08T10:30:00Z,0.65,NA,NA,NA,212.6,NA,NA,98.34,21.5,1.913,436,445
NA,2024-06-08T10:45:00Z,0.81,NA,NA,NA,177.6,NA,NA,98.35,22.1,1.859,436,445
NA,2024-06-08T11:00:00Z,0.69,NA,NA,NA,143.2,NA,NA,98.36,22.1,1.979,436,446
NA,2024-06-08T11:15:00Z,0.75,NA,NA,NA,304.5,NA,NA,98.34,22.3,1.946,434,444
NA,2024-06-08T11:30:00Z,0.82,NA,NA,NA,218.4,NA,NA,98.32,23,1.985,433,444
NA,2024-06-08T11:45:00Z,0.98,NA,NA,NA,259.1,NA,NA,98.31,23.6,1.926,434,444
NA,2024-06-08T12:00:00Z,1.09,NA,NA,NA,219,NA,NA,98.3,23.8,1.856,434,444
NA,2024-06-08T12:15:00Z,1.09,NA,NA,NA,240.4,NA,NA,98.29,24.1,1.92,434,444
NA,2024-06-08T12:30:00Z,1.07,NA,NA,NA,282.3,NA,NA,98.28,24.3,1.966,433,443
NA,2024-06-08T12:45:00Z,1.19,NA,NA,NA,312.6,NA,NA,98.27,24.8,1.937,433,443
NA,2024-06-08T13:00:00Z,1.26,NA,NA,NA,231.4,NA,NA,98.27,24.9,1.892,433,443
NA,2024-06-08T13:15:00Z,1.24,NA,NA,NA,221.2,NA,NA,98.27,25,1.918,434,443
NA,2024-06-08T13:30:00Z,1.18,NA,NA,NA,158,NA,NA,98.27,25.1,2.01,434,444
NA,2024-06-08T13:45:00Z,0.88,NA,NA,NA,153.8,NA,NA,98.26,24.8,2.251,435,444
NA,2024-06-08T14:00:00Z,0.92,NA,NA,NA,258.5,NA,NA,98.22,24.7,2.194,434,444
NA,2024-06-08T14:15:00Z,1.43,NA,NA,NA,285.6,NA,NA,98.2,25.9,1.905,433,443
NA,2024-06-08T14:30:00Z,1.53,NA,NA,NA,200.1,NA,NA,98.19,26.2,1.878,434,443
NA,2024-06-08T14:45:00Z,1.05,NA,NA,NA,147,NA,NA,98.19,25.6,2.235,435,444
NA,2024-06-08T15:00:00Z,0.92,NA,NA,NA,153.8,NA,NA,98.19,25.2,2.281,435,444
NA,2024-06-08T15:15:00Z,0.85,NA,NA,NA,142.1,NA,NA,98.18,25.1,2.338,435,445
NA,2024-06-08T15:30:00Z,0.83,NA,NA,NA,166.1,NA,NA,98.15,25.2,2.367,435,445
NA,2024-06-08T15:45:00Z,0.87,NA,NA,NA,192.6,NA,NA,98.14,25.4,2.377,435,444
NA,2024-06-08T16:00:00Z,0.78,NA,NA,NA,141.7,NA,NA,98.15,25.2,2.435,436,445
NA,2024-06-08T16:15:00Z,0.64,NA,NA,NA,119,NA,NA,98.16,24.4,2.422,436,445
NA,2024-06-08T16:30:00Z,0.66,NA,NA,NA,137.9,NA,NA,98.15,24.2,2.363,436,445
NA,2024-06-08T16:45:00Z,0.65,NA,NA,NA,102.5,NA,NA,98.14,24.6,2.438,436,446
NA,2024-06-08T17:00:00Z,0.59,NA,NA,NA,98,NA,NA,98.12,24.3,2.452,436,446
NA,2024-06-08T17:15:00Z,0.58,NA,NA,NA,126.7,NA,NA,98.1,24.4,2.476,436,445
NA,2024-06-08T17:30:00Z,0.64,NA,NA,NA,108.6,NA,NA,98.1,24.6,2.44,436,446
NA,2024-06-08T17:45:00Z,0.6,NA,NA,NA,85.1,NA,NA,98.1,24.6,2.487,437,446
NA,2024-06-08T18:00:00Z,0.56,NA,NA,NA,64.8,NA,NA,98.09,24.2,2.471,437,446
NA,2024-06-08T18:15:00Z,0.5,NA,NA,NA,40.5,NA,NA,98.09,23.8,2.45,438,447
NA,2024-06-08T18:30:00Z,0.42,NA,NA,NA,46.5,NA,NA,98.07,23.3,2.445,438,447
NA,2024-06-08T18:45:00Z,0.34,NA,NA,NA,39.4,NA,NA,98.05,23,2.461,438,447
NA,2024-06-08T19:00:00Z,0.4,NA,NA,NA,32.2,NA,NA,98.04,22.6,2.348,438,447
NA,2024-06-08T19:15:00Z,0.32,NA,NA,NA,28.2,NA,NA,98.04,22.4,2.382,439,448
NA,2024-06-08T19:30:00Z,0.27,NA,NA,NA,23.4,NA,NA,98.04,22.2,2.402,439,448
NA,2024-06-08T19:45:00Z,0.29,NA,NA,NA,19,NA,NA,98.03,22,2.349,439,448
NA,2024-06-08T20:00:00Z,0.25,NA,NA,NA,11.5,NA,NA,98.04,21.6,2.333,439,448
NA,2024-06-08T20:15:00Z,0.2,NA,NA,NA,6.2,NA,NA,98.05,21.2,2.312,439,448
NA,2024-06-08T20:30:00Z,0.18,NA,NA,NA,5.7,NA,NA,98.05,20.9,2.289,440,448
NA,2024-06-08T20:45:00Z,0.17,NA,NA,NA,0,NA,NA,98.03,20.6,2.258,440,448
NA,2024-06-08T21:00:00Z,0.16,NA,NA,NA,0,NA,NA,98.02,20.4,2.226,440,449
NA,2024-06-08T21:15:00Z,0.14,NA,NA,NA,0,NA,NA,98.01,20.1,2.207,440,449
NA,2024-06-08T21:30:00Z,0.12,NA,NA,NA,0,NA,NA,98.01,19.9,2.198,441,449
NA,2024-06-08T21:45:00Z,0.11,NA,NA,NA,0,NA,NA,98.02,19.8,2.196,441,449
NA,2024-06-08T22:00:00Z,0.1,NA,NA,NA,0,NA,NA,98.02,19.6,2.182,440,449
NA,2024-06-08T22:15:00Z,0.1,NA,NA,NA,0,NA,NA,98.03,19.4,2.152,440,449
NA,2024-06-08T22:30:00Z,0.09,NA,NA,NA,0,NA,NA,98.01,19.2,2.141,441,449
NA,2024-06-08T22:45:00Z,0.08,NA,NA,NA,0,NA,NA,98.01,19,2.12,441,449
NA,2024-06-08T23:00:00Z,0.06,NA,NA,NA,0,NA,NA,97.99,18.8,2.108,441,450
NA,2024-06-08T23:15:00Z,0.04,NA,NA,NA,0,NA,NA,97.98,18.6,2.102,441,450
NA,2024-06-08T23:30:00Z,0.03,NA,NA,NA,0,NA,NA,97.96,18.5,2.097,442,450
NA,2024-06-08T23:45:00Z,0.03,NA,NA,NA,0,NA,NA,97.96,18.3,2.079,441,450
NA,2024-06-09T00:00:00Z,0.01,NA,NA,NA,0,NA,NA,97.96,18.2,2.083,441,450
NA,2024-06-09T00:15:00Z,0,NA,NA,NA,0,NA,NA,97.98,18.3,2.093,441,450
NA,2024-06-09T00:30:00Z,0,NA,NA,NA,0,NA,NA,97.97,18.2,2.095,441,450
NA,2024-06-09T00:45:00Z,0,NA,NA,NA,0,NA,NA,97.96,18.3,2.099,441,450
NA,2024-06-09T01:00:00Z,0,NA,NA,NA,0,NA,NA,97.96,18.2,2.095,441,450
NA,2024-06-09T01:15:00Z,0,NA,NA,NA,0,NA,NA,97.96,18.2,2.092,441,450
NA,2024-06-09T01:30:00Z,0,NA,NA,NA,0,NA,NA,97.93,18.2,2.092,442,450
NA,2024-06-09T01:45:00Z,0,NA,NA,NA,0,NA,NA,97.92,18.2,2.084,442,450
NA,2024-06-09T02:00:00Z,0,NA,NA,NA,0,NA,NA,97.91,18.1,2.075,442,451
NA,2024-06-09T02:15:00Z,0,NA,NA,NA,0,NA,NA,97.91,17.9,2.055,443,451
NA,2024-06-09T02:30:00Z,0,NA,NA,NA,0,NA,NA,97.91,17.9,2.046,443,451
NA,2024-06-09T02:45:00Z,0,NA,NA,NA,0,NA,NA,97.9,17.9,2.045,443,451
NA,2024-06-09T03:00:00Z,0,NA,NA,NA,0,NA,NA,97.88,17.8,2.04,442,451
NA,2024-06-09T03:15:00Z,0,NA,NA,NA,0,NA,NA,97.85,17.7,2.03,442,451
NA,2024-06-09T03:30:00Z,0,NA,NA,NA,0,NA,NA,97.85,17.8,2.029,442,451
NA,2024-06-09T03:45:00Z,0,NA,NA,NA,0,NA,NA,97.84,17.8,2.033,442,451
NA,2024-06-09T04:00:00Z,0,NA,NA,NA,0,NA,NA,97.84,17.8,2.036,442,451
NA,2024-06-09T04:15:00Z,0,NA,NA,NA,0,NA,NA,97.84,17.8,2.033,443,451
NA,2024-06-09T04:30:00Z,0,NA,NA,NA,0,NA,NA,97.84,17.6,2.017,444,452
NA,2024-06-09T04:45:00Z,0,NA,NA,NA,0,NA,NA,97.84,17.5,1.998,445,452
NA,2024-06-09T05:00:00Z,0,NA,NA,NA,0,NA,NA,97.85,17.4,1.986,444,452
NA,2024-06-09T05:15:00Z,0,NA,NA,NA,0,NA,NA,97.84,17.4,1.981,444,452
NA,2024-06-09T05:30:00Z,0,NA,NA,NA,0,NA,NA,97.83,17.3,1.974,444,452
NA,2024-06-09T05:45:00Z,0,NA,NA,NA,0,NA,NA,97.83,17.3,1.969,445,452
NA,2024-06-09T06:00:00Z,0,NA,NA,NA,0,NA,NA,97.84,17.1,1.951,447,452
NA,2024-06-09T06:15:00Z,0,NA,NA,NA,0,NA,NA,97.85,17,1.937,447,452
NA,2024-06-09T06:30:00Z,0,NA,NA,NA,1.1,NA,NA,97.87,17,1.934,446,452
NA,2024-06-09T06:45:00Z,0,NA,NA,NA,8.2,NA,NA,97.88,17,1.941,445,452
NA,2024-06-09T07:00:00Z,0,NA,NA,NA,8.4,NA,NA,97.9,17.1,1.945,444,452
NA,2024-06-09T07:15:00Z,0,NA,NA,NA,15.6,NA,NA,97.92,17.2,1.955,443,452
NA,2024-06-09T07:30:00Z,0,NA,NA,NA,39.7,NA,NA,97.93,17.4,1.987,442,451
NA,2024-06-09T07:45:00Z,0,NA,NA,NA,42.1,NA,NA,97.9,17.8,2.041,441,451
NA,2024-06-09T08:00:00Z,0,NA,NA,NA,47.2,NA,NA,97.9,18.3,2.096,441,450
NA,2024-06-09T08:15:00Z,0,NA,NA,NA,34.4,NA,NA,97.92,18.6,2.148,441,450
NA,2024-06-09T08:30:00Z,0,NA,NA,NA,25.1,NA,NA,97.92,18.9,2.181,441,450
NA,2024-06-09T08:45:00Z,0.01,NA,NA,NA,28.9,NA,NA,97.91,19,2.184,441,450
NA,2024-06-09T09:00:00Z,0.02,NA,NA,NA,53.3,NA,NA,97.9,19.2,2.202,441,450
NA,2024-06-09T09:15:00Z,0.04,NA,NA,NA,86.8,NA,NA,97.9,19.8,2.26,440,449
NA,2024-06-09T09:30:00Z,0.1,NA,NA,NA,104.9,NA,NA,97.89,20.8,2.353,439,449
NA,2024-06-09T09:45:00Z,0.22,NA,NA,NA,113.9,NA,NA,97.88,21.5,2.353,438,448
NA,2024-06-09T10:00:00Z,0.39,NA,NA,NA,159.3,NA,NA,97.88,22.1,2.272,437,447
NA,2024-06-09T10:15:00Z,0.54,NA,NA,NA,180,NA,NA,97.87,22.9,2.246,436,446
NA,2024-06-09T10:30:00Z,0.62,NA,NA,NA,212.8,NA,NA,97.88,23.3,2.247,436,446
NA,2024-06-09T10:45:00Z,0.66,NA,NA,NA,223.2,NA,NA,97.86,23.8,2.286,436,446
NA,2024-06-09T11:00:00Z,0.71,NA,NA,NA,178.9,NA,NA,97.87,24.2,2.304,436,446
NA,2024-06-09T11:15:00Z,0.65,NA,NA,NA,132.8,NA,NA,97.87,23.8,2.304,437,446
NA,2024-06-09T11:30:00Z,0.61,NA,NA,NA,106,NA,NA,97.86,23.8,2.327,437,446
NA,2024-06-09T11:45:00Z,0.57,NA,NA,NA,181.8,NA,NA,97.86,23.8,2.371,435,445
NA,2024-06-09T12:00:00Z,0.63,NA,NA,NA,145.9,NA,NA,97.86,24.1,2.36,437,446
NA,2024-06-09T12:15:00Z,0.61,NA,NA,NA,195.6,NA,NA,97.85,24,2.36,436,446
NA,2024-06-09T12:30:00Z,0.69,NA,NA,NA,268.1,NA,NA,97.83,24.5,2.378,436,446
NA,2024-06-09T12:45:00Z,0.7,NA,NA,NA,191.2,NA,NA,97.83,24.6,2.382,436,446
NA,2024-06-09T13:00:00Z,0.65,NA,NA,NA,109.1,NA,NA,97.83,24.2,2.359,436,446
NA,2024-06-09T13:15:00Z,0.75,NA,NA,NA,275.9,NA,NA,97.82,25,2.408,434,445
NA,2024-06-09T13:30:00Z,0.79,NA,NA,NA,176.7,NA,NA,97.81,25,2.367,436,446
NA,2024-06-09T13:45:00Z,0.77,NA,NA,NA,182.6,NA,NA,97.79,25.1,2.418,435,445
NA,2024-06-09T14:00:00Z,0.79,NA,NA,NA,182.6,NA,NA,97.78,25.2,2.415,435,445
NA,2024-06-09T14:15:00Z,0.92,NA,NA,NA,217.7,NA,NA,97.77,25.6,2.36,435,445
NA,2024-06-09T14:30:00Z,0.94,NA,NA,NA,200.7,NA,NA,97.76,25.9,2.398,435,444
NA,2024-06-09T14:45:00Z,0.96,NA,NA,NA,165.3,NA,NA,97.74,25.8,2.351,435,445
NA,2024-06-09T15:00:00Z,0.88,NA,NA,NA,146.9,NA,NA,97.73,25.5,2.393,435,445
NA,2024-06-09T15:15:00Z,0.87,NA,NA,NA,177.2,NA,NA,97.73,25.4,2.383,435,445
NA,2024-06-09T15:30:00Z,0.83,NA,NA,NA,149.8,NA,NA,97.73,25.3,2.4,436,445
NA,2024-06-09T15:45:00Z,0.81,NA,NA,NA,195,NA,NA,97.71,25.6,2.475,435,445
NA,2024-06-09T16:00:00Z,0.87,NA,NA,NA,147.2,NA,NA,97.72,25.4,2.375,435,445
NA,2024-06-09T16:15:00Z,0.86,NA,NA,NA,135.1,NA,NA,97.73,24.9,2.289,436,445
NA,2024-06-09T16:30:00Z,0.76,NA,NA,NA,140.6,NA,NA,97.74,24.2,2.259,436,445
NA,2024-06-09T16:45:00Z,0.75,NA,NA,NA,89.9,NA,NA,97.76,23.6,2.16,436,445
NA,2024-06-09T17:00:00Z,0.68,NA,NA,NA,90.5,NA,NA,97.76,23.1,2.149,436,446
NA,2024-06-09T17:15:00Z,0.68,NA,NA,NA,94.1,NA,NA,97.78,23.1,2.148,437,446
NA,2024-06-09T17:30:00Z,0.62,NA,NA,NA,94.1,NA,NA,97.78,23,2.194,437,446
NA,2024-06-09T17:45:00Z,0.59,NA,NA,NA,80.6,NA,NA,97.77,22.8,2.184,437,446
NA,2024-06-09T18:00:00Z,0.7,NA,NA,NA,77.8,NA,NA,97.74,22.3,1.985,442,445
NA,2024-06-09T18:15:00Z,0.66,NA,NA,NA,64.5,NA,NA,97.76,22.2,2.027,439,446
NA,2024-06-09T18:30:00Z,0.56,NA,NA,NA,29.5,NA,NA,97.77,22.1,2.095,438,446
NA,2024-06-09T18:45:00Z,0.44,NA,NA,NA,21.1,NA,NA,97.81,21.4,2.11,438,447
NA,2024-06-09T19:00:00Z,0.38,NA,NA,NA,21.2,NA,NA,97.84,20.8,2.079,438,447
NA,2024-06-09T19:15:00Z,0.38,NA,NA,NA,15.7,NA,NA,97.88,20.6,2.042,438,447
NA,2024-06-09T19:30:00Z,0.38,NA,NA,NA,24.5,NA,NA,97.89,20.4,2.013,438,447
NA,2024-06-09T19:45:00Z,0.37,NA,NA,NA,28.9,NA,NA,97.9,20.6,2.051,438,447
NA,2024-06-09T20:00:00Z,0.4,NA,NA,NA,11,NA,NA,97.91,20.5,2.018,438,447
NA,2024-06-09T20:15:00Z,0.36,NA,NA,NA,12.8,NA,NA,97.89,20.2,2.009,439,447
NA,2024-06-09T20:30:00Z,0.31,NA,NA,NA,14.3,NA,NA,97.9,20,2.018,439,448
NA,2024-06-09T20:45:00Z,0.29,NA,NA,NA,5.3,NA,NA,97.91,19.6,1.987,439,448
NA,2024-06-09T21:00:00Z,0.25,NA,NA,NA,0,NA,NA,97.91,18.9,1.931,440,448
NA,2024-06-09T21:15:00Z,0.2,NA,NA,NA,0,NA,NA,97.91,18.2,1.89,440,449
NA,2024-06-09T21:30:00Z,0.13,NA,NA,NA,0,NA,NA,97.9,17.6,1.886,441,449
NA,2024-06-09T21:45:00Z,0.11,NA,NA,NA,0,NA,NA,97.91,17.3,1.868,441,450
