Timestamp,Atmos Pressure,Vapor Pressure,VPD,Air TempC,Solar,Wetness Level 1,Wetness Level 2,Vapor.Pressure,Air.TempC,Atmos.Pressure,Wetness.Level.1,Wetness.Level.2
2024-05-16T02:15:00Z,NA,NA,0.04,NA,0,NA,NA,1.837,16.5,96.75,440,455
2024-05-16T02:30:00Z,96.74,1.825,0.04,16.4,0,440,455,NA,NA,NA,NA,NA
2024-05-16T02:30:00Z,NA,NA,0.04,NA,0,NA,NA,1.825,16.4,96.74,440,455
2024-05-16T02:45:00Z,96.75,1.826,0.04,16.4,0,440,455,NA,NA,NA,NA,NA
2024-05-16T02:45:00Z,NA,NA,0.04,NA,0,NA,NA,1.826,16.4,96.75,440,455
2024-05-16T03:00:00Z,96.76,1.841,0.04,16.5,0,440,455,NA,NA,NA,NA,NA
2024-05-16T03:00:00Z,NA,NA,0.04,NA,0,NA,NA,1.841,16.5,96.76,440,455
2024-05-16T03:15:00Z,96.76,1.836,0.04,16.5,0,441,455,NA,NA,NA,NA,NA
2024-05-16T03:15:00Z,NA,NA,0.04,NA,0,NA,NA,1.836,16.5,96.76,441,455
2024-05-16T03:30:00Z,96.77,1.846,0.04,16.6,0,452,456,NA,NA,NA,NA,NA
2024-05-16T03:30:00Z,NA,NA,0.04,NA,0,NA,NA,1.846,16.6,96.77,452,456
2024-05-16T03:45:00Z,96.78,1.855,0.04,16.6,0,451,457,NA,NA,NA,NA,NA
2024-05-16T03:45:00Z,NA,NA,0.04,NA,0,NA,NA,1.855,16.6,96.78,451,457
2024-05-16T04:00:00Z,96.8,1.855,0.03,16.6,0,452,457,NA,NA,NA,NA,NA
2024-05-16T04:00:00Z,NA,NA,0.03,NA,0,NA,NA,1.855,16.6,96.8,452,457
2024-05-16T04:15:00Z,96.81,1.851,0.04,16.6,0,450,456,NA,NA,NA,NA,NA
2024-05-16T04:15:00Z,NA,NA,0.04,NA,0,NA,NA,1.851,16.6,96.81,450,456
2024-05-16T04:30:00Z,96.82,1.852,0.03,16.6,0,448,456,NA,NA,NA,NA,NA
2024-05-16T04:30:00Z,NA,NA,0.03,NA,0,NA,NA,1.852,16.6,96.82,448,456
2024-05-16T04:45:00Z,96.85,1.855,0.03,16.6,0,446,456,NA,NA,NA,NA,NA
2024-05-16T04:45:00Z,NA,NA,0.03,NA,0,NA,NA,1.855,16.6,96.85,446,456
2024-05-16T05:00:00Z,96.87,1.858,0.03,16.6,0,445,457,NA,NA,NA,NA,NA
2024-05-16T05:00:00Z,NA,NA,0.03,NA,0,NA,NA,1.858,16.6,96.87,445,457
2024-05-16T05:15:00Z,96.87,1.846,0.03,16.5,0,444,457,NA,NA,NA,NA,NA
2024-05-16T05:15:00Z,NA,NA,0.03,NA,0,NA,NA,1.846,16.5,96.87,444,457
2024-05-16T05:30:00Z,96.88,1.857,0.03,16.6,0,444,457,NA,NA,NA,NA,NA
2024-05-16T05:30:00Z,NA,NA,0.03,NA,0,NA,NA,1.857,16.6,96.88,444,457
2024-05-16T05:45:00Z,96.9,1.864,0.02,16.6,0,443,457,NA,NA,NA,NA,NA
2024-05-16T05:45:00Z,NA,NA,0.02,NA,0,NA,NA,1.864,16.6,96.9,443,457
2024-05-16T06:00:00Z,96.9,1.866,0.03,16.6,0,442,457,NA,NA,NA,NA,NA
2024-05-16T06:00:00Z,NA,NA,0.03,NA,0,NA,NA,1.866,16.6,96.9,442,457
2024-05-16T06:15:00Z,96.91,1.858,0.02,16.6,0,441,457,NA,NA,NA,NA,NA
2024-05-16T06:15:00Z,NA,NA,0.02,NA,0,NA,NA,1.858,16.6,96.91,441,457
2024-05-16T06:30:00Z,96.93,1.868,0.02,16.6,0,440,456,NA,NA,NA,NA,NA
2024-05-16T06:30:00Z,NA,NA,0.02,NA,0,NA,NA,1.868,16.6,96.93,440,456
2024-05-16T06:45:00Z,96.93,1.871,0.02,16.6,0,440,457,NA,NA,NA,NA,NA
2024-05-16T06:45:00Z,NA,NA,0.02,NA,0,NA,NA,1.871,16.6,96.93,440,457
2024-05-16T07:00:00Z,96.93,1.87,0.02,16.6,2.4,440,456,NA,NA,NA,NA,NA
2024-05-16T07:00:00Z,NA,NA,0.02,NA,2.4,NA,NA,1.87,16.6,96.93,440,456
2024-05-16T07:15:00Z,96.92,1.878,0.03,16.7,6.8,440,456,NA,NA,NA,NA,NA
2024-05-16T07:15:00Z,NA,NA,0.03,NA,6.8,NA,NA,1.878,16.7,96.92,440,456
2024-05-16T07:30:00Z,96.93,1.882,0.03,16.8,13.7,440,455,NA,NA,NA,NA,NA
2024-05-16T07:30:00Z,NA,NA,0.03,NA,13.7,NA,NA,1.882,16.8,96.93,440,455
2024-05-16T07:45:00Z,96.97,1.898,0.03,16.9,16.5,440,455,NA,NA,NA,NA,NA
2024-05-16T07:45:00Z,NA,NA,0.03,NA,16.5,NA,NA,1.898,16.9,96.97,440,455
2024-05-16T08:00:00Z,97,1.907,0.03,17,14.3,439,455,NA,NA,NA,NA,NA
2024-05-16T08:00:00Z,NA,NA,0.03,NA,14.3,NA,NA,1.907,17,97,439,455
2024-05-16T08:15:00Z,97.01,1.913,0.04,17.1,24.4,439,454,NA,NA,NA,NA,NA
2024-05-16T08:15:00Z,NA,NA,0.04,NA,24.4,NA,NA,1.913,17.1,97.01,439,454
2024-05-16T08:30:00Z,97.01,1.921,0.06,17.4,31.1,439,454,NA,NA,NA,NA,NA
2024-05-16T08:30:00Z,NA,NA,0.06,NA,31.1,NA,NA,1.921,17.4,97.01,439,454
2024-05-16T08:45:00Z,97.04,1.94,0.07,17.6,33.3,439,454,NA,NA,NA,NA,NA
2024-05-16T08:45:00Z,NA,NA,0.07,NA,33.3,NA,NA,1.94,17.6,97.04,439,454
2024-05-16T09:00:00Z,97.02,1.931,0.09,17.6,49.3,438,453,NA,NA,NA,NA,NA
2024-05-16T09:00:00Z,NA,NA,0.09,NA,49.3,NA,NA,1.931,17.6,97.02,438,453
2024-05-16T09:15:00Z,97.01,1.942,0.11,18,56.9,438,453,NA,NA,NA,NA,NA
2024-05-16T09:15:00Z,NA,NA,0.11,NA,56.9,NA,NA,1.942,18,97.01,438,453
2024-05-16T09:30:00Z,97.01,1.958,0.13,18.2,60.1,438,452,NA,NA,NA,NA,NA
2024-05-16T09:30:00Z,NA,NA,0.13,NA,60.1,NA,NA,1.958,18.2,97.01,438,452
2024-05-16T09:45:00Z,97.01,1.946,0.18,18.5,101.8,437,451,NA,NA,NA,NA,NA
2024-05-16T09:45:00Z,NA,NA,0.18,NA,101.8,NA,NA,1.946,18.5,97.01,437,451
2024-05-16T10:00:00Z,97.02,1.969,0.23,19,110.2,437,451,NA,NA,NA,NA,NA
2024-05-16T10:00:00Z,NA,NA,0.23,NA,110.2,NA,NA,1.969,19,97.02,437,451
2024-05-16T10:15:00Z,97.03,1.964,0.25,19.2,93.2,437,451,NA,NA,NA,NA,NA
2024-05-16T10:15:00Z,NA,NA,0.25,NA,93.2,NA,NA,1.964,19.2,97.03,437,451
2024-05-16T10:30:00Z,97.05,1.938,0.28,19.2,81.1,437,451,NA,NA,NA,NA,NA
2024-05-16T10:30:00Z,NA,NA,0.28,NA,81.1,NA,NA,1.938,19.2,97.05,437,451
2024-05-16T10:45:00Z,97.05,1.952,0.29,19.3,97.2,437,450,NA,NA,NA,NA,NA
2024-05-16T10:45:00Z,NA,NA,0.29,NA,97.2,NA,NA,1.952,19.3,97.05,437,450
2024-05-16T11:00:00Z,97.04,1.975,0.39,20.2,285.5,435,449,NA,NA,NA,NA,NA
2024-05-16T11:00:00Z,NA,NA,0.39,NA,285.5,NA,NA,1.975,20.2,97.04,435,449
2024-05-16T11:15:00Z,97.05,1.943,0.46,20.5,141,435,449,NA,NA,NA,NA,NA
2024-05-16T11:15:00Z,NA,NA,0.46,NA,141,NA,NA,1.943,20.5,97.05,435,449
2024-05-16T11:30:00Z,97.04,1.977,0.49,20.8,156.6,436,449,NA,NA,NA,NA,NA
2024-05-16T11:30:00Z,NA,NA,0.49,NA,156.6,NA,NA,1.977,20.8,97.04,436,449
2024-05-16T11:45:00Z,97.05,1.952,0.52,20.9,146.5,435,449,NA,NA,NA,NA,NA
2024-05-16T11:45:00Z,NA,NA,0.52,NA,146.5,NA,NA,1.952,20.9,97.05,435,449
2024-05-16T12:00:00Z,97.05,1.989,0.51,21.1,203.1,435,449,NA,NA,NA,NA,NA
2024-05-16T12:00:00Z,NA,NA,0.51,NA,203.1,NA,NA,1.989,21.1,97.05,435,449
2024-05-16T12:15:00Z,97.05,1.934,0.65,21.6,181.1,435,448,NA,NA,NA,NA,NA
2024-05-16T12:15:00Z,NA,NA,0.65,NA,181.1,NA,NA,1.934,21.6,97.05,435,448
2024-05-16T12:30:00Z,97.05,1.876,0.71,21.6,105.1,435,448,NA,NA,NA,NA,NA
2024-05-16T12:30:00Z,NA,NA,0.71,NA,105.1,NA,NA,1.876,21.6,97.05,435,448
2024-05-16T12:45:00Z,97.04,1.891,0.68,21.6,102,435,448,NA,NA,NA,NA,NA
2024-05-16T12:45:00Z,NA,NA,0.68,NA,102,NA,NA,1.891,21.6,97.04,435,448
2024-05-16T13:00:00Z,97.04,1.964,0.7,22.2,188.2,434,448,NA,NA,NA,NA,NA
2024-05-16T13:00:00Z,NA,NA,0.7,NA,188.2,NA,NA,1.964,22.2,97.04,434,448
2024-05-16T13:15:00Z,97.05,1.871,0.81,22.3,113.9,435,448,NA,NA,NA,NA,NA
2024-05-16T13:15:00Z,NA,NA,0.81,NA,113.9,NA,NA,1.871,22.3,97.05,435,448
2024-05-16T13:30:00Z,97.05,1.927,0.72,22,152,435,448,NA,NA,NA,NA,NA
2024-05-16T13:30:00Z,NA,NA,0.72,NA,152,NA,NA,1.927,22,97.05,435,448
2024-05-16T13:45:00Z,97.05,1.958,0.9,23.3,211.7,434,447,NA,NA,NA,NA,NA
2024-05-16T13:45:00Z,NA,NA,0.9,NA,211.7,NA,NA,1.958,23.3,97.05,434,447
2024-05-16T14:00:00Z,97.03,1.946,0.95,23.5,214.4,434,447,NA,NA,NA,NA,NA
2024-05-16T14:00:00Z,NA,NA,0.95,NA,214.4,NA,NA,1.946,23.5,97.03,434,447
2024-05-16T14:15:00Z,97.02,1.9,1.12,24.2,203.4,434,447,NA,NA,NA,NA,NA
2024-05-16T14:15:00Z,NA,NA,1.12,NA,203.4,NA,NA,1.9,24.2,97.02,434,447
2024-05-16T14:30:00Z,97.05,1.861,1.16,24.2,162.2,434,447,NA,NA,NA,NA,NA
2024-05-16T14:30:00Z,NA,NA,1.16,NA,162.2,NA,NA,1.861,24.2,97.05,434,447
2024-05-16T14:45:00Z,97.06,1.825,1.08,23.6,136.8,434,447,NA,NA,NA,NA,NA
2024-05-16T14:45:00Z,NA,NA,1.08,NA,136.8,NA,NA,1.825,23.6,97.06,434,447
2024-05-16T15:00:00Z,97.07,1.816,1.14,23.8,111.9,434,447,NA,NA,NA,NA,NA
2024-05-16T15:00:00Z,NA,NA,1.14,NA,111.9,NA,NA,1.816,23.8,97.07,434,447
2024-05-16T15:15:00Z,97.07,1.85,1.1,23.8,142.3,434,447,NA,NA,NA,NA,NA
2024-05-16T15:15:00Z,NA,NA,1.1,NA,142.3,NA,NA,1.85,23.8,97.07,434,447
2024-05-16T15:30:00Z,97.07,1.855,1.08,23.7,129.8,433,447,NA,NA,NA,NA,NA
2024-05-16T15:30:00Z,NA,NA,1.08,NA,129.8,NA,NA,1.855,23.7,97.07,433,447
2024-05-16T15:45:00Z,97.05,1.866,1.22,24.6,171,433,446,NA,NA,NA,NA,NA
2024-05-16T15:45:00Z,NA,NA,1.22,NA,171,NA,NA,1.866,24.6,97.05,433,446
2024-05-16T16:00:00Z,97.04,1.794,1.32,24.7,144.5,433,446,NA,NA,NA,NA,NA
2024-05-16T16:00:00Z,NA,NA,1.32,NA,144.5,NA,NA,1.794,24.7,97.04,433,446
2024-05-16T16:15:00Z,97.03,1.845,1.29,24.8,139,433,446,NA,NA,NA,NA,NA
2024-05-16T16:15:00Z,NA,NA,1.29,NA,139,NA,NA,1.845,24.8,97.03,433,446
2024-05-16T16:30:00Z,97.03,1.86,1.16,24.2,83.5,434,446,NA,NA,NA,NA,NA
2024-05-16T16:30:00Z,NA,NA,1.16,NA,83.5,NA,NA,1.86,24.2,97.03,434,446
2024-05-16T16:45:00Z,97.04,1.905,1.03,23.7,83.5,434,447,NA,NA,NA,NA,NA
2024-05-16T16:45:00Z,NA,NA,1.03,NA,83.5,NA,NA,1.905,23.7,97.04,434,447
2024-05-16T17:00:00Z,97.01,1.952,1.12,24.5,156,433,446,NA,NA,NA,NA,NA
2024-05-16T17:00:00Z,NA,NA,1.12,NA,156,NA,NA,1.952,24.5,97.01,433,446
2024-05-16T17:15:00Z,97.01,1.949,1.21,25,127.4,433,446,NA,NA,NA,NA,NA
2024-05-16T17:15:00Z,NA,NA,1.21,NA,127.4,NA,NA,1.949,25,97.01,433,446
2024-05-16T17:30:00Z,97.05,1.986,1.07,24.4,46.3,434,447,NA,NA,NA,NA,NA
2024-05-16T17:30:00Z,NA,NA,1.07,NA,46.3,NA,NA,1.986,24.4,97.05,434,447
2024-05-16T17:45:00Z,97.05,2.003,0.96,23.9,82.6,434,447,NA,NA,NA,NA,NA
2024-05-16T17:45:00Z,NA,NA,0.96,NA,82.6,NA,NA,2.003,23.9,97.05,434,447
2024-05-16T18:00:00Z,97.03,2.049,0.97,24.2,97.6,434,447,NA,NA,NA,NA,NA
2024-05-16T18:00:00Z,NA,NA,0.97,NA,97.6,NA,NA,2.049,24.2,97.03,434,447
2024-05-16T18:15:00Z,97.04,2.001,1.06,24.4,96.5,434,447,NA,NA,NA,NA,NA
2024-05-16T18:15:00Z,NA,NA,1.06,NA,96.5,NA,NA,2.001,24.4,97.04,434,447
2024-05-16T18:30:00Z,97.02,2.009,1.03,24.3,60.1,434,447,NA,NA,NA,NA,NA
2024-05-16T18:30:00Z,NA,NA,1.03,NA,60.1,NA,NA,2.009,24.3,97.02,434,447
2024-05-16T18:45:00Z,97.02,2.014,1.01,24.2,77.1,434,447,NA,NA,NA,NA,NA
2024-05-16T18:45:00Z,NA,NA,1.01,NA,77.1,NA,NA,2.014,24.2,97.02,434,447
2024-05-16T19:00:00Z,97,2.009,1.01,24.2,65.7,434,447,NA,NA,NA,NA,NA
2024-05-16T19:00:00Z,NA,NA,1.01,NA,65.7,NA,NA,2.009,24.2,97,434,447
2024-05-16T19:15:00Z,96.99,1.925,1.04,23.9,52.7,434,447,NA,NA,NA,NA,NA
2024-05-16T19:15:00Z,NA,NA,1.04,NA,52.7,NA,NA,1.925,23.9,96.99,434,447
2024-05-16T19:30:00Z,96.99,1.935,0.96,23.5,33.7,434,447,NA,NA,NA,NA,NA
2024-05-16T19:30:00Z,NA,NA,0.96,NA,33.7,NA,NA,1.935,23.5,96.99,434,447
2024-05-16T19:45:00Z,97.01,1.95,0.84,22.9,17.2,435,448,NA,NA,NA,NA,NA
2024-05-16T19:45:00Z,NA,NA,0.84,NA,17.2,NA,NA,1.95,22.9,97.01,435,448
2024-05-16T20:00:00Z,97.02,1.962,0.72,22.2,6.4,435,448,NA,NA,NA,NA,NA
2024-05-16T20:00:00Z,NA,NA,0.72,NA,6.4,NA,NA,1.962,22.2,97.02,435,448
2024-05-16T20:15:00Z,97.01,1.973,0.62,21.7,5.7,436,448,NA,NA,NA,NA,NA
2024-05-16T20:15:00Z,NA,NA,0.62,NA,5.7,NA,NA,1.973,21.7,97.01,436,448
2024-05-16T20:30:00Z,96.99,1.997,0.52,21.2,0,436,449,NA,NA,NA,NA,NA
2024-05-16T20:30:00Z,NA,NA,0.52,NA,0,NA,NA,1.997,21.2,96.99,436,449
2024-05-16T20:45:00Z,96.97,1.984,0.45,20.6,0,436,449,NA,NA,NA,NA,NA
2024-05-16T20:45:00Z,NA,NA,0.45,NA,0,NA,NA,1.984,20.6,96.97,436,449
2024-05-16T21:00:00Z,96.98,1.964,0.39,20.1,0,437,450,NA,NA,NA,NA,NA
2024-05-16T21:00:00Z,NA,NA,0.39,NA,0,NA,NA,1.964,20.1,96.98,437,450
2024-05-16T21:15:00Z,96.98,1.955,0.31,19.5,0,437,450,NA,NA,NA,NA,NA
2024-05-16T21:15:00Z,NA,NA,0.31,NA,0,NA,NA,1.955,19.5,96.98,437,450
2024-05-16T21:30:00Z,97,1.96,0.25,19.1,0,437,451,NA,NA,NA,NA,NA
2024-05-16T21:30:00Z,NA,NA,0.25,NA,0,NA,NA,1.96,19.1,97,437,451
2024-05-16T21:45:00Z,96.99,1.947,0.22,18.8,0,438,451,NA,NA,NA,NA,NA
2024-05-16T21:45:00Z,NA,NA,0.22,NA,0,NA,NA,1.947,18.8,96.99,438,451
2024-05-16T22:00:00Z,96.99,1.949,0.19,18.6,0,438,451,NA,NA,NA,NA,NA
2024-05-16T22:00:00Z,NA,NA,0.19,NA,0,NA,NA,1.949,18.6,96.99,438,451
2024-05-16T22:15:00Z,96.98,1.939,0.16,18.3,0,438,451,NA,NA,NA,NA,NA
2024-05-16T22:15:00Z,NA,NA,0.16,NA,0,NA,NA,1.939,18.3,96.98,438,451
2024-05-16T22:30:00Z,96.99,1.913,0.16,18.1,0,438,452,NA,NA,NA,NA,NA
2024-05-16T22:30:00Z,NA,NA,0.16,NA,0,NA,NA,1.913,18.1,96.99,438,452
2024-05-16T22:45:00Z,97,1.891,0.14,17.7,0,439,452,NA,NA,NA,NA,NA
2024-05-16T22:45:00Z,NA,NA,0.14,NA,0,NA,NA,1.891,17.7,97,439,452
2024-05-16T23:00:00Z,97.02,1.877,0.11,17.4,0,439,453,NA,NA,NA,NA,NA
2024-05-16T23:00:00Z,NA,NA,0.11,NA,0,NA,NA,1.877,17.4,97.02,439,453
2024-05-16T23:15:00Z,97.04,1.858,0.1,17.2,0,439,453,NA,NA,NA,NA,NA
2024-05-16T23:15:00Z,NA,NA,0.1,NA,0,NA,NA,1.858,17.2,97.04,439,453
2024-05-16T23:30:00Z,97.05,1.851,0.09,17,0,439,453,NA,NA,NA,NA,NA
2024-05-16T23:30:00Z,NA,NA,0.09,NA,0,NA,NA,1.851,17,97.05,439,453
2024-05-16T23:45:00Z,97.07,1.844,0.08,16.9,0,439,454,NA,NA,NA,NA,NA
2024-05-16T23:45:00Z,NA,NA,0.08,NA,0,NA,NA,1.844,16.9,97.07,439,454
2024-05-17T00:00:00Z,97.07,1.836,0.07,16.7,0,439,454,NA,NA,NA,NA,NA
2024-05-17T00:00:00Z,NA,NA,0.07,NA,0,NA,NA,1.836,16.7,97.07,439,454
2024-05-17T00:15:00Z,97.09,1.82,0.07,16.6,0,439,454,NA,NA,NA,NA,NA
2024-05-17T00:15:00Z,NA,NA,0.07,NA,0,NA,NA,1.82,16.6,97.09,439,454
2024-05-17T00:30:00Z,97.1,1.813,0.07,16.5,0,439,454,NA,NA,NA,NA,NA
2024-05-17T00:30:00Z,NA,NA,0.07,NA,0,NA,NA,1.813,16.5,97.1,439,454
2024-05-17T00:45:00Z,97.1,1.815,0.06,16.5,0,439,454,NA,NA,NA,NA,NA
2024-05-17T00:45:00Z,NA,NA,0.06,NA,0,NA,NA,1.815,16.5,97.1,439,454
2024-05-17T01:00:00Z,97.1,1.816,0.06,16.5,0,439,454,NA,NA,NA,NA,NA
2024-05-17T01:00:00Z,NA,NA,0.06,NA,0,NA,NA,1.816,16.5,97.1,439,454
2024-05-17T01:15:00Z,97.09,1.816,0.05,16.5,0,439,454,NA,NA,NA,NA,NA
2024-05-17T01:15:00Z,NA,NA,0.05,NA,0,NA,NA,1.816,16.5,97.09,439,454
2024-05-17T01:30:00Z,97.07,1.819,0.06,16.5,0,439,454,NA,NA,NA,NA,NA
2024-05-17T01:30:00Z,NA,NA,0.06,NA,0,NA,NA,1.819,16.5,97.07,439,454
2024-05-17T01:45:00Z,97.04,1.806,0.05,16.4,0,439,454,NA,NA,NA,NA,NA
2024-05-17T01:45:00Z,NA,NA,0.05,NA,0,NA,NA,1.806,16.4,97.04,439,454
2024-05-17T02:00:00Z,97.03,1.8,0.05,16.3,0,439,454,NA,NA,NA,NA,NA
2024-05-17T02:00:00Z,NA,NA,0.05,NA,0,NA,NA,1.8,16.3,97.03,439,454
2024-05-17T02:15:00Z,97,1.793,0.05,16.2,0,440,455,NA,NA,NA,NA,NA
2024-05-17T02:15:00Z,NA,NA,0.05,NA,0,NA,NA,1.793,16.2,97,440,455
2024-05-17T02:30:00Z,96.98,1.784,0.05,16.1,0,440,456,NA,NA,NA,NA,NA
2024-05-17T02:30:00Z,NA,NA,0.05,NA,0,NA,NA,1.784,16.1,96.98,440,456
2024-05-17T02:45:00Z,96.97,1.766,0.05,16,0,440,457,NA,NA,NA,NA,NA
2024-05-17T02:45:00Z,NA,NA,0.05,NA,0,NA,NA,1.766,16,96.97,440,457
2024-05-17T03:00:00Z,96.97,1.754,0.04,15.8,0,440,457,NA,NA,NA,NA,NA
2024-05-17T03:00:00Z,NA,NA,0.04,NA,0,NA,NA,1.754,15.8,96.97,440,457
2024-05-17T03:15:00Z,96.96,1.737,0.04,15.7,0,440,458,NA,NA,NA,NA,NA
2024-05-17T03:15:00Z,NA,NA,0.04,NA,0,NA,NA,1.737,15.7,96.96,440,458
2024-05-17T03:30:00Z,96.96,1.724,0.04,15.5,0,440,458,NA,NA,NA,NA,NA
2024-05-17T03:30:00Z,NA,NA,0.04,NA,0,NA,NA,1.724,15.5,96.96,440,458
2024-05-17T03:45:00Z,96.96,1.715,0.04,15.4,0,440,458,NA,NA,NA,NA,NA
2024-05-17T03:45:00Z,NA,NA,0.04,NA,0,NA,NA,1.715,15.4,96.96,440,458
2024-05-17T04:00:00Z,96.95,1.704,0.04,15.3,0,441,458,NA,NA,NA,NA,NA
2024-05-17T04:00:00Z,NA,NA,0.04,NA,0,NA,NA,1.704,15.3,96.95,441,458
2024-05-17T04:15:00Z,96.95,1.694,0.04,15.2,0,441,459,NA,NA,NA,NA,NA
2024-05-17T04:15:00Z,NA,NA,0.04,NA,0,NA,NA,1.694,15.2,96.95,441,459
2024-05-17T04:30:00Z,96.96,1.677,0.03,15.1,0,441,459,NA,NA,NA,NA,NA
2024-05-17T04:30:00Z,NA,NA,0.03,NA,0,NA,NA,1.677,15.1,96.96,441,459
2024-05-17T04:45:00Z,96.96,1.675,0.03,15,0,440,458,NA,NA,NA,NA,NA
2024-05-17T04:45:00Z,NA,NA,0.03,NA,0,NA,NA,1.675,15,96.96,440,458
2024-05-17T05:00:00Z,96.96,1.671,0.03,15,0,440,458,NA,NA,NA,NA,NA
2024-05-17T05:00:00Z,NA,NA,0.03,NA,0,NA,NA,1.671,15,96.96,440,458
2024-05-17T05:15:00Z,96.95,1.669,0.03,14.9,0,440,458,NA,NA,NA,NA,NA
2024-05-17T05:15:00Z,NA,NA,0.03,NA,0,NA,NA,1.669,14.9,96.95,440,458
2024-05-17T05:30:00Z,96.97,1.67,0.03,15,0,443,458,NA,NA,NA,NA,NA
2024-05-17T05:30:00Z,NA,NA,0.03,NA,0,NA,NA,1.67,15,96.97,443,458
2024-05-17T05:45:00Z,97,1.677,0.02,15,0,443,458,NA,NA,NA,NA,NA
2024-05-17T05:45:00Z,NA,NA,0.02,NA,0,NA,NA,1.677,15,97,443,458
2024-05-17T06:00:00Z,97.03,1.691,0.02,15.1,0,443,458,NA,NA,NA,NA,NA
2024-05-17T06:00:00Z,NA,NA,0.02,NA,0,NA,NA,1.691,15.1,97.03,443,458
2024-05-17T06:15:00Z,97.03,1.678,0.02,15,0,443,458,NA,NA,NA,NA,NA
2024-05-17T06:15:00Z,NA,NA,0.02,NA,0,NA,NA,1.678,15,97.03,443,458
2024-05-17T06:30:00Z,97.03,1.683,0.02,15,0,443,458,NA,NA,NA,NA,NA
2024-05-17T06:30:00Z,NA,NA,0.02,NA,0,NA,NA,1.683,15,97.03,443,458
2024-05-17T06:45:00Z,97.05,1.684,0.02,15,0,443,458,NA,NA,NA,NA,NA
2024-05-17T06:45:00Z,NA,NA,0.02,NA,0,NA,NA,1.684,15,97.05,443,458
2024-05-17T07:00:00Z,97.08,1.687,0.02,15,0.4,443,458,NA,NA,NA,NA,NA
2024-05-17T07:00:00Z,NA,NA,0.02,NA,0.4,NA,NA,1.687,15,97.08,443,458
2024-05-17T07:15:00Z,97.11,1.69,0.02,15.1,6,443,458,NA,NA,NA,NA,NA
2024-05-17T07:15:00Z,NA,NA,0.02,NA,6,NA,NA,1.69,15.1,97.11,443,458
2024-05-17T07:30:00Z,97.14,1.704,0.02,15.2,7.7,442,456,NA,NA,NA,NA,NA
2024-05-17T07:30:00Z,NA,NA,0.02,NA,7.7,NA,NA,1.704,15.2,97.14,442,456
2024-05-17T07:45:00Z,97.16,1.709,0.02,15.2,9.3,445,456,NA,NA,NA,NA,NA
2024-05-17T07:45:00Z,NA,NA,0.02,NA,9.3,NA,NA,1.709,15.2,97.16,445,456
2024-05-17T08:00:00Z,97.17,1.719,0.02,15.3,14.1,450,455,NA,NA,NA,NA,NA
2024-05-17T08:00:00Z,NA,NA,0.02,NA,14.1,NA,NA,1.719,15.3,97.17,450,455
2024-05-17T08:15:00Z,97.19,1.729,0.02,15.4,14.5,455,456,NA,NA,NA,NA,NA
2024-05-17T08:15:00Z,NA,NA,0.02,NA,14.5,NA,NA,1.729,15.4,97.19,455,456
2024-05-17T08:30:00Z,97.2,1.739,0.02,15.5,13,463,456,NA,NA,NA,NA,NA
2024-05-17T08:30:00Z,NA,NA,0.02,NA,13,NA,NA,1.739,15.5,97.2,463,456
2024-05-17T08:45:00Z,97.21,1.747,0.02,15.6,11.4,525,457,NA,NA,NA,NA,NA
2024-05-17T08:45:00Z,NA,NA,0.02,NA,11.4,NA,NA,1.747,15.6,97.21,525,457
2024-05-17T09:00:00Z,97.21,1.754,0.02,15.6,8.4,586,459,NA,NA,NA,NA,NA
2024-05-17T09:00:00Z,NA,NA,0.02,NA,8.4,NA,NA,1.754,15.6,97.21,586,459
2024-05-17T09:15:00Z,97.21,1.76,0.02,15.7,7.7,801,465,NA,NA,NA,NA,NA
2024-05-17T09:15:00Z,NA,NA,0.02,NA,7.7,NA,NA,1.76,15.7,97.21,801,465
2024-05-17T09:30:00Z,97.22,1.774,0.02,15.8,12.5,757,464,NA,NA,NA,NA,NA
2024-05-17T09:30:00Z,NA,NA,0.02,NA,12.5,NA,NA,1.774,15.8,97.22,757,464
2024-05-17T09:45:00Z,97.22,1.781,0.02,15.9,13.5,692,467,NA,NA,NA,NA,NA
2024-05-17T09:45:00Z,NA,NA,0.02,NA,13.5,NA,NA,1.781,15.9,97.22,692,467
2024-05-17T10:00:00Z,97.22,1.787,0.02,15.9,22.3,758,468,NA,NA,NA,NA,NA
2024-05-17T10:00:00Z,NA,NA,0.02,NA,22.3,NA,NA,1.787,15.9,97.22,758,468
2024-05-17T10:15:00Z,97.21,1.817,0.02,16.2,52,770,491,NA,NA,NA,NA,NA
2024-05-17T10:15:00Z,NA,NA,0.02,NA,52,NA,NA,1.817,16.2,97.21,770,491
2024-05-17T10:30:00Z,97.21,1.87,0.02,16.6,52.2,674,493,NA,NA,NA,NA,NA
2024-05-17T10:30:00Z,NA,NA,0.02,NA,52.2,NA,NA,1.87,16.6,97.21,674,493
2024-05-17T10:45:00Z,97.2,1.906,0.02,16.9,57.3,613,492,NA,NA,NA,NA,NA
2024-05-17T10:45:00Z,NA,NA,0.02,NA,57.3,NA,NA,1.906,16.9,97.2,613,492
2024-05-17T11:00:00Z,97.2,1.951,0.02,17.3,63.9,586,492,NA,NA,NA,NA,NA
2024-05-17T11:00:00Z,NA,NA,0.02,NA,63.9,NA,NA,1.951,17.3,97.2,586,492
2024-05-17T11:15:00Z,97.2,2.004,0.03,17.8,99.1,550,491,NA,NA,NA,NA,NA
