...1,Timestamp,Vapor Pressure,Atmos Pressure,Air TempC,VPD,Solar,Wetness Level 1,Wetness Level 2,Vapor.Pressure,Air.TempC,Atmos.Pressure,Wetness.Level.1,Wetness.Level.2
NA,2024-05-31T18:30:00Z,NA,NA,NA,1.86,141,NA,NA,1.079,23.8,97.46,442,441
NA,2024-05-31T18:45:00Z,NA,NA,NA,1.82,113.3,NA,NA,1.092,23.6,97.46,442,441
NA,2024-05-31T19:00:00Z,NA,NA,NA,1.8,100.2,NA,NA,1.095,23.5,97.48,442,441
NA,2024-05-31T19:15:00Z,NA,NA,NA,1.76,132.2,NA,NA,1.073,23.2,97.48,442,441
NA,2024-05-31T19:30:00Z,NA,NA,NA,1.75,89.9,NA,NA,1.067,23,97.49,442,440
NA,2024-05-31T19:45:00Z,NA,NA,NA,1.65,90.1,NA,NA,1.098,22.6,97.49,443,441
NA,2024-05-31T20:00:00Z,NA,NA,NA,1.41,50,NA,NA,1.165,21.6,97.49,444,442
NA,2024-05-31T20:15:00Z,NA,NA,NA,1.22,30.6,NA,NA,1.211,20.6,97.48,444,442
NA,2024-05-31T20:30:00Z,NA,NA,NA,1.19,19.2,NA,NA,1.166,20.1,97.47,444,442
NA,2024-05-31T20:45:00Z,NA,NA,NA,1.21,5.5,NA,NA,1.103,19.8,97.47,444,442
NA,2024-05-31T21:00:00Z,NA,NA,NA,1.25,0,NA,NA,1.081,20,97.47,444,442
NA,2024-05-31T21:15:00Z,NA,NA,NA,1.23,0,NA,NA,1.08,19.8,97.46,444,442
NA,2024-05-31T21:30:00Z,NA,NA,NA,1.16,0,NA,NA,1.087,19.4,97.47,444,443
NA,2024-05-31T21:45:00Z,NA,NA,NA,1.1,0,NA,NA,1.093,19,97.49,445,443
NA,2024-05-31T22:00:00Z,NA,NA,NA,1.01,0,NA,NA,1.104,18.4,97.5,445,443
NA,2024-05-31T22:15:00Z,NA,NA,NA,0.99,0,NA,NA,1.1,18.2,97.52,445,443
NA,2024-05-31T22:30:00Z,NA,NA,NA,1.01,0,NA,NA,1.096,18.3,97.53,445,443
NA,2024-05-31T22:45:00Z,NA,NA,NA,0.98,0,NA,NA,1.094,18.1,97.52,445,443
NA,2024-05-31T23:00:00Z,NA,NA,NA,0.92,0,NA,NA,1.1,17.7,97.53,445,443
NA,2024-05-31T23:15:00Z,NA,NA,NA,0.9,0,NA,NA,1.091,17.4,97.53,445,443
NA,2024-05-31T23:30:00Z,NA,NA,NA,0.89,0,NA,NA,1.09,17.4,97.52,445,443
NA,2024-05-31T23:45:00Z,NA,NA,NA,0.84,0,NA,NA,1.092,17,97.52,446,443
NA,2024-06-01T00:00:00Z,NA,NA,NA,0.79,0,NA,NA,1.093,16.6,97.52,446,444
NA,2024-06-01T00:15:00Z,NA,NA,NA,0.78,0,NA,NA,1.086,16.5,97.51,446,444
NA,2024-06-01T00:30:00Z,NA,NA,NA,0.75,0,NA,NA,1.086,16.2,97.51,446,444
NA,2024-06-01T00:45:00Z,NA,NA,NA,0.72,0,NA,NA,1.083,15.9,97.49,446,444
NA,2024-06-01T01:00:00Z,NA,NA,NA,0.71,0,NA,NA,1.087,15.8,97.47,446,444
NA,2024-06-01T01:15:00Z,NA,NA,NA,0.71,0,NA,NA,1.083,15.8,97.46,446,444
NA,2024-06-01T01:30:00Z,NA,NA,NA,0.73,0,NA,NA,1.074,15.9,97.45,446,444
NA,2024-06-01T01:45:00Z,NA,NA,NA,0.76,0,NA,NA,1.067,16,97.45,446,444
NA,2024-06-01T02:00:00Z,NA,NA,NA,0.76,0,NA,NA,1.072,16.1,97.44,446,444
NA,2024-06-01T02:15:00Z,NA,NA,NA,0.69,0,NA,NA,1.081,15.6,97.44,446,444
NA,2024-06-01T02:30:00Z,NA,NA,NA,0.67,0,NA,NA,1.079,15.4,97.44,446,444
NA,2024-06-01T02:45:00Z,NA,NA,NA,0.58,0,NA,NA,1.091,14.7,97.44,447,444
NA,2024-06-01T03:00:00Z,NA,NA,NA,0.48,0,NA,NA,1.106,13.9,97.44,447,445
NA,2024-06-01T03:15:00Z,NA,NA,NA,0.44,0,NA,NA,1.104,13.5,97.43,447,445
NA,2024-06-01T03:30:00Z,NA,NA,NA,0.41,0,NA,NA,1.128,13.4,97.43,448,445
NA,2024-06-01T03:45:00Z,NA,NA,NA,0.41,0,NA,NA,1.113,13.3,97.42,447,445
NA,2024-06-01T04:00:00Z,NA,NA,NA,0.44,0,NA,NA,1.123,13.6,97.42,447,445
NA,2024-06-01T04:15:00Z,NA,NA,NA,0.41,0,NA,NA,1.138,13.5,97.41,448,445
NA,2024-06-01T04:30:00Z,NA,NA,NA,0.38,0,NA,NA,1.131,13.2,97.42,448,445
NA,2024-06-01T04:45:00Z,NA,NA,NA,0.4,0,NA,NA,1.125,13.3,97.41,448,445
NA,2024-06-01T05:00:00Z,NA,NA,NA,0.39,0,NA,NA,1.127,13.2,97.41,448,445
NA,2024-06-01T05:15:00Z,NA,NA,NA,0.35,0,NA,NA,1.114,12.6,97.4,448,446
NA,2024-06-01T05:30:00Z,NA,NA,NA,0.32,0,NA,NA,1.111,12.4,97.4,448,446
NA,2024-06-01T05:45:00Z,NA,NA,NA,0.3,0,NA,NA,1.11,12,97.39,448,446
NA,2024-06-01T06:00:00Z,NA,NA,NA,0.27,0,NA,NA,1.113,11.8,97.39,449,446
NA,2024-06-01T06:15:00Z,NA,NA,NA,0.3,0,NA,NA,1.119,12.2,97.4,448,446
NA,2024-06-01T06:30:00Z,NA,NA,NA,0.35,6.2,NA,NA,1.119,12.7,97.4,448,446
NA,2024-06-01T06:45:00Z,NA,NA,NA,0.35,20.1,NA,NA,1.141,13,97.41,448,446
NA,2024-06-01T07:00:00Z,NA,NA,NA,0.36,26,NA,NA,1.155,13.2,97.41,448,446
NA,2024-06-01T07:15:00Z,NA,NA,NA,0.34,44.3,NA,NA,1.168,13.1,97.42,448,446
NA,2024-06-01T07:30:00Z,NA,NA,NA,0.34,106.8,NA,NA,1.177,13.2,97.42,448,446
NA,2024-06-01T07:45:00Z,NA,NA,NA,0.38,103.1,NA,NA,1.25,14.3,97.43,448,446
NA,2024-06-01T08:00:00Z,NA,NA,NA,0.47,114.8,NA,NA,1.277,15.4,97.44,447,445
NA,2024-06-01T08:15:00Z,NA,NA,NA,0.5,130.2,NA,NA,1.316,16,97.44,447,444
NA,2024-06-01T08:30:00Z,NA,NA,NA,0.52,137,NA,NA,1.387,16.8,97.43,447,445
NA,2024-06-01T08:45:00Z,NA,NA,NA,0.53,101.6,NA,NA,1.385,16.8,97.43,448,445
NA,2024-06-01T09:00:00Z,NA,NA,NA,0.55,138.2,NA,NA,1.392,17.1,97.43,447,445
NA,2024-06-01T09:15:00Z,NA,NA,NA,0.6,223.4,NA,NA,1.437,17.8,97.41,447,444
NA,2024-06-01T09:30:00Z,NA,NA,NA,0.7,180.4,NA,NA,1.435,18.6,97.4,447,444
NA,2024-06-01T09:45:00Z,NA,NA,NA,0.74,147.9,NA,NA,1.504,19.3,97.4,447,443
NA,2024-06-01T10:00:00Z,NA,NA,NA,0.87,180.2,NA,NA,1.545,20.5,97.39,446,442
NA,2024-06-01T10:15:00Z,NA,NA,NA,1.07,220.1,NA,NA,1.489,21.4,97.38,446,443
NA,2024-06-01T10:30:00Z,NA,NA,NA,1.23,199.4,NA,NA,1.423,22.1,97.36,445,443
NA,2024-06-01T10:45:00Z,NA,NA,NA,1.37,229.2,NA,NA,1.293,22.1,97.33,445,443
NA,2024-06-01T11:00:00Z,NA,NA,NA,1.45,464.4,NA,NA,1.29,22.6,97.32,445,443
NA,2024-06-01T11:15:00Z,NA,NA,NA,1.56,514.9,NA,NA,1.328,23.4,97.32,444,442
NA,2024-06-01T11:30:00Z,NA,NA,NA,1.59,481.9,NA,NA,1.281,23.4,97.32,444,442
NA,2024-06-01T11:45:00Z,NA,NA,NA,1.57,318.6,NA,NA,1.283,23.2,97.32,444,442
NA,2024-06-01T12:00:00Z,NA,NA,NA,1.59,465.5,NA,NA,1.344,23.8,97.31,444,442
NA,2024-06-01T12:15:00Z,NA,NA,NA,1.7,553.7,NA,NA,1.416,24.7,97.3,444,442
NA,2024-06-01T12:30:00Z,NA,NA,NA,1.76,268.2,NA,NA,1.357,24.7,97.29,444,442
NA,2024-06-01T12:45:00Z,NA,NA,NA,1.79,303.4,NA,NA,1.359,24.9,97.28,444,442
NA,2024-06-01T13:00:00Z,NA,NA,NA,1.79,384.3,NA,NA,1.379,25,97.27,443,442
NA,2024-06-01T13:15:00Z,NA,NA,NA,1.77,317.7,NA,NA,1.492,25.5,97.26,443,442
NA,2024-06-01T13:30:00Z,NA,NA,NA,1.86,353.8,NA,NA,1.554,26.3,97.25,443,442
NA,2024-06-01T13:45:00Z,NA,NA,NA,1.95,346.3,NA,NA,1.511,26.5,97.23,443,442
NA,2024-06-01T14:00:00Z,NA,NA,NA,1.81,310.4,NA,NA,1.604,26.3,97.22,442,441
NA,2024-06-01T14:15:00Z,NA,NA,NA,1.94,410.7,NA,NA,1.502,26.4,97.2,442,441
NA,2024-06-01T14:30:00Z,NA,NA,NA,1.95,500.8,NA,NA,1.545,26.7,97.18,443,441
NA,2024-06-01T14:45:00Z,NA,NA,NA,1.95,306.2,NA,NA,1.482,26.4,97.16,443,442
NA,2024-06-01T15:00:00Z,NA,NA,NA,1.79,244.4,NA,NA,1.53,25.8,97.14,443,442
NA,2024-06-01T15:15:00Z,NA,NA,NA,1.76,282.7,NA,NA,1.539,25.7,97.13,443,442
NA,2024-06-01T15:30:00Z,NA,NA,NA,1.72,471.3,NA,NA,1.611,25.9,97.11,442,442
NA,2024-06-01T15:45:00Z,NA,NA,NA,1.69,399.7,NA,NA,1.65,25.9,97.09,443,442
NA,2024-06-01T16:00:00Z,NA,NA,NA,1.6,258.2,NA,NA,1.64,25.4,97.07,444,442
NA,2024-06-01T16:15:00Z,NA,NA,NA,1.53,221,NA,NA,1.788,25.8,97.06,444,442
NA,2024-06-01T16:30:00Z,NA,NA,NA,1.51,195.4,NA,NA,1.762,25.6,97.06,444,442
NA,2024-06-01T16:45:00Z,NA,NA,NA,1.5,167.5,NA,NA,1.673,25,97.05,444,443
NA,2024-06-01T17:00:00Z,NA,NA,NA,1.45,141.7,NA,NA,1.692,24.9,97.04,445,443
NA,2024-06-01T17:15:00Z,NA,NA,NA,1.36,187.7,NA,NA,1.765,24.8,97.04,444,443
NA,2024-06-01T17:30:00Z,NA,NA,NA,1.32,132.9,NA,NA,1.772,24.6,97.04,445,443
NA,2024-06-01T17:45:00Z,NA,NA,NA,1.34,116.6,NA,NA,1.657,24.1,97.04,445,443
NA,2024-06-01T18:00:00Z,NA,NA,NA,1.3,126.2,NA,NA,1.688,24.1,97.03,445,443
NA,2024-06-01T18:15:00Z,NA,NA,NA,1.25,71.6,NA,NA,1.681,23.7,97.02,446,443
NA,2024-06-01T18:30:00Z,NA,NA,NA,1.23,59.5,NA,NA,1.646,23.4,97.02,446,444
NA,2024-06-01T18:45:00Z,NA,NA,NA,1.17,52.7,NA,NA,1.673,23.2,97.01,446,444
NA,2024-06-01T19:00:00Z,NA,NA,NA,1.06,40.8,NA,NA,1.747,23,97,446,444
NA,2024-06-01T19:15:00Z,NA,NA,NA,1.06,36.8,NA,NA,1.731,22.9,97,446,444
NA,2024-06-01T19:30:00Z,NA,NA,NA,1.03,23.1,NA,NA,1.752,22.9,97.01,447,444
NA,2024-06-01T19:45:00Z,NA,NA,NA,0.98,17.8,NA,NA,1.77,22.6,97.02,447,444
NA,2024-06-01T20:00:00Z,NA,NA,NA,0.91,10.4,NA,NA,1.795,22.4,97.03,463,445
NA,2024-06-01T20:15:00Z,NA,NA,NA,0.77,4.6,NA,NA,1.807,21.6,97.05,713,447
NA,2024-06-01T20:30:00Z,NA,NA,NA,0.76,0,NA,NA,1.683,20.7,97.03,585,446
NA,2024-06-01T20:45:00Z,NA,NA,NA,0.76,0,NA,NA,1.662,20.6,97.01,548,445
NA,2024-06-01T21:00:00Z,NA,NA,NA,0.67,0,NA,NA,1.728,20.4,96.98,519,445
NA,2024-06-01T21:15:00Z,NA,NA,NA,0.45,0,NA,NA,1.836,19.7,96.99,511,446
NA,2024-06-01T21:30:00Z,NA,NA,NA,0.35,0,NA,NA,1.86,19.1,97.03,547,447
NA,2024-06-01T21:45:00Z,NA,NA,NA,0.38,0,NA,NA,1.791,18.8,97.04,605,447
NA,2024-06-01T22:00:00Z,NA,NA,NA,0.39,0,NA,NA,1.782,18.8,97.04,614,448
NA,2024-06-01T22:15:00Z,NA,NA,NA,0.29,0,NA,NA,1.824,18.4,97.06,739,451
NA,2024-06-01T22:30:00Z,NA,NA,NA,0.17,0,NA,NA,1.873,17.8,97.09,619,451
NA,2024-06-01T22:45:00Z,NA,NA,NA,0.15,0,NA,NA,1.869,17.6,97.11,766,452
NA,2024-06-01T23:00:00Z,NA,NA,NA,0.16,0,NA,NA,1.838,17.5,97.1,701,452
NA,2024-06-01T23:15:00Z,NA,NA,NA,0.19,0,NA,NA,1.801,17.5,97.07,624,451
NA,2024-06-01T23:30:00Z,NA,NA,NA,0.19,0,NA,NA,1.806,17.5,97.1,559,450
NA,2024-06-01T23:45:00Z,NA,NA,NA,0.15,0,NA,NA,1.821,17.3,97.11,821,453
NA,2024-06-02T00:00:00Z,NA,NA,NA,0.11,0,NA,NA,1.814,16.9,97.1,800,463
NA,2024-06-02T00:15:00Z,NA,NA,NA,0.08,0,NA,NA,1.822,16.7,97.1,927,488
NA,2024-06-02T00:30:00Z,NA,NA,NA,0.03,0,NA,NA,1.839,16.5,97.1,927,503
NA,2024-06-02T00:45:00Z,NA,NA,NA,0.03,0,NA,NA,1.822,16.3,97.09,782,493
NA,2024-06-02T01:00:00Z,NA,NA,NA,0.08,0,NA,NA,1.746,16.1,97.07,762,495
NA,2024-06-02T01:15:00Z,NA,NA,NA,0.09,0,NA,NA,1.646,15.3,97.04,694,490
NA,2024-06-02T01:30:00Z,NA,NA,NA,0.07,0,NA,NA,1.621,14.8,97.03,793,488
NA,2024-06-02T01:45:00Z,NA,NA,NA,0.04,0,NA,NA,1.625,14.7,97,726,490
NA,2024-06-02T02:00:00Z,NA,NA,NA,0.04,0,NA,NA,1.628,14.6,96.98,695,487
NA,2024-06-02T02:15:00Z,NA,NA,NA,0.02,0,NA,NA,1.657,14.7,96.97,708,490
NA,2024-06-02T02:30:00Z,NA,NA,NA,0,0,NA,NA,1.675,14.8,96.95,815,494
NA,2024-06-02T02:45:00Z,NA,NA,NA,0,0,NA,NA,1.675,14.7,96.94,780,497
NA,2024-06-02T03:00:00Z,NA,NA,NA,0,0,NA,NA,1.661,14.6,96.94,725,495
NA,2024-06-02T03:15:00Z,NA,NA,NA,0,0,NA,NA,1.671,14.7,96.93,823,496
NA,2024-06-02T03:30:00Z,NA,NA,NA,0,0,NA,NA,1.669,14.7,96.92,893,498
NA,2024-06-02T03:45:00Z,NA,NA,NA,0,0,NA,NA,1.662,14.6,96.94,1014,531
NA,2024-06-02T04:00:00Z,NA,NA,NA,0,0,NA,NA,1.653,14.5,96.92,908,536
NA,2024-06-02T04:15:00Z,NA,NA,NA,0,0,NA,NA,1.65,14.5,96.9,765,538
NA,2024-06-02T04:30:00Z,NA,NA,NA,0,0,NA,NA,1.649,14.5,96.88,807,531
NA,2024-06-02T04:45:00Z,NA,NA,NA,0,0,NA,NA,1.648,14.5,96.87,743,532
NA,2024-06-02T05:00:00Z,NA,NA,NA,0,0,NA,NA,1.639,14.4,96.86,720,523
NA,2024-06-02T05:15:00Z,NA,NA,NA,0,0,NA,NA,1.649,14.5,96.85,703,518
NA,2024-06-02T05:30:00Z,NA,NA,NA,0,0,NA,NA,1.663,14.6,96.85,684,502
NA,2024-06-02T05:45:00Z,NA,NA,NA,0,0,NA,NA,1.666,14.7,96.86,682,501
NA,2024-06-02T06:00:00Z,NA,NA,NA,0,0,NA,NA,1.666,14.6,96.86,661,500
NA,2024-06-02T06:15:00Z,NA,NA,NA,0,0,NA,NA,1.666,14.6,96.86,650,499
NA,2024-06-02T06:30:00Z,NA,NA,NA,0,0,NA,NA,1.662,14.6,96.86,635,497
NA,2024-06-02T06:45:00Z,NA,NA,NA,0,2,NA,NA,1.671,14.7,96.85,594,494
NA,2024-06-02T07:00:00Z,NA,NA,NA,0,10.3,NA,NA,1.69,14.9,96.86,570,488
NA,2024-06-02T07:15:00Z,NA,NA,NA,0.01,21.2,NA,NA,1.702,15,96.87,554,483
NA,2024-06-02T07:30:00Z,NA,NA,NA,0.03,31.9,NA,NA,1.704,15.3,96.87,542,479
NA,2024-06-02T07:45:00Z,NA,NA,NA,0.05,23.8,NA,NA,1.709,15.5,96.87,531,476
NA,2024-06-02T08:00:00Z,NA,NA,NA,0.05,28.6,NA,NA,1.717,15.5,96.87,521,471
NA,2024-06-02T08:15:00Z,NA,NA,NA,0.04,41.9,NA,NA,1.736,15.7,96.88,510,465
NA,2024-06-02T08:30:00Z,NA,NA,NA,0.12,40.6,NA,NA,1.72,16.2,96.88,483,450
NA,2024-06-02T08:45:00Z,NA,NA,NA,0.21,66.5,NA,NA,1.705,16.8,96.88,465,449
NA,2024-06-02T09:00:00Z,NA,NA,NA,0.24,74,NA,NA,1.706,17.1,96.9,462,449
NA,2024-06-02T09:15:00Z,NA,NA,NA,0.24,155.8,NA,NA,1.751,17.5,96.89,459,448
NA,2024-06-02T09:30:00Z,NA,NA,NA,0.31,162.6,NA,NA,1.797,18.3,96.89,451,448
NA,2024-06-02T09:45:00Z,NA,NA,NA,0.29,134.8,NA,NA,1.793,18.2,96.9,451,448
NA,2024-06-02T10:00:00Z,NA,NA,NA,0.28,104.9,NA,NA,1.825,18.3,96.9,452,448
NA,2024-06-02T10:15:00Z,NA,NA,NA,0.29,111.9,NA,NA,1.849,18.6,96.9,451,448
NA,2024-06-02T10:30:00Z,NA,NA,NA,0.27,69,NA,NA,1.876,18.6,96.9,451,448
NA,2024-06-02T10:45:00Z,NA,NA,NA,0.27,64.3,NA,NA,1.864,18.5,96.9,452,448
NA,2024-06-02T11:00:00Z,NA,NA,NA,0.29,150.1,NA,NA,1.874,18.8,96.91,451,448
NA,2024-06-02T11:15:00Z,NA,NA,NA,0.35,199.2,NA,NA,1.891,19.3,96.89,451,448
NA,2024-06-02T11:30:00Z,NA,NA,NA,0.38,166.4,NA,NA,1.913,19.7,96.89,451,448
NA,2024-06-02T11:45:00Z,NA,NA,NA,0.41,246.5,NA,NA,1.95,20.2,96.89,450,447
NA,2024-06-02T12:00:00Z,NA,NA,NA,0.42,176.9,NA,NA,1.935,20.1,96.9,451,448
NA,2024-06-02T12:15:00Z,NA,NA,NA,0.36,109.9,NA,NA,1.926,19.7,96.9,451,448
NA,2024-06-02T12:30:00Z,NA,NA,NA,0.34,120.7,NA,NA,1.943,19.6,96.91,767,449
NA,2024-06-02T12:45:00Z,NA,NA,NA,0.26,160.4,NA,NA,2.013,19.6,96.91,581,449
NA,2024-06-02T13:00:00Z,NA,NA,NA,0.25,134.8,NA,NA,2.029,19.6,96.9,1028,453
NA,2024-06-02T13:15:00Z,NA,NA,NA,0.19,137.5,NA,NA,2.05,19.3,96.89,864,484
NA,2024-06-02T13:30:00Z,NA,NA,NA,0.13,137.9,NA,NA,2.096,19.2,96.89,727,476
NA,2024-06-02T13:45:00Z,NA,NA,NA,0.11,71.2,NA,NA,2.117,19.2,96.89,670,476
NA,2024-06-02T14:00:00Z,NA,NA,NA,0.12,87,NA,NA,2.125,19.4,96.88,633,476
NA,2024-06-02T14:15:00Z,NA,NA,NA,0.15,153.4,NA,NA,2.129,19.6,96.87,726,475
NA,2024-06-02T14:30:00Z,NA,NA,NA,0.21,123.8,NA,NA,2.099,19.8,96.87,625,473
NA,2024-06-02T14:45:00Z,NA,NA,NA,0.2,73.6,NA,NA,2.093,19.7,96.87,571,471
NA,2024-06-02T15:00:00Z,NA,NA,NA,0.2,117.9,NA,NA,2.079,19.6,96.87,596,467
NA,2024-06-02T15:15:00Z,NA,NA,NA,0.17,174.9,NA,NA,2.094,19.5,96.86,507,463
NA,2024-06-02T15:30:00Z,NA,NA,NA,0.15,101.3,NA,NA,2.101,19.4,96.85,481,458
NA,2024-06-02T15:45:00Z,NA,NA,NA,0.14,146.5,NA,NA,2.117,19.4,96.83,464,449
NA,2024-06-02T16:00:00Z,NA,NA,NA,0.19,176.1,NA,NA,2.139,20,96.81,462,449
NA,2024-06-02T16:15:00Z,NA,NA,NA,0.22,136.6,NA,NA,2.143,20.2,96.81,456,449
NA,2024-06-02T16:30:00Z,NA,NA,NA,0.3,219.9,NA,NA,2.096,20.4,96.79,452,448
NA,2024-06-02T16:45:00Z,NA,NA,NA,0.37,256.3,NA,NA,2.086,20.8,96.76,460,449
NA,2024-06-02T17:00:00Z,NA,NA,NA,0.39,204.2,NA,NA,2.069,20.8,96.75,451,448
NA,2024-06-02T17:15:00Z,NA,NA,NA,0.39,203.4,NA,NA,2.071,20.8,96.74,451,448
NA,2024-06-02T17:30:00Z,NA,NA,NA,0.38,96.1,NA,NA,2.059,20.7,96.74,452,448
NA,2024-06-02T17:45:00Z,NA,NA,NA,0.35,75.1,NA,NA,2.058,20.5,96.74,452,448
NA,2024-06-02T18:00:00Z,NA,NA,NA,0.32,56.6,NA,NA,2.072,20.4,96.75,452,448
NA,2024-06-02T18:15:00Z,NA,NA,NA,0.31,71,NA,NA,2.101,20.5,96.76,452,448
NA,2024-06-02T18:30:00Z,NA,NA,NA,0.29,56,NA,NA,2.1,20.4,96.77,452,448
NA,2024-06-02T18:45:00Z,NA,NA,NA,0.28,75.6,NA,NA,2.105,20.3,96.74,452,448
NA,2024-06-02T19:00:00Z,NA,NA,NA,0.28,82.9,NA,NA,2.123,20.5,96.73,452,448
NA,2024-06-02T19:15:00Z,NA,NA,NA,0.3,122.9,NA,NA,2.144,20.7,96.73,452,448
NA,2024-06-02T19:30:00Z,NA,NA,NA,0.3,38.8,NA,NA,2.146,20.8,96.74,452,448
NA,2024-06-02T19:45:00Z,NA,NA,NA,0.25,11.2,NA,NA,2.118,20.2,96.75,453,449
NA,2024-06-02T20:00:00Z,NA,NA,NA,0.25,9.3,NA,NA,2.112,20.2,96.76,453,449
NA,2024-06-02T20:15:00Z,NA,NA,NA,0.23,9.5,NA,NA,2.105,20,96.75,453,449
NA,2024-06-02T20:30:00Z,NA,NA,NA,0.24,7.9,NA,NA,2.094,20,96.75,453,449
NA,2024-06-02T20:45:00Z,NA,NA,NA,0.22,1.5,NA,NA,2.098,19.9,96.75,453,449
NA,2024-06-02T21:00:00Z,NA,NA,NA,0.2,0,NA,NA,2.104,19.8,96.74,453,449
NA,2024-06-02T21:15:00Z,NA,NA,NA,0.19,0,NA,NA,2.112,19.8,96.74,453,449
NA,2024-06-02T21:30:00Z,NA,NA,NA,0.19,0,NA,NA,2.119,19.8,96.74,453,449
NA,2024-06-02T21:45:00Z,NA,NA,NA,0.18,0,NA,NA,2.116,19.7,96.74,453,449
NA,2024-06-02T22:00:00Z,NA,NA,NA,0.17,0,NA,NA,2.115,19.6,96.74,453,449
NA,2024-06-02T22:15:00Z,NA,NA,NA,0.15,0,NA,NA,2.118,19.6,96.74,453,449
NA,2024-06-02T22:30:00Z,NA,NA,NA,0.16,0,NA,NA,2.119,19.6,96.74,453,449
NA,2024-06-02T22:45:00Z,NA,NA,NA,0.15,0,NA,NA,2.115,19.5,96.74,453,450
NA,2024-06-02T23:00:00Z,NA,NA,NA,0.14,0,NA,NA,2.108,19.4,96.73,454,450
NA,2024-06-02T23:15:00Z,NA,NA,NA,0.13,0,NA,NA,2.102,19.3,96.74,460,450
NA,2024-06-02T23:30:00Z,NA,NA,NA,0.12,0,NA,NA,2.104,19.2,96.73,455,450
NA,2024-06-02T23:45:00Z,NA,NA,NA,0.11,0,NA,NA,2.08,18.9,96.74,454,450
NA,2024-06-03T00:00:00Z,NA,NA,NA,0.06,0,NA,NA,2.069,18.5,96.76,454,450
NA,2024-06-03T00:15:00Z,NA,NA,NA,0.03,0,NA,NA,2.072,18.3,96.76,484,451
NA,2024-06-03T00:30:00Z,NA,NA,NA,0.01,0,NA,NA,2.091,18.3,96.76,960,492
NA,2024-06-03T00:45:00Z,NA,NA,NA,0,0,NA,NA,2.1,18.3,96.75,776,529
NA,2024-06-03T01:00:00Z,NA,NA,NA,0,0,NA,NA,2.11,18.4,96.73,739,526
NA,2024-06-03T01:15:00Z,NA,NA,NA,0,0,NA,NA,2.111,18.4,96.72,986,555
NA,2024-06-03T01:30:00Z,NA,NA,NA,0,0,NA,NA,2.137,18.6,96.69,806,618
NA,2024-06-03T01:45:00Z,NA,NA,NA,0,0,NA,NA,2.142,18.6,96.66,756,606
NA,2024-06-03T02:00:00Z,NA,NA,NA,0,0,NA,NA,2.131,18.5,96.65,834,612
NA,2024-06-03T02:15:00Z,NA,NA,NA,0,0,NA,NA,2.123,18.4,96.66,792,585
NA,2024-06-03T02:30:00Z,NA,NA,NA,0,0,NA,NA,2.108,18.4,96.66,724,586
NA,2024-06-03T02:45:00Z,NA,NA,NA,0,0,NA,NA,2.085,18.2,96.64,704,588
NA,2024-06-03T03:00:00Z,NA,NA,NA,0,0,NA,NA,2.069,18,96.62,691,572
NA,2024-06-03T03:15:00Z,NA,NA,NA,0,0,NA,NA,2.056,18,96.62,672,571
NA,2024-06-03T03:30:00Z,NA,NA,NA,0,0,NA,NA,2.046,17.9,96.59,651,568
NA,2024-06-03T03:45:00Z,NA,NA,NA,0,0,NA,NA,2.036,17.8,96.6,638,568
NA,2024-06-03T04:00:00Z,NA,NA,NA,0,0,NA,NA,2.033,17.8,96.6,596,566
NA,2024-06-03T04:15:00Z,NA,NA,NA,0,0,NA,NA,2.033,17.8,96.63,573,564
NA,2024-06-03T04:30:00Z,NA,NA,NA,0,0,NA,NA,2.033,17.8,96.67,560,562
NA,2024-06-03T04:45:00Z,NA,NA,NA,0,0,NA,NA,2.03,17.8,96.71,550,560
NA,2024-06-03T05:00:00Z,NA,NA,NA,0,0,NA,NA,2.029,17.8,96.73,541,556
NA,2024-06-03T05:15:00Z,NA,NA,NA,0,0,NA,NA,2.036,17.8,96.74,532,551
NA,2024-06-03T05:30:00Z,NA,NA,NA,0,0,NA,NA,2.035,17.8,96.74,526,548
NA,2024-06-03T05:45:00Z,NA,NA,NA,0,0,NA,NA,2.027,17.7,96.74,522,546
NA,2024-06-03T06:00:00Z,NA,NA,NA,0,0,NA,NA,2.026,17.7,96.75,517,544
NA,2024-06-03T06:15:00Z,NA,NA,NA,0,0,NA,NA,2.019,17.7,96.77,513,543
NA,2024-06-03T06:30:00Z,NA,NA,NA,0,1.3,NA,NA,2.01,17.6,96.79,514,543
NA,2024-06-03T06:45:00Z,NA,NA,NA,0,9.3,NA,NA,2.006,17.6,96.8,513,544
NA,2024-06-03T07:00:00Z,NA,NA,NA,0,18.3,NA,NA,2.006,17.6,96.81,514,545
NA,2024-06-03T07:15:00Z,NA,NA,NA,0,56.6,NA,NA,2.016,17.6,96.81,511,544
NA,2024-06-03T07:30:00Z,NA,NA,NA,0,123,NA,NA,2.065,18,96.8,506,538
NA,2024-06-03T07:45:00Z,NA,NA,NA,0,130.6,NA,NA,2.24,19.3,96.79,485,523
NA,2024-06-03T08:00:00Z,NA,NA,NA,0.01,106,NA,NA,2.345,20.2,96.79,471,503
NA,2024-06-03T08:15:00Z,NA,NA,NA,0.1,147,NA,NA,2.345,20.8,96.79,468,486
NA,2024-06-03T08:30:00Z,NA,NA,NA,0.17,182.7,NA,NA,2.287,20.8,96.78,468,477
NA,2024-06-03T08:45:00Z,NA,NA,NA,0.17,176.1,NA,NA,2.326,21,96.78,466,463
